Id,Label,RiskScore,InDegree,OutDegree,Betweenness,DependentsCount,Downloads,StalenessDays,ClusteringCoeff,MaintainerRisk,Type
101,linebreak,0.5129079922360944,1,0,0.0,21850,9921523,1265,0.0,1.0,dependency
102,base64-js,0.5127337643457007,1,0,0.0,1564057,257739509,866,0.0,0.5,dependency
103,strip-ansi,0.5126550267583385,3,1,3.590641250056104e-05,2069298,1390744803,87,0.25,1.0,seed
104,string-width,0.5118548633976658,3,2,1.795320625028052e-05,1106583,1172558919,95,0.2,1.0,seed
105,is-electron,0.5114720748963617,1,0,0.0,21980,15410763,1018,0.0,1.0,dependency
106,toidentifier,0.5112030972538325,1,0,0.0,4368444,206140944,1293,0.0,0.3333333333333333,seed
107,@jridgewell/sourcemap-codec,0.5107756041430185,1,0,0.0,1575125,349819095,115,0.0,1.0,dependency
108,common-tags,0.5101451844047151,1,0,0.0,1658574,69326468,1271,0.0,0.5,dependency
109,tree-kill,0.510082914568383,1,0,0.0,1070896,93208843,1256,0.0,0.5,dependency
110,@jridgewell/gen-mapping,0.5084189233473101,1,0,0.0,1278783,317207095,115,0.0,1.0,dependency
111,qs,0.5076883142912816,5,0,0.0,2110964,433089113,324,0.05,0.5,dependency
112,locate-path,0.5075418851992464,1,1,0.0,1089462,751095366,80,0.0,1.0,seed
113,is-reference,0.5074251330431476,1,0,0.0,148139,42530301,388,0.0,1.0,dependency
114,is-fullwidth-code-point,0.5067977438597058,0,1,0.0,1106069,690858830,96,0.0,1.0,seed
115,clsx,0.5056005878236952,1,0,0.0,548105,166676140,161,0.0,1.0,dependency
116,dom-serializer,0.5054164861056842,1,0,0.0,3228474,227904591,1085,0.0,0.3333333333333333,dependency
117,@jridgewell/trace-mapping,0.5050587328344428,1,0,0.0,1577545,450043708,85,0.0,1.0,dependency
118,querystring,0.5039037345707352,1,0,0.0,689417,67110326,1259,0.0,0.5,dependency
119,find-up,0.5037343215424943,0,2,0.0,1124485,735683208,80,0.0,1.0,seed
120,aws4,0.5032137536600415,1,0,0.0,9726,94504387,464,0.0,1.0,dependency
121,wrap-ansi,0.5031774350603958,1,3,1.795320625028052e-05,4485420,1020410544,87,0.25,1.0,seed
122,events,0.5028276405631412,3,0,0.0,1326229,208778537,876,0.0,0.3333333333333333,dependency
123,concat-stream,0.5025903714234182,1,0,0.0,1049268,120599433,876,0.0,0.5,dependency
124,combined-stream,0.5013937819623496,1,0,0.0,2188156,291333511,1271,0.0,0.25,dependency
125,y18n,0.501113985447555,1,0,0.0,1652118,401889922,878,0.0,0.3333333333333333,dependency
126,tslib,0.4989378222458906,20,0,0.0,1726336,1200303589,37,0.0,0.125,seed
127,@sendgrid/helpers,0.4985889683122501,1,0,0.0,22566,10668508,731,0.0,1.0,dependency
128,locate-character,0.4985596046126609,1,0,0.0,17986,6928166,904,0.0,1.0,dependency
129,eventemitter3,0.4984125505901662,1,0,0.0,1773097,240921044,949,0.0,0.3333333333333333,dependency
130,minimatch,0.4982150040700972,1,1,0.0,2198462,1511701787,37,0.0,1.0,seed
131,parseurl,0.49815578472484,3,0,0.0,1734638,197895066,205,0.3333333333333333,1.0,dependency
132,chalk,0.4975104249485698,2,0,0.0,1291351,1463358736,36,0.0,1.0,seed
133,enquirer,0.49718847356747364,1,0,0.0,727459,94216003,861,0.0,0.5,dependency
134,lodash.isplainobject,0.4970827549137279,1,0,0.0,984974,141113987,1265,0.0,0.3333333333333333,dependency
135,p-limit,0.4964503130838648,1,1,1.795320625028052e-05,1094175,739599083,47,0.0,1.0,seed
136,buffer-crc32,0.4964114009353975,1,0,0.0,968951,145129893,667,0.0,0.5,dependency
137,extract-zip,0.4962286826442557,1,0,0.0,447828,76196387,1007,0.0,0.5,dependency
138,resolve,0.49584635920039366,0,3,0.0,5229428,541700923,45,0.0,1.0,seed
139,@types/retry,0.49551428488690663,1,0,0.0,1092568,82731083,124,0.0,1.0,dependency
140,d3-interpolate,0.49476482151788215,1,0,0.0,133077,75209586,1270,0.0,0.5,dependency
141,eventemitter2,0.49424066860949556,1,0,0.0,239949,60644694,1179,0.0,0.5,dependency
142,d3-color,0.49381762349181013,1,0,0.0,133799,68433705,1270,0.0,0.5,dependency
143,lodash.isstring,0.4932934420134035,1,0,0.0,822612,109561466,1265,0.0,0.3333333333333333,dependency
144,cacheable-lookup,0.4926978035337787,1,0,0.0,168825,67076403,1165,0.0,0.5,dependency
145,url-parse,0.4924847901252918,1,0,0.0,2588673,115109582,1256,0.0,0.25,dependency
146,lodash.once,0.49223850359615795,1,0,0.0,731125,106471098,1265,0.0,0.3333333333333333,dependency
147,detect-libc,0.4917112975896628,1,0,0.0,2309281,237036103,61,0.0,1.0,dependency
148,escape-html,0.49136406236566255,4,0,0.0,2500873,212492401,749,0.3333333333333333,0.5,dependency
149,d3-timer,0.491083317543772,1,0,0.0,91106,66708216,1270,0.0,0.5,dependency
150,string_decoder,0.4906735667787916,1,1,0.0,1091725,629054166,876,0.0,0.2,seed
151,lodash.isboolean,0.49051533353787585,1,0,0.0,611406,100749756,1265,0.0,0.3333333333333333,dependency
152,https-proxy-agent,0.4902896229538254,1,0,0.0,1575850,419584766,51,0.0,1.0,dependency
153,axobject-query,0.49026057567636183,1,0,0.0,2039445,105732745,507,0.0,0.5,dependency
154,d3-path,0.4900993589713384,1,0,0.0,121167,78365110,1081,0.0,0.5,dependency
155,d3-ease,0.4899871262939942,1,0,0.0,83646,63287929,1270,0.0,0.5,dependency
156,@aws-crypto/sha256-js,0.4898905018904096,18,0,0.0,71832,113546874,196,0.0,0.125,dependency
157,d3-time,0.48978839171113253,1,0,0.0,120212,73299761,1098,0.0,0.5,dependency
158,fontkit,0.4895928123843689,1,0,0.0,22273,13810737,482,0.0,1.0,dependency
159,lodash.includes,0.489465026043158,1,0,0.0,608242,91364688,1265,0.0,0.3333333333333333,dependency
160,lodash.isinteger,0.48934498711400976,1,0,0.0,610304,90127673,1265,0.0,0.3333333333333333,dependency
161,lodash.isnumber,0.4892266995454645,1,0,0.0,615644,88630279,1265,0.0,0.3333333333333333,dependency
162,@aws-crypto/sha256-browser,0.4880938043477635,18,0,0.0,71363,95919776,196,0.0,0.125,dependency
163,mpath,0.48808282786670365,1,0,0.0,668928,14778862,1264,0.0,0.5,dependency
