package,risk_score,in_degree,out_degree,betweenness,clustering,dependents_count,downloads,staleness_days,maintainer_risk,in_degree_norm,out_degree_norm,betweenness_norm,dependents_count_norm,downloads_norm,staleness_norm,clustering_risk_norm,type,rank
@smithy/protocol-http,0.44954027331847474,18,0,0.0,0.0,18142,181031807,24,0.3333333333333333,0.9,0.0,0.0,0.629910660911135,0.7466460753232175,0.44892917131470333,1.0,dependency,416
iconv-lite,0.44950481437918466,1,1,0.0,0.0,2198928,595626184,106,0.3333333333333333,0.05,0.012048192771084338,0.0,0.9380839025698233,0.8705111202210832,0.651708636954434,1.0,seed,105
compression,0.44947239527096183,1,7,0.0,0.0,3408251,107852327,140,0.3333333333333333,0.05,0.08433734939759036,0.0,0.9662344297960023,0.6927803121006987,0.6901921035471693,1.0,dependency,68
semver,0.4494156292780758,6,0,0.0,0.0,1325167,2068597158,58,0.16666666666666666,0.3,0.0,0.0,0.9055522795874108,1.0,0.5686847226460563,1.0,seed,164
on-headers,0.4484714997537258,2,0,0.0,0.0,3651378,128145301,141,0.3333333333333333,0.1,0.0,0.0,0.9706607035043912,0.7107111496618607,0.691177745025009,1.0,dependency,60
sharp,0.4481453330060632,1,3,0.0,0.0,178353,86530297,29,1.0,0.05,0.03614457831325301,0.0,0.776723409600985,0.6698710672862572,0.4743571374300685,1.0,dependency,292
d3-delaunay,0.4477735060748451,1,0,0.0,0.0,24641,23884427,979,0.3333333333333333,0.05,0.0,0.0,0.6495779441336103,0.5359873871757763,0.9605910375590384,1.0,dependency,404
ci-info,0.4474009631237369,1,0,0.0,0.0,3193954,366492812,61,0.5,0.05,0.0,0.0,0.9620629049884403,0.8200021987273942,0.5756018933903966,1.0,dependency,77
@smithy/fetch-http-handler,0.4469653117770303,18,0,0.0,0.0,14661,161203133,24,0.3333333333333333,0.9,0.0,0.0,0.6162265277288185,0.7345805930910901,0.44892917131470333,1.0,dependency,427
@babel/code-frame,0.44625898719986234,2,3,0.00019748526875308571,0.05,943567,305453121,43,0.25,0.1,0.03614457831325301,0.2,0.8837357163334443,0.8010541030020272,0.5277721816193937,0.95,dependency,221
@smithy/util-middleware,0.4460852549478467,18,0,0.0,0.0,14643,148236365,24,0.3333333333333333,0.9,0.0,0.0,0.6161476178631122,0.7258589346649599,0.44892917131470333,1.0,dependency,432
@octokit/rest,0.4460828875020951,1,4,0.0,0.0,169859,43080547,34,1.0,0.05,0.04819277108433735,0.0,0.7735889153418767,0.5973348356989036,0.4958561764479165,1.0,dependency,293
@smithy/util-retry,0.4460152917920795,18,0,0.0,0.0,14603,147491505,24,0.3333333333333333,0.9,0.0,0.0,0.6159719147817733,0.725335006188627,0.44892917131470333,1.0,dependency,434
@smithy/url-parser,0.44601238614025446,18,0,0.0,0.0,14646,147182798,24,0.3333333333333333,0.9,0.0,0.0,0.6161607762407805,0.7251170882113699,0.44892917131470333,1.0,dependency,431
@octokit/plugin-paginate-rest,0.44592247865291634,1,0,0.0,0.0,162625,64221734,35,1.0,0.05,0.0,0.0,0.7707932255931453,0.6388613538451511,0.49978510354543365,1.0,dependency,297
@smithy/node-config-provider,0.4458096361469434,18,0,0.0,0.0,14602,144609853,24,0.3333333333333333,0.9,0.0,0.0,0.6159675160412993,0.7232828484777396,0.44892917131470333,1.0,dependency,435
@smithy/node-http-handler,0.44573581298765036,18,0,0.0,0.0,14684,143091320,24,0.3333333333333333,0.9,0.0,0.0,0.6163272161434252,0.7221849167826832,0.44892917131470333,1.0,dependency,424
inflection,0.4456630177804394,1,0,0.0,0.0,260868,16180058,331,0.5,0.05,0.0,0.0,0.8011494045303083,0.49548251981311175,0.8096287563601164,1.0,dependency,282
dezalgo,0.4456371902889923,1,0,0.0,0.0,551330,55880667,593,0.16666666666666666,0.05,0.0,0.0,0.8492190478164774,0.6243916945793506,0.8907632962964301,1.0,dependency,261
@smithy/middleware-stack,0.44526587020851177,18,0,0.0,0.0,14660,136907989,24,0.3333333333333333,0.9,0.0,0.0,0.6162221463894936,0.7175905587452296,0.44892917131470333,1.0,dependency,429
@octokit/plugin-rest-endpoint-methods,0.4447026239923104,1,0,0.0,0.0,162409,57161220,35,1.0,0.05,0.0,0.0,0.7707078492321022,0.626748183600134,0.49978510354543365,1.0,dependency,298
@smithy/middleware-content-length,0.4445361449553756,18,0,0.0,0.0,14597,127971429,24,0.3333333333333333,0.9,0.0,0.0,0.6159455178196231,0.7105699347837382,0.44892917131470333,1.0,dependency,440
@octokit/core,0.44442348605092763,1,0,0.0,0.0,137082,61790402,35,1.0,0.05,0.0,0.0,0.7598172728585425,0.6348473805598664,0.49978510354543365,1.0,dependency,312
picomatch,0.44431873566676516,0,0,0.0,0.0,1888591,749798072,142,0.25,0.0,0.0,0.0,0.9283109585480989,0.8944523476812887,0.6921564696635761,1.0,seed,133
@smithy/config-resolver,0.4440596134798394,18,0,0.0,0.0,14597,122240372,24,0.3333333333333333,0.9,0.0,0.0,0.6159455178196231,0.7058046200283763,0.44892917131470333,1.0,dependency,438
@smithy/invalid-dependency,0.4437542499329395,18,0,0.0,0.0,14599,118693506,24,0.3333333333333333,0.9,0.0,0.0,0.6159543180123198,0.7027421843666799,0.44892917131470333,1.0,dependency,436
@smithy/hash-node,0.44365665635186785,18,0,0.0,0.0,14598,117589935,24,0.3333333333333333,0.9,0.0,0.0,0.6159499180666701,0.701770648501614,0.44892917131470333,1.0,dependency,437
morgan,0.4433415311833119,1,5,0.0,0.0,986048,31121096,141,0.5,0.05,0.060240963855421686,0.0,0.886564560882668,0.5635135563042698,0.691177745025009,1.0,dependency,216
agentkeepalive,0.44322945800900193,1,0,0.0,0.0,890672,64071964,341,0.25,0.05,0.0,0.0,0.8800298142110516,0.6386185204636909,0.8137675671520825,1.0,dependency,228
@smithy/middleware-serde,0.4411411952333214,18,0,0.0,0.0,14640,147108859,20,0.3333333333333333,0.9,0.0,0.0,0.6161344567895156,0.7250648264167043,0.42461250740300316,1.0,dependency,433
@types/sinonjs__fake-timers,0.440951423534401,1,0,0.0,0.0,101578,42964808,38,1.0,0.05,0.0,0.0,0.7405622455207377,0.597055039868916,0.5109484749771779,1.0,dependency,331
type-is,0.4409443850258219,3,0,0.0,0.16666666666666666,1827489,226974466,253,0.2,0.15,0.0,0.0,0.9261983230637647,0.7701685857756496,0.7722792114501428,0.8333333333333334,dependency,137
glob,0.4399927903032629,0,3,0.0,0.16666666666666666,2105034,1018538143,10,1.0,0.0,0.03614457831325301,0.0,0.9352807069098645,0.9263114618785042,0.3344289112988366,0.8333333333333334,seed,114
caseless,0.4393973186314628,1,0,0.0,0.0,8221,86242287,578,0.3333333333333333,0.05,0.0,0.0,0.579068912405791,0.6695243130092347,0.8871961532893075,1.0,dependency,467
serve-static,0.43908745478956196,1,4,0.0,0.3,4975561,166108478,252,0.3333333333333333,0.05,0.04819277108433735,0.0,0.9905377804076907,0.7376982574032118,0.7717290423396961,0.7,seed,12
helmet,0.438742545498773,1,0,0.0,0.0,128887,24015433,262,0.5,0.05,0.0,0.0,0.7558575257387362,0.5365563012764519,0.7771354436159005,1.0,dependency,319
@sendgrid/mail,0.4382981196247224,1,2,0.0,0.0,24095,10006789,77,1.0,0.05,0.024096385542168676,0.0,0.6481386206935248,0.44550596973661755,0.6076201101374564,1.0,dependency,405
lru-cache,0.43805731341981113,2,0,0.0,0.0,1198118,1081667393,4,1.0,0.1,0.0,0.0,0.8990780618727903,0.932565901010617,0.22446458565735167,1.0,seed,180
parse5,0.4375492000696594,1,0,0.0,0.0,3044435,263140788,148,0.2,0.05,0.0,0.0,0.9589831067781109,0.785546057991925,0.6978888253706859,1.0,dependency,78
type-fest,0.43747077032006343,1,1,1.795320625028052e-05,0.0,3278996,1014111247,3,1.0,0.05,0.012048192771084338,0.018181818181818184,0.9637509007744143,0.925858432650385,0.19334327032055706,1.0,seed,73
statuses,0.4373312842517627,4,0,0.0,0.3333333333333333,5106018,391070610,181,0.25,0.2,0.0,0.0,0.992200344036789,0.8267531520718936,0.725790784315583,0.6666666666666667,seed,7
farmhash-modern,0.43732621755379153,1,0,0.0,0.0,0,8508552,890,1.0,0.05,0.0,0.0,0.0,0.42863702004073534,0.9473125777485898,1.0,dependency,554
path-scurry,0.43691672685793315,1,2,0.0,0.16666666666666666,88759,303454090,27,1.0,0.05,0.024096385542168676,0.0,0.7318966269147651,0.8003712005668204,0.46473486111112194,0.8333333333333334,dependency,336
@sendgrid/client,0.43635722728839244,1,0,0.0,0.0,22647,10876559,77,1.0,0.05,0.0,0.0,0.6441575769377004,0.45417447567131114,0.6076201101374564,1.0,dependency,407
bcryptjs,0.43620078533172935,1,0,0.0,0.0,301987,21730229,32,1.0,0.05,0.0,0.0,0.810551705529017,0.5261564919657259,0.4876498279112749,1.0,dependency,274
systeminformation,0.4303428345566901,1,0,0.0,0.0,15997,13995388,61,1.0,0.05,0.0,0.0,0.6218282902892417,0.4803962684968655,0.5756018933903966,1.0,dependency,422
fs-extra,0.4302654192304797,1,0,0.0,0.0,3606808,509856697,52,0.3333333333333333,0.05,0.0,0.0,0.9698717795012749,0.8543398856612735,0.5537274364106304,1.0,dependency,61
winston-transport,0.4300627230348552,1,0,0.0,0.0,135581,65839170,390,0.2,0.05,0.0,0.0,0.75911002608517,0.6414483239553812,0.8324418475614077,1.0,dependency,314
sax,0.4294345482573375,2,0,0.0,0.5,4312111,196437052,30,1.0,0.1,0.0,0.0,0.9813447888928739,0.7551401772202645,0.47893025823011803,0.5,seed,39
logform,0.42674223728379107,1,0,0.0,0.0,137657,65693501,390,0.16666666666666666,0.05,0.0,0.0,0.7600861539695509,0.64121795584431,0.8324418475614077,1.0,dependency,311
ms,0.4256879745670468,4,0,0.0,0.08333333333333333,2318159,1277217112,87,0.01818181818181818,0.2,0.0,0.0,0.941475831315118,0.9498496141293389,0.6244438167796723,0.9166666666666666,seed,101
cheerio,0.4254811850591428,1,11,0.0,0.0,557077,55778270,52,0.5,0.05,0.13253012048192772,0.0,0.8498851798751497,0.6242009366723481,0.5537274364106304,1.0,dependency,260
get-east-asian-width,0.42498956179050473,2,0,0.0,0.0,39,84363322,86,1.0,0.1,0.0,0.0,0.23696257342903662,0.6672332784980551,0.6228498829889778,1.0,dependency,531
formidable,0.42421061649839026,1,3,0.0,0.0,525124,63205066,206,0.2,0.05,0.03614457831325301,0.0,0.8460907682153465,0.6372017047386449,0.743741964265736,1.0,dependency,263
encoding-sniffer,0.42384842167169356,1,0,0.0,0.0,27,21683792,179,1.0,0.05,0.0,0.0,0.2140508427409758,0.5259339955703888,0.7242496892027853,1.0,dependency,533
minimist,0.4235284519379565,1,0,0.0,0.0,2004702,383420314,52,0.3333333333333333,0.05,0.0,0.0,0.9321436172860639,0.8246983749512524,0.5537274364106304,1.0,dependency,127
aws-sdk,0.4230695868651382,1,10,0.0,0.03636363636363636,181897,40126569,252,0.2,0.05,0.12048192771084337,0.0,0.7779873209486896,0.5899469864909073,0.7717290423396961,0.9636363636363636,dependency,291
p-queue,0.4228250934462957,1,0,0.0,0.0,125243,52554354,17,1.0,0.05,0.0,0.0,0.7540152099624218,0.6180087877302247,0.4031134683851551,1.0,dependency,321
path-to-regexp,0.42277100192849154,0,0,0.0,0.0,4298330,395979823,93,0.16666666666666666,0.0,0.0,0.0,0.9811391662687412,0.8280506409249203,0.6336428220950096,1.0,seed,40
basic-auth,0.4224221175054724,1,0,0.0,0.0,788900,36376164,205,0.25,0.05,0.0,0.0,0.8722355194493213,0.5797413952480024,0.7430665746231447,1.0,dependency,233
router,0.42188054123254376,1,0,0.0,0.0,40231,54711084,253,0.3333333333333333,0.05,0.0,0.0,0.6810675924365532,0.6221917426676108,0.7722792114501428,1.0,dependency,394
human-interval,0.42094221973507706,1,0,0.0,0.0,1805,894602,1265,0.5,0.05,0.0,0.0,0.48170494375753736,0.19436884169301116,0.9963038355797403,1.0,dependency,507
@jest/types,0.4206839380710143,1,0,0.0,0.0,2802343,431360755,68,0.2,0.05,0.0,0.0,0.9536604635901313,0.8369516366282302,0.5905210476532978,1.0,dependency,82
source-map,0.4193213787342237,0,0,0.0,0.0,1103771,903956053,129,0.045454545454545456,0.0,0.0,0.0,0.8938093797171812,0.9138990714825386,0.6788637791823697,1.0,seed,187
eslint-visitor-keys,0.4181966486981956,0,0,0.0,0.0,1431349,603771380,25,0.5,0.0,0.0,0.0,0.9105035916711396,0.8719237675200394,0.4543991935250181,1.0,seed,160
luxon,0.4180403111676466,1,0,0.0,0.0,78053,74811403,91,0.5,0.05,0.0,0.0,0.7236399102317256,0.6547356579811671,0.6306434013614165,1.0,dependency,342
@babel/runtime,0.41742534722073577,2,0,0.0,0.0,4021755,319502466,43,0.25,0.1,0.0,0.0,0.9768668795802319,0.8057311182772268,0.5277721816193937,1.0,dependency,57
kareem,0.4174175134243261,1,0,0.0,0.0,665116,12987152,16,1.0,0.05,0.0,0.0,0.861271683835945,0.47262001736621884,0.3951417165205483,1.0,dependency,248
pg-connection-string,0.41707701937454134,1,0,0.0,0.0,295107,65806000,170,0.25,0.05,0.0,0.0,0.8090713065146347,0.6413959121360592,0.7170959319918041,1.0,dependency,277
@types/validator,0.4168300314836515,1,0,0.0,0.0,88394,36621835,17,1.0,0.05,0.0,0.0,0.731631926053426,0.5804414520127784,0.4031134683851551,1.0,dependency,337
dotenv,0.4167702845705311,1,0,0.0,0.0,1228719,326725093,66,0.25,0.05,0.0,0.0,0.9006981288212771,0.808056083633636,0.5864187610696431,1.0,dependency,179
@aws-sdk/middleware-user-agent,0.41562902312302474,18,0,0.0,0.0,71275,171966748,2,0.5,0.9,0.0,0.0,0.7178045415519329,0.7413031157126974,0.1532209166124383,1.0,dependency,356
@aws-sdk/util-user-agent-node,0.4155522134291796,18,0,0.0,0.0,71337,170609787,2,0.5,0.9,0.0,0.0,0.7178603943385203,0.7404791659876582,0.1532209166124383,1.0,dependency,353
@aws-sdk/credential-provider-node,0.41529264620936646,18,0,0.0,0.0,71358,166374336,2,0.5,0.9,0.0,0.0,0.7178793012131708,0.7378645869148764,0.1532209166124383,1.0,dependency,352
browserslist,0.4151529529749479,1,0,0.0,0.0,4076082,357295797,2,1.0,0.05,0.0,0.0,0.977728802424016,0.8173588941005867,0.1532209166124383,1.0,dependency,54
process,0.4140382156197391,2,0,0.0,0.0,951523,150832314,52,0.3333333333333333,0.1,0.0,0.0,0.8842750807824385,0.7276645482727033,0.5537274364106304,1.0,dependency,220
request,0.41398200844167254,1,20,0.0,0.002380952380952381,847768,59439287,52,0.25,0.05,0.24096385542168675,0.0,0.8768584869208904,0.6308127105227284,0.5537274364106304,0.9976190476190476,dependency,229
@babel/helper-compilation-targets,0.41307069129770113,1,5,0.0,0.0,2425898,260298306,43,0.25,0.05,0.060240963855421686,0.0,0.9443940163690203,0.7844164584026708,0.5277721816193937,1.0,dependency,94
parse5-htmlparser2-tree-adapter,0.41280977014030534,1,0,0.0,0.0,650835,63238960,148,0.2,0.05,0.0,0.0,0.8598774019654021,0.6372574635110938,0.6978888253706859,1.0,dependency,249
jest,0.41261507347845916,1,4,0.0,0.0,2134838,147792241,68,0.2,0.05,0.04819277108433735,0.0,0.9361838239725488,0.7255468592359237,0.5905210476532978,1.0,dependency,110
@isaacs/brace-expansion,0.41221463198809016,1,1,0.0,0.0,0,52482870,175,1.0,0.05,0.012048192771084338,0.0,0.0,0.6178672232299164,0.7211154519399506,1.0,dependency,551
@babel/helper-validator-identifier,0.41154653507749694,3,0,0.0,0.0,579219,371526317,43,0.25,0.15,0.0,0.0,0.8523889524111615,0.8214209240139088,0.5277721816193937,1.0,dependency,258
@isaacs/balanced-match,0.4111392810579676,1,0,0.0,0.0,0,53140268,175,1.0,0.05,0.0,0.0,0.0,0.6191619066997747,0.7211154519399506,1.0,dependency,556
@babel/helper-module-imports,0.41064342249775276,1,0,0.0,0.0,3498086,293417520,43,0.25,0.05,0.0,0.0,0.967905664577974,0.7968730860496547,0.5277721816193937,1.0,dependency,64
sequelize-pool,0.41049656340798346,1,0,0.0,0.0,141401,8514522,252,0.3333333333333333,0.05,0.0,0.0,0.7618099250882017,0.4287099699912529,0.7717290423396961,1.0,dependency,308
googleapis-common,0.4104898893467198,1,0,0.0,0.0,25649,22149763,22,1.0,0.05,0.0,0.0,0.6521532871386331,0.5281453442468456,0.43730013104085946,1.0,dependency,403
multer,0.40875583578933866,1,7,0.0,0.0,323227,33367495,141,0.2,0.05,0.08433734939759036,0.0,0.8149179382246259,0.5707623950359668,0.691177745025009,1.0,dependency,272
color-name,0.4080279858448718,1,0,0.0,0.0,1252925,966612628,23,0.3333333333333333,0.05,0.0,0.0,0.9019513053774586,0.9208692545637239,0.4432358220932739,1.0,seed,173
@jridgewell/remapping,0.40781182264945104,1,0,0.0,0.0,0,118046572,115,1.0,0.05,0.0,0.0,0.0,0.7021737531003172,0.6629722366970965,1.0,dependency,550
@babel/compat-data,0.4077868795358218,1,0,0.0,0.0,2427088,279416211,43,0.25,0.05,0.0,0.0,0.9444255194509374,0.791787801557382,0.5277721816193937,1.0,dependency,93
@jest/core,0.40777264661667795,1,0,0.0,0.0,2595866,130688603,68,0.2,0.05,0.0,0.0,0.9487440428678595,0.7127551428071388,0.5905210476532978,1.0,dependency,87
@babel/helper-validator-option,0.40771135160009453,1,0,0.0,0.0,2596458,266074917,43,0.25,0.05,0.0,0.0,0.9487586907570736,0.7866993508939726,0.5277721816193937,1.0,dependency,86
jest-cli,0.40725172931482617,1,0,0.0,0.0,2060983,143343187,68,0.2,0.05,0.0,0.0,0.9339221870182539,0.7223678256382258,0.5905210476532978,1.0,dependency,121
@babel/helper-annotate-as-pure,0.4070182263548888,1,1,0.0,0.0,3198809,194890549,43,0.25,0.05,0.012048192771084338,0.0,0.9621604748901841,0.754318121537722,0.5277721816193937,1.0,dependency,76
@babel/helper-member-expression-to-functions,0.4044954796286362,1,0,0.0,0.0,3285157,168893893,43,0.25,0.05,0.0,0.0,0.9638714842503345,0.739427837686129,0.5277721816193937,1.0,dependency,72
nodemailer,0.40422005496556346,1,0,0.0,0.0,214737,30459655,9,1.0,0.05,0.0,0.0,0.7886489032870282,0.5612792047333451,0.32113622081763027,1.0,dependency,287
@babel/helper-optimise-call-expression,0.4034860808317752,1,0,0.0,0.0,3288913,153164577,43,0.25,0.05,0.0,0.0,0.9639448860088256,0.7292604479590272,0.5277721816193937,1.0,dependency,71
url,0.4028361625781738,1,0,0.0,0.0,895914,86232351,52,0.3333333333333333,0.05,0.0,0.0,0.8804067688914868,0.669512329748002,0.5537274364106304,1.0,dependency,227
commander,0.40191813136687105,1,0,0.0,0.0,1082389,969616053,26,0.25,0.05,0.0,0.0,0.8925527853090385,0.921191917573931,0.4596627498373149,1.0,seed,198
@babel/plugin-transform-modules-commonjs,0.40189317220114273,0,2,0.0,0.0,4291106,143041566,43,0.25,0.0,0.024096385542168676,0.0,0.9810311153708162,0.7221487467485436,0.5277721816193937,1.0,seed,41
@babel/template,0.40185344989753935,2,3,0.0,0.2,4582774,318729236,43,0.25,0.1,0.03614457831325301,0.0,0.9852553388767737,0.8054791074354685,0.5277721816193937,0.8,seed,25
@babel/plugin-transform-destructuring,0.4016273502719757,0,2,0.0,0.0,4270320,139850779,43,0.25,0.0,0.024096385542168676,0.0,0.9807191970692435,0.7198024457584461,0.5277721816193937,1.0,seed,43
magic-string,0.4013367334635015,1,0,0.0,0.0,972985,281110556,42,0.25,0.05,0.0,0.0,0.8857078733269232,0.7924165768977011,0.5245658866496394,1.0,dependency,218
@babel/plugin-transform-spread,0.40079866734529535,0,2,0.0,0.0,4263601,129265980,43,0.25,0.0,0.024096385542168676,0.0,0.9806180458083806,0.7116167677525053,0.5277721816193937,1.0,seed,49
range-parser,0.4005264397335401,2,0,0.0,0.5,1777583,203082384,205,0.25,0.1,0.0,0.0,0.9244197094472955,0.7586004275307039,0.7430665746231447,0.5,dependency,141
@babel/plugin-transform-for-of,0.40028051995887504,0,2,0.0,0.0,4267128,122921074,43,0.25,0.0,0.024096385542168676,0.0,0.980671162929245,0.7063821767674381,0.5277721816193937,1.0,seed,44
@babel/plugin-transform-block-scoping,0.40025434547805017,0,1,0.0,0.0,4264524,137722957,43,0.25,0.0,0.012048192771084338,0.0,0.980631950563134,0.7182078370963848,0.5277721816193937,1.0,seed,46
@babel/helper-string-parser,0.40025330612529353,1,0,0.0,0.0,733858,283475594,43,0.25,0.05,0.0,0.0,0.8675896469700408,0.7932879399329953,0.5277721816193937,1.0,dependency,235
@babel/plugin-transform-computed-properties,0.4001924549651239,0,2,0.0,0.0,4263199,121954025,43,0.25,0.0,0.024096385542168676,0.0,0.9806119888419758,0.7055607009171959,0.5277721816193937,1.0,seed,50
@babel/plugin-transform-parameters,0.40014448169534167,0,1,0.0,0.0,4270525,136157512,43,0.25,0.0,0.012048192771084338,0.0,0.9807222807414677,0.7170188690909659,0.5277721816193937,1.0,seed,42
@babel/plugin-transform-template-literals,0.399608171609511,0,1,0.0,0.0,4263671,129442813,43,0.25,0.0,0.012048192771084338,0.0,0.9806191004456433,0.7117589485284848,0.5277721816193937,1.0,seed,48
axios,0.3995270529133975,3,3,3.590641250056104e-05,0.1,453457,319597392,30,0.25,0.15,0.03614457831325301,0.03636363636363637,0.8366650360388476,0.8057620144832542,0.47893025823011803,0.9,dependency,267
@babel/helper-replace-supers,0.3994650477356312,1,3,0.0,0.08333333333333333,3331023,162511969,43,0.25,0.05,0.03614457831325301,0.0,0.9647621313754469,0.7354216266510463,0.5277721816193937,0.9166666666666666,dependency,70
@babel/plugin-transform-classes,0.39914825745982074,0,6,0.0,0.06666666666666667,4263709,131735450,43,0.25,0.0,0.07228915662650602,0.0,0.9806196729557634,0.7135849373327068,0.5277721816193937,0.9333333333333333,seed,47
@babel/plugin-transform-arrow-functions,0.39904703610427394,0,1,0.0,0.0,4264832,122623519,43,0.25,0.0,0.012048192771084338,0.0,0.9806365898332895,0.706130104088467,0.5277721816193937,1.0,seed,45
globals,0.39838496633778797,0,0,0.0,0.0,1094003,552998421,34,0.25,0.0,0.0,0.0,0.8932383741087944,0.8627878252621413,0.4958561764479165,1.0,seed,190
amqplib,0.39746139022339466,1,2,0.0,0.0,49604,8230986,101,0.5,0.05,0.024096385542168676,0.0,0.694520680372171,0.4251875589923359,0.645034268293265,1.0,dependency,385
undici,0.3966512014060313,1,0,0.0,0.0,98048,112506668,63,0.3333333333333333,0.05,0.0,0.0,0.7382902168296186,0.697174520986364,0.5800298109616712,1.0,dependency,333
readdirp,0.3945388543005497,0,0,0.0,0.0,4905460,376301036,9,0.5,0.0,0.0,0.0,0.9896263051598649,0.8227490554696301,0.32113622081763027,1.0,seed,17
@smithy/util-waiter,0.3942056118683332,10,0,0.0,0.0,5919,82763158,24,0.3333333333333333,0.5,0.0,0.0,0.5579685306829973,0.6652415910499403,0.44892917131470333,1.0,dependency,481
@smithy/util-endpoints,0.39185785031888415,18,0,0.0,0.0,4,111615099,24,0.3333333333333333,0.9,0.0,0.0,0.10338547362379101,0.6963470326146561,0.44892917131470333,1.0,dependency,538
winston,0.39176959633478114,1,11,0.0,0.0,285703,71988818,65,0.125,0.05,0.13253012048192772,0.0,0.806990985843647,0.6507356345828327,0.5843214630715534,1.0,dependency,280
csv-parser,0.38928985311883146,1,0,0.0,0.0,9510,7698408,309,0.25,0.05,0.0,0.0,0.588424103214113,0.41823035876759324,0.8000664790477483,1.0,dependency,454
lodash,0.3892695116884899,6,0,0.0,0.16666666666666666,1936033,350430732,11,0.3333333333333333,0.3,0.0,0.0,0.9299046769310441,0.8153410784335428,0.3465641869329954,0.8333333333333334,dependency,130
@aws-sdk/region-config-resolver,0.38792634644446256,18,0,0.0,0.0,0,133732309,15,0.5,0.9,0.0,0.0,0.0,0.7151496424216569,0.38668654064111413,1.0,dependency,546
moment-timezone,0.38555834461294275,3,1,0.0,0.3333333333333333,318273,51120906,194,0.14285714285714285,0.15,0.012048192771084338,0.0,0.8139257777747142,0.6151325606637752,0.7354130606345296,0.6666666666666667,dependency,273
content-disposition,0.38427568488723074,1,0,0.0,0.0,4222637,227525804,17,0.25,0.05,0.0,0.0,0.9799978830102092,0.7704209179806766,0.4031134683851551,1.0,dependency,51
@babel/parser,0.3839136133137019,3,1,0.0,0.4166666666666667,3782849,400249874,43,0.25,0.15,0.012048192771084338,0.0,0.9729329456022361,0.8291661870804669,0.5277721816193937,0.5833333333333333,dependency,58
mime-types,0.3816582694518621,3,1,0.0,0.08333333333333333,2092391,463456129,15,0.2,0.15,0.012048192771084338,0.0,0.9348937313035425,0.8444158373099138,0.38668654064111413,0.9166666666666666,dependency,117
http-errors,0.38108573604121754,3,5,0.0,0.08928571428571429,1084122,319604855,14,0.25,0.15,0.060240963855421686,0.0,0.8926555520646384,0.8057644431271376,0.37768550226979,0.9107142857142857,dependency,197
tagged-tag,0.37814602313112977,1,0,0.0,0.0,0,1422856,207,1.0,0.05,0.0,0.0,0.0,0.24263203329959,0.7444140990058536,1.0,dependency,560
@aws-crypto/sha1-browser,0.37806807542162635,1,0,0.0,0.0,4980,44770859,196,0.125,0.05,0.0,0.0,0.5468744287062702,0.6013376038872489,0.736836212663224,1.0,dependency,489
cacheable-request,0.37651345873470293,1,0,0.0,0.0,1073088,96155059,18,0.3333333333333333,0.05,0.0,0.0,0.8919984100582385,0.6808403254339477,0.41065409876692743,1.0,dependency,205
@smithy/smithy-client,0.3760920136421688,18,0,0.0,0.0,14665,154770340,1,0.3333333333333333,0.9,0.0,0.0,0.6162440500984003,0.7303451616817431,0.09667163516027853,1.0,dependency,426
execa,0.37576710892061493,1,0,0.0,0.0,932013,420102007,5,0.5,0.05,0.0,0.0,0.8829442779836139,0.8342009669363615,0.24989255177271683,1.0,dependency,223
cookie,0.3753104548784539,1,0,0.0,0.0,2444047,382176462,8,0.3333333333333333,0.05,0.0,0.0,0.9448728071353544,0.824360420878443,0.3064418332248766,1.0,dependency,91
unicorn-magic,0.37480229025610456,1,0,0.0,0.0,16,84013205,20,1.0,0.05,0.0,0.0,0.18199714396530983,0.6668007437897286,0.42461250740300316,1.0,dependency,534
@img/colour,0.3747987007232868,1,0,0.0,0.0,0,10680979,86,1.0,0.05,0.0,0.0,0.0,0.45228724125491276,0.6228498829889778,1.0,dependency,557
@smithy/middleware-retry,0.3745680895995557,18,0,0.0,0.0,14597,134060350,1,0.3333333333333333,0.9,0.0,0.0,0.6159455178196231,0.7154044535343884,0.09667163516027853,1.0,dependency,441
@smithy/util-defaults-mode-node,0.3744691580428945,18,0,0.0,0.0,14597,132791201,1,0.3333333333333333,0.9,0.0,0.0,0.6159455178196231,0.7144151379677766,0.09667163516027853,1.0,dependency,442
@smithy/util-defaults-mode-browser,0.37432641407303135,18,0,0.0,0.0,14597,130981147,1,0.3333333333333333,0.9,0.0,0.0,0.6159455178196231,0.7129876982691453,0.09667163516027853,1.0,dependency,444
fast-uri,0.37266467190315566,1,0,0.0,0.0,8302,154382362,102,0.09090909090909091,0.05,0.0,0.0,0.5796986539122817,0.7300841121194682,0.6463949394628662,1.0,dependency,466
@slack/logger,0.37243009000423777,1,0,0.0,0.0,5694,16751582,254,0.09090909090909091,0.05,0.0,0.0,0.5554794846628673,0.4990929037247594,0.7728272187903382,1.0,dependency,484
form-data,0.3722776745094367,3,0,0.0,0.16666666666666666,1722210,463892837,18,0.16666666666666666,0.15,0.0,0.0,0.9223868517450101,0.8445137945809346,0.41065409876692743,0.8333333333333334,dependency,147
@aws-sdk/client-s3,0.37185729074472496,1,55,0.0,0.0,9695,53097486,2,0.5,0.05,0.6626506024096386,0.0,0.5896615909761995,0.6190781400957935,0.1532209166124383,1.0,dependency,453
