package,risk_score
@smithy/invalid-dependency,0.4437542499329395
@smithy/hash-node,0.44365665635186785
morgan,0.4433415311833119
agentkeepalive,0.44322945800900193
@smithy/middleware-serde,0.4411411952333214
@types/sinonjs__fake-timers,0.440951423534401
type-is,0.4409443850258219
glob,0.4399927903032629
caseless,0.4393973186314628
serve-static,0.43908745478956196
helmet,0.438742545498773
@sendgrid/mail,0.4382981196247224
lru-cache,0.43805731341981113
parse5,0.4375492000696594
type-fest,0.43747077032006343
statuses,0.4373312842517627
farmhash-modern,0.43732621755379153
path-scurry,0.43691672685793315
@sendgrid/client,0.43635722728839244
bcryptjs,0.43620078533172935
systeminformation,0.4303428345566901
fs-extra,0.4302654192304797
winston-transport,0.4300627230348552
sax,0.4294345482573375
logform,0.42674223728379107
ms,0.4256879745670468
cheerio,0.4254811850591428
get-east-asian-width,0.42498956179050473
formidable,0.42421061649839026
encoding-sniffer,0.42384842167169356
minimist,0.4235284519379565
aws-sdk,0.4230695868651382
p-queue,0.4228250934462957
path-to-regexp,0.42277100192849154
basic-auth,0.4224221175054724
router,0.42188054123254376
human-interval,0.42094221973507706
@jest/types,0.4206839380710143
source-map,0.4193213787342237
eslint-visitor-keys,0.4181966486981956
luxon,0.4180403111676466
@babel/runtime,0.41742534722073577
kareem,0.4174175134243261
pg-connection-string,0.41707701937454134
@types/validator,0.4168300314836515
dotenv,0.4167702845705311
@aws-sdk/middleware-user-agent,0.41562902312302474
@aws-sdk/util-user-agent-node,0.4155522134291796
@aws-sdk/credential-provider-node,0.41529264620936646
browserslist,0.4151529529749479
process,0.4140382156197391
request,0.41398200844167254
@babel/helper-compilation-targets,0.41307069129770113
parse5-htmlparser2-tree-adapter,0.41280977014030534
jest,0.41261507347845916
@isaacs/brace-expansion,0.41221463198809016
@babel/helper-validator-identifier,0.41154653507749694
@isaacs/balanced-match,0.4111392810579676
@babel/helper-module-imports,0.41064342249775276
sequelize-pool,0.41049656340798346
googleapis-common,0.4104898893467198
multer,0.40875583578933866
color-name,0.4080279858448718
@jridgewell/remapping,0.40781182264945104
@babel/compat-data,0.4077868795358218
@jest/core,0.40777264661667795
@babel/helper-validator-option,0.40771135160009453
jest-cli,0.40725172931482617
@babel/helper-annotate-as-pure,0.4070182263548888
@babel/helper-member-expression-to-functions,0.4044954796286362
nodemailer,0.40422005496556346
@babel/helper-optimise-call-expression,0.4034860808317752
url,0.4028361625781738
commander,0.40191813136687105
@babel/plugin-transform-modules-commonjs,0.40189317220114273
@babel/template,0.40185344989753935
@babel/plugin-transform-destructuring,0.4016273502719757
magic-string,0.4013367334635015
@babel/plugin-transform-spread,0.40079866734529535
range-parser,0.4005264397335401
@babel/plugin-transform-for-of,0.40028051995887504
@babel/plugin-transform-block-scoping,0.40025434547805017
@babel/helper-string-parser,0.40025330612529353
@babel/plugin-transform-computed-properties,0.4001924549651239
@babel/plugin-transform-parameters,0.40014448169534167
@babel/plugin-transform-template-literals,0.399608171609511
axios,0.3995270529133975
@babel/helper-replace-supers,0.3994650477356312
@babel/plugin-transform-classes,0.39914825745982074
@babel/plugin-transform-arrow-functions,0.39904703610427394
globals,0.39838496633778797
amqplib,0.39746139022339466
undici,0.3966512014060313
readdirp,0.3945388543005497
@smithy/util-waiter,0.3942056118683332
@smithy/util-endpoints,0.39185785031888415
winston,0.39176959633478114
csv-parser,0.38928985311883146
lodash,0.3892695116884899
@aws-sdk/region-config-resolver,0.38792634644446256
moment-timezone,0.38555834461294275
content-disposition,0.38427568488723074
@babel/parser,0.3839136133137019
mime-types,0.3816582694518621
http-errors,0.38108573604121754
tagged-tag,0.37814602313112977
@aws-crypto/sha1-browser,0.37806807542162635
cacheable-request,0.37651345873470293
@smithy/smithy-client,0.3760920136421688
execa,0.37576710892061493
cookie,0.3753104548784539
unicorn-magic,0.37480229025610456
@img/colour,0.3747987007232868
@smithy/middleware-retry,0.3745680895995557
@smithy/util-defaults-mode-node,0.3744691580428945
@smithy/util-defaults-mode-browser,0.37432641407303135
fast-uri,0.37266467190315566
@slack/logger,0.37243009000423777
form-data,0.3722776745094367
@aws-sdk/client-s3,0.37185729074472496
@smithy/middleware-endpoint,0.3714768438711515
@smithy/util-stream,0.37101517194304623
mquery,0.36904955598504763
chart.js,0.36820635452681777
raw-body,0.36780492107761886
leaflet,0.3669598829953445
cypress,0.3658935475538041
pdfkit,0.36535460311980517
express,0.3622606539682256
undici-types,0.3621146720659143
@fastify/busboy,0.3614922651448805
body-parser,0.36078729415795785
devalue,0.3596092847903738
@aws-sdk/middleware-bucket-endpoint,0.3574958472859644
firebase-admin,0.3547856606596915
moment,0.35299312263598126
validator,0.3529339729485387
chromium-bidi,0.35289423478672866
finalhandler,0.3526064262806161
@aws-sdk/middleware-ssec,0.3524935917197729
@aws-sdk/middleware-expect-continue,0.3522941131510682
node-schedule,0.351358510904836
@aws-sdk/middleware-location-constraint,0.3512599475478355
@aws-sdk/core,0.35112881382790473
sequelize,0.3507719846558017
agenda,0.34926074047412053
@azure/abort-controller,0.3487371479836284
which,0.3477851368225476
three,0.3474536899978192
twilio,0.34674739545537936
googleapis,0.34516106728149754
@smithy/eventstream-serde-config-resolver,0.34430109686023036
@smithy/eventstream-serde-browser,0.344213671390775
@redis/client,0.3440528101583056
@smithy/eventstream-serde-node,0.3438974945216732
@paralleldrive/cuid2,0.34345623029099026
@redis/search,0.3431761016606012
@redis/time-series,0.3431619916840981
@smithy/md5-js,0.34297599252794786
@redis/json,0.3428215802470367
@redis/bloom,0.34197649733691105
highcharts,0.3415453315194442
keyv,0.34113887280068966
redis,0.34106006972828024
parse5-parser-stream,0.337750796248987
@azure/logger,0.33760053528424183
@azure/core-paging,0.3363962608138076
@smithy/hash-stream-node,0.33584533937617933
byte-counter,0.33577668629955926
@smithy/hash-blob-browser,0.3356628093722197
@aws-sdk/client-dynamodb,0.33502403042709794
@azure/core-auth,0.33341994798431385
node-forge,0.3334151037017399
http-signature,0.33317185557875956
@azure/core-client,0.33202736252003284
@aws-sdk/client-iam,0.3293382097855506
devtools-protocol,0.329234547748075
@aws-sdk/client-sqs,0.32818458526922933
@aws-sdk/middleware-endpoint-discovery,0.3278942570859388
stripe,0.32593798761284387
zimmerframe,0.3251467373343556
jsonwebtoken,0.32490928847746614
@aws-sdk/client-ses,0.32400503180703755
puppeteer,0.32308719866559177
i18next,0.3228430949368306
@aws-sdk/client-secrets-manager,0.3227660080457406
@azure/core-http-compat,0.3227234992996325
@aws-sdk/middleware-sdk-sqs,0.32127581814144224
react,0.3196543010572487
react-dom,0.3194524933544589
scheduler,0.3187743516539988
@smithy/core,0.3171951648134538
@aws-sdk/client-sns,0.3161239276819787
@aws-sdk/client-ec2,0.3158684335151116
@aws-sdk/client-cloudformation,0.31451946053370694
@microsoft/microsoft-graph-client,0.3138348566860818
ioredis,0.31322974963108086
puppeteer-core,0.31257960290340847
@aws-sdk/middleware-sdk-ec2,0.31209786604631995
jwks-rsa,0.3074641494455301
@aws-sdk/middleware-sdk-s3,0.3070323364283686
elasticsearch,0.3063654983514898
@aws-sdk/client-lambda,0.3062160924556544
cron,0.3060874815044885
jws,0.30550300768925054
@aws-sdk/client-cloudwatch,0.3052963172113341
@aws-sdk/client-cloudfront,0.30479844094628084
@aws-sdk/client-kms,0.3045312946179286
@aws-sdk/client-rds,0.3041877117753534
@aws-sdk/signature-v4-multi-region,0.30221033822836174
@aws-sdk/middleware-flexible-checksums,0.3007297200779744
@azure/core-util,0.2986185546235456
@aws-sdk/middleware-sdk-rds,0.297640999085788
@puppeteer/browsers,0.29567482838516657
@slack/web-api,0.2953222991165788
@slack/types,0.2948296848262073
mongodb,0.29249438253038756
paypal-rest-sdk,0.2880214134012087
express-validator,0.2864089331930486
svelte,0.2859573593198219
@azure/core-tracing,0.276950231977004
mongoose,0.2719492474370962
@azure/core-lro,0.2697092927116233
@azure/core-rest-pipeline,0.2691906619994191
@aws-sdk/client-s3-control,0.26458626702070165
@aws-sdk/middleware-sdk-s3-control,0.26261964365745327
@babel/helper-globals,0.25993376962805614
@firebase/database-types,0.2584798721536713
@azure/core-xml,0.2577202198447096
@firebase/database-compat,0.2567856999838206
@aws-sdk/client-cloudtrail,0.2556188181823954
playwright-core,0.2524749180473773
@azure/storage-blob,0.24913199146854118
playwright,0.24897509198232082
@smithy/middleware-apply-body-checksum,0.24579395870685006
@aws-sdk/client-cloudsearch,0.23818175323605606
esrap,0.23462510517506316
@aws-sdk/client-cloudhsm,0.23326072680187473
@sveltejs/acorn-typescript,0.21475037973917852
@azure/storage-common,0.1915306495031425
@smithy/middleware-compression,0.19076900127263605
@aws-sdk/dynamodb-codec,0.19048475287966965
