source,target
@smithy/signature-v4,tslib
@babel/plugin-transform-for-of,@babel/helper-plugin-utils
@babel/plugin-transform-for-of,@babel/helper-skip-transparent-expression-wrappers
@eslint/plugin-kit,@eslint/core
@eslint/plugin-kit,levn
@babel/plugin-transform-arrow-functions,@babel/helper-plugin-utils
socks,ip-address
socks,smart-buffer
@types/jest,expect
@types/jest,pretty-format
@types/ws,@types/node
@opentelemetry/instrumentation,@opentelemetry/api-logs
@opentelemetry/instrumentation,import-in-the-middle
@opentelemetry/instrumentation,require-in-the-middle
jws,jwa
jws,safe-buffer
@webassemblyjs/wasm-gen,@webassemblyjs/ast
@webassemblyjs/wasm-gen,@webassemblyjs/helper-wasm-bytecode
@webassemblyjs/wasm-gen,@webassemblyjs/ieee754
@webassemblyjs/wasm-gen,@webassemblyjs/leb128
@webassemblyjs/wasm-gen,@webassemblyjs/utf8
string.prototype.matchall,call-bind
string.prototype.matchall,call-bound
string.prototype.matchall,define-properties
string.prototype.matchall,es-abstract
string.prototype.matchall,es-errors
string.prototype.matchall,es-object-atoms
string.prototype.matchall,get-intrinsic
string.prototype.matchall,gopd
string.prototype.matchall,has-symbols
string.prototype.matchall,internal-slot
string.prototype.matchall,regexp.prototype.flags
string.prototype.matchall,set-function-name
string.prototype.matchall,side-channel
safe-push-apply,es-errors
safe-push-apply,isarray
@webassemblyjs/wasm-edit,@webassemblyjs/ast
@webassemblyjs/wasm-edit,@webassemblyjs/helper-buffer
@webassemblyjs/wasm-edit,@webassemblyjs/helper-wasm-bytecode
@webassemblyjs/wasm-edit,@webassemblyjs/helper-wasm-section
@webassemblyjs/wasm-edit,@webassemblyjs/wasm-gen
@webassemblyjs/wasm-edit,@webassemblyjs/wasm-opt
@webassemblyjs/wasm-edit,@webassemblyjs/wasm-parser
@webassemblyjs/wasm-edit,@webassemblyjs/wast-printer
@babel/helper-remap-async-to-generator,@babel/traverse
@babel/helper-remap-async-to-generator,@babel/helper-wrap-function
@babel/helper-remap-async-to-generator,@babel/helper-annotate-as-pure
@babel/plugin-transform-shorthand-properties,@babel/helper-plugin-utils
regexpu-core,regenerate
regexpu-core,regenerate-unicode-properties
regexpu-core,regjsgen
regexpu-core,regjsparser
regexpu-core,unicode-match-property-ecmascript
regexpu-core,unicode-match-property-value-ecmascript
is-arguments,call-bound
is-arguments,has-tostringtag
jest-circus,@jest/environment
jest-circus,@jest/expect
jest-circus,@jest/test-result
jest-circus,@jest/types
jest-circus,@types/node
jest-circus,chalk
jest-circus,co
jest-circus,dedent
jest-circus,is-generator-fn
jest-circus,jest-each
jest-circus,jest-matcher-utils
jest-circus,jest-message-util
jest-circus,jest-runtime
jest-circus,jest-snapshot
jest-circus,jest-util
jest-circus,p-limit
jest-circus,pretty-format
jest-circus,pure-rand
jest-circus,slash
jest-circus,stack-utils
@webassemblyjs/wast-printer,@webassemblyjs/ast
@webassemblyjs/wast-printer,@xtuc/long
@typescript-eslint/project-service,debug
@typescript-eslint/project-service,@typescript-eslint/types
@typescript-eslint/project-service,@typescript-eslint/tsconfig-utils
@babel/plugin-transform-named-capturing-groups-regex,@babel/helper-plugin-utils
@babel/plugin-transform-named-capturing-groups-regex,@babel/helper-create-regexp-features-plugin
@webassemblyjs/wasm-parser,@webassemblyjs/ast
@webassemblyjs/wasm-parser,@webassemblyjs/helper-api-error
@webassemblyjs/wasm-parser,@webassemblyjs/helper-wasm-bytecode
@webassemblyjs/wasm-parser,@webassemblyjs/ieee754
@webassemblyjs/wasm-parser,@webassemblyjs/leb128
@webassemblyjs/wasm-parser,@webassemblyjs/utf8
@vitest/utils,tinyrainbow
@vitest/utils,@vitest/pretty-format
@smithy/util-body-length-browser,tslib
@babel/plugin-transform-modules-systemjs,@babel/helper-module-transforms
@babel/plugin-transform-modules-systemjs,@babel/helper-plugin-utils
@babel/plugin-transform-modules-systemjs,@babel/helper-validator-identifier
@babel/plugin-transform-modules-systemjs,@babel/traverse
@babel/helper-wrap-function,@babel/types
@babel/helper-wrap-function,@babel/template
@babel/helper-wrap-function,@babel/traverse
@babel/plugin-transform-exponentiation-operator,@babel/helper-plugin-utils
protobufjs,@protobufjs/aspromise
protobufjs,@protobufjs/base64
protobufjs,@protobufjs/codegen
protobufjs,@protobufjs/eventemitter
protobufjs,@protobufjs/fetch
protobufjs,@protobufjs/float
protobufjs,@protobufjs/inquire
protobufjs,@protobufjs/path
protobufjs,@protobufjs/pool
protobufjs,@protobufjs/utf8
protobufjs,@types/node
protobufjs,long
@smithy/util-defaults-mode-node,@smithy/config-resolver
@smithy/util-defaults-mode-node,@smithy/credential-provider-imds
@smithy/util-defaults-mode-node,@smithy/node-config-provider
@smithy/util-defaults-mode-node,@smithy/property-provider
@smithy/util-defaults-mode-node,@smithy/smithy-client
@smithy/util-defaults-mode-node,@smithy/types
@smithy/util-defaults-mode-node,tslib
@webassemblyjs/leb128,@xtuc/long
@babel/plugin-transform-object-super,@babel/helper-plugin-utils
@babel/plugin-transform-object-super,@babel/helper-replace-supers
@webassemblyjs/helper-wasm-section,@webassemblyjs/ast
@webassemblyjs/helper-wasm-section,@webassemblyjs/helper-buffer
@webassemblyjs/helper-wasm-section,@webassemblyjs/helper-wasm-bytecode
@webassemblyjs/helper-wasm-section,@webassemblyjs/wasm-gen
abort-controller,event-target-shim
@babel/plugin-transform-unicode-regex,@babel/helper-plugin-utils
@babel/plugin-transform-unicode-regex,@babel/helper-create-regexp-features-plugin
@babel/plugin-transform-property-literals,@babel/helper-plugin-utils
@babel/plugin-transform-sticky-regex,@babel/helper-plugin-utils
@babel/plugin-transform-regenerator,@babel/helper-plugin-utils
@webassemblyjs/ieee754,@xtuc/ieee754
decompress-response,mimic-response
@babel/preset-env,@babel/compat-data
@babel/preset-env,@babel/helper-compilation-targets
@babel/preset-env,@babel/helper-plugin-utils
@babel/preset-env,@babel/helper-validator-option
@babel/preset-env,@babel/plugin-bugfix-firefox-class-in-computed-class-key
@babel/preset-env,@babel/plugin-bugfix-safari-class-field-initializer-scope
@babel/preset-env,@babel/plugin-bugfix-safari-id-destructuring-collision-in-function-expression
@babel/preset-env,@babel/plugin-bugfix-v8-spread-parameters-in-optional-chaining
@babel/preset-env,@babel/plugin-bugfix-v8-static-class-fields-redefine-readonly
@babel/preset-env,@babel/plugin-proposal-private-property-in-object
@babel/preset-env,@babel/plugin-syntax-import-assertions
@babel/preset-env,@babel/plugin-syntax-import-attributes
@babel/preset-env,@babel/plugin-syntax-unicode-sets-regex
@babel/preset-env,@babel/plugin-transform-arrow-functions
@babel/preset-env,@babel/plugin-transform-async-generator-functions
@babel/preset-env,@babel/plugin-transform-async-to-generator
@babel/preset-env,@babel/plugin-transform-block-scoped-functions
@babel/preset-env,@babel/plugin-transform-block-scoping
@babel/preset-env,@babel/plugin-transform-class-properties
@babel/preset-env,@babel/plugin-transform-class-static-block
@babel/preset-env,@babel/plugin-transform-classes
@babel/preset-env,@babel/plugin-transform-computed-properties
@babel/preset-env,@babel/plugin-transform-destructuring
@babel/preset-env,@babel/plugin-transform-dotall-regex
@babel/preset-env,@babel/plugin-transform-duplicate-keys
@babel/preset-env,@babel/plugin-transform-duplicate-named-capturing-groups-regex
@babel/preset-env,@babel/plugin-transform-dynamic-import
@babel/preset-env,@babel/plugin-transform-explicit-resource-management
@babel/preset-env,@babel/plugin-transform-exponentiation-operator
@babel/preset-env,@babel/plugin-transform-export-namespace-from
@babel/preset-env,@babel/plugin-transform-for-of
@babel/preset-env,@babel/plugin-transform-function-name
@babel/preset-env,@babel/plugin-transform-json-strings
@babel/preset-env,@babel/plugin-transform-literals
@babel/preset-env,@babel/plugin-transform-logical-assignment-operators
@babel/preset-env,@babel/plugin-transform-member-expression-literals
@babel/preset-env,@babel/plugin-transform-modules-amd
@babel/preset-env,@babel/plugin-transform-modules-commonjs
@babel/preset-env,@babel/plugin-transform-modules-systemjs
@babel/preset-env,@babel/plugin-transform-modules-umd
@babel/preset-env,@babel/plugin-transform-named-capturing-groups-regex
@babel/preset-env,@babel/plugin-transform-new-target
@babel/preset-env,@babel/plugin-transform-nullish-coalescing-operator
@babel/preset-env,@babel/plugin-transform-numeric-separator
@babel/preset-env,@babel/plugin-transform-object-rest-spread
@babel/preset-env,@babel/plugin-transform-object-super
@babel/preset-env,@babel/plugin-transform-optional-catch-binding
@babel/preset-env,@babel/plugin-transform-optional-chaining
@babel/preset-env,@babel/plugin-transform-parameters
@babel/preset-env,@babel/plugin-transform-private-methods
@babel/preset-env,@babel/plugin-transform-private-property-in-object
@babel/preset-env,@babel/plugin-transform-property-literals
@babel/preset-env,@babel/plugin-transform-regenerator
@babel/preset-env,@babel/plugin-transform-regexp-modifiers
@babel/preset-env,@babel/plugin-transform-reserved-words
@babel/preset-env,@babel/plugin-transform-shorthand-properties
@babel/preset-env,@babel/plugin-transform-spread
@babel/preset-env,@babel/plugin-transform-sticky-regex
@babel/preset-env,@babel/plugin-transform-template-literals
@babel/preset-env,@babel/plugin-transform-typeof-symbol
@babel/preset-env,@babel/plugin-transform-unicode-escapes
@babel/preset-env,@babel/plugin-transform-unicode-property-regex
@babel/preset-env,@babel/plugin-transform-unicode-regex
@babel/preset-env,@babel/plugin-transform-unicode-sets-regex
@babel/preset-env,@babel/preset-modules
@babel/preset-env,babel-plugin-polyfill-corejs2
@babel/preset-env,babel-plugin-polyfill-corejs3
@babel/preset-env,babel-plugin-polyfill-regenerator
@babel/preset-env,core-js-compat
@babel/preset-env,semver
@babel/plugin-transform-new-target,@babel/helper-plugin-utils
concat-stream,buffer-from
concat-stream,inherits
concat-stream,readable-stream
concat-stream,typedarray
@webassemblyjs/wasm-opt,@webassemblyjs/ast
@webassemblyjs/wasm-opt,@webassemblyjs/helper-buffer
@webassemblyjs/wasm-opt,@webassemblyjs/wasm-gen
@webassemblyjs/wasm-opt,@webassemblyjs/wasm-parser
@babel/plugin-syntax-private-property-in-object,@babel/helper-plugin-utils
@opentelemetry/resources,@opentelemetry/core
@opentelemetry/resources,@opentelemetry/semantic-conventions
@octokit/types,@octokit/openapi-types
@smithy/invalid-dependency,@smithy/types
@smithy/invalid-dependency,tslib
@babel/plugin-transform-block-scoped-functions,@babel/helper-plugin-utils
@babel/plugin-transform-reserved-words,@babel/helper-plugin-utils
@babel/plugin-transform-dotall-regex,@babel/helper-plugin-utils
@babel/plugin-transform-dotall-regex,@babel/helper-create-regexp-features-plugin
set-proto,dunder-proto
set-proto,es-errors
set-proto,es-object-atoms
@smithy/credential-provider-imds,@smithy/node-config-provider
@smithy/credential-provider-imds,@smithy/property-provider
@smithy/credential-provider-imds,@smithy/types
@smithy/credential-provider-imds,@smithy/url-parser
@smithy/credential-provider-imds,tslib
wcwidth,defaults
log-update,ansi-escapes
log-update,cli-cursor
log-update,slice-ansi
log-update,strip-ansi
log-update,wrap-ansi
@smithy/hash-node,@smithy/types
@smithy/hash-node,@smithy/util-buffer-from
@smithy/hash-node,@smithy/util-utf8
@smithy/hash-node,tslib
@types/graceful-fs,@types/node
babel-plugin-polyfill-corejs2,@babel/compat-data
babel-plugin-polyfill-corejs2,@babel/helper-define-polyfill-provider
babel-plugin-polyfill-corejs2,semver
@babel/plugin-syntax-class-static-block,@babel/helper-plugin-utils
@babel/plugin-proposal-private-property-in-object,@babel/helper-annotate-as-pure
@babel/plugin-proposal-private-property-in-object,@babel/helper-create-class-features-plugin
@babel/plugin-proposal-private-property-in-object,@babel/helper-plugin-utils
@babel/plugin-proposal-private-property-in-object,@babel/plugin-syntax-private-property-in-object
url-parse,querystringify
url-parse,requires-port
tar-fs,pump
tar-fs,tar-stream
@cspotcode/source-map-support,@jridgewell/trace-mapping
@rollup/pluginutils,@types/estree
@rollup/pluginutils,estree-walker
@rollup/pluginutils,picomatch
ecdsa-sig-formatter,safe-buffer
@babel/plugin-transform-typeof-symbol,@babel/helper-plugin-utils
@swc/helpers,tslib
@smithy/util-body-length-node,tslib
@babel/plugin-transform-unicode-escapes,@babel/helper-plugin-utils
@babel/plugin-transform-modules-amd,@babel/helper-plugin-utils
@babel/plugin-transform-modules-amd,@babel/helper-module-transforms
@babel/plugin-transform-spread,@babel/helper-plugin-utils
@babel/plugin-transform-spread,@babel/helper-skip-transparent-expression-wrappers
@babel/plugin-transform-member-expression-literals,@babel/helper-plugin-utils
jsx-ast-utils,array-includes
jsx-ast-utils,array.prototype.flat
jsx-ast-utils,object.assign
jsx-ast-utils,object.values
babel-plugin-polyfill-regenerator,@babel/helper-define-polyfill-provider
@floating-ui/dom,@floating-ui/core
@floating-ui/dom,@floating-ui/utils
xml2js,sax
xml2js,xmlbuilder
@aws-crypto/util,tslib
@aws-crypto/util,@aws-sdk/types
@aws-crypto/util,@smithy/util-utf8
@jest/expect,expect
@jest/expect,jest-snapshot
is-accessor-descriptor,gopd
is-accessor-descriptor,hasown
@aws-crypto/sha256-js,tslib
@aws-crypto/sha256-js,@aws-sdk/types
@aws-crypto/sha256-js,@aws-crypto/util
unique-slug,imurmurhash
@types/eslint,@types/estree
@types/eslint,@types/json-schema
@babel/plugin-transform-duplicate-keys,@babel/helper-plugin-utils
@babel/plugin-syntax-import-assertions,@babel/helper-plugin-utils
regenerate-unicode-properties,regenerate
unicode-match-property-ecmascript,unicode-canonical-property-names-ecmascript
unicode-match-property-ecmascript,unicode-property-aliases-ecmascript
got,@sindresorhus/is
got,byte-counter
got,cacheable-lookup
got,cacheable-request
got,decompress-response
got,form-data-encoder
got,http2-wrapper
got,keyv
got,lowercase-keys
got,p-cancelable
got,responselike
got,type-fest
@floating-ui/core,@floating-ui/utils
own-keys,get-intrinsic
own-keys,object-keys
own-keys,safe-push-apply
@emnapi/runtime,tslib
@smithy/util-endpoints,@smithy/node-config-provider
@smithy/util-endpoints,@smithy/types
@smithy/util-endpoints,tslib
dot-prop,type-fest
object.groupby,call-bind
object.groupby,define-properties
object.groupby,es-abstract
is-data-descriptor,gopd
is-data-descriptor,hasown
listr2,cli-truncate
listr2,colorette
listr2,eventemitter3
listr2,log-update
listr2,rfdc
listr2,wrap-ansi
@types/connect,@types/node
@smithy/util-config-provider,tslib
@babel/plugin-transform-optional-chaining,@babel/helper-plugin-utils
@babel/plugin-transform-optional-chaining,@babel/helper-skip-transparent-expression-wrappers
tunnel-agent,safe-buffer
@testing-library/dom,@babel/code-frame
@testing-library/dom,@babel/runtime
@testing-library/dom,@types/aria-query
@testing-library/dom,aria-query
@testing-library/dom,dom-accessibility-api
@testing-library/dom,lz-string
@testing-library/dom,picocolors
@testing-library/dom,pretty-format
telecom-mas-agent,@aws-sdk/client-cloudformation
telecom-mas-agent,@aws-sdk/client-cloudfront
telecom-mas-agent,@aws-sdk/client-cloudhsm
telecom-mas-agent,@aws-sdk/client-cloudsearch
telecom-mas-agent,@aws-sdk/client-cloudtrail
telecom-mas-agent,@aws-sdk/client-cloudwatch
telecom-mas-agent,@aws-sdk/client-dynamodb
telecom-mas-agent,@aws-sdk/client-ec2
telecom-mas-agent,@aws-sdk/client-iam
telecom-mas-agent,@aws-sdk/client-kms
telecom-mas-agent,@aws-sdk/client-lambda
telecom-mas-agent,@aws-sdk/client-rds
telecom-mas-agent,@aws-sdk/client-s3
telecom-mas-agent,@aws-sdk/client-s3-control
telecom-mas-agent,@aws-sdk/client-secrets-manager
telecom-mas-agent,@aws-sdk/client-ses
telecom-mas-agent,@aws-sdk/client-sns
telecom-mas-agent,@aws-sdk/client-sqs
telecom-mas-agent,@azure/storage-blob
telecom-mas-agent,@microsoft/microsoft-graph-client
telecom-mas-agent,@octokit/rest
telecom-mas-agent,@sendgrid/mail
telecom-mas-agent,@slack/web-api
telecom-mas-agent,agenda
telecom-mas-agent,amqplib
telecom-mas-agent,aws-sdk
telecom-mas-agent,axios
telecom-mas-agent,bcryptjs
telecom-mas-agent,bluebird
telecom-mas-agent,body-parser
telecom-mas-agent,bull
telecom-mas-agent,chart.js
telecom-mas-agent,cheerio
telecom-mas-agent,compression
telecom-mas-agent,cors
telecom-mas-agent,cron
telecom-mas-agent,csv-parser
telecom-mas-agent,cypress
telecom-mas-agent,d3
telecom-mas-agent,dotenv
telecom-mas-agent,elasticsearch
telecom-mas-agent,express
telecom-mas-agent,express-validator
telecom-mas-agent,firebase-admin
telecom-mas-agent,formidable
telecom-mas-agent,googleapis
telecom-mas-agent,got
telecom-mas-agent,helmet
telecom-mas-agent,highcharts
telecom-mas-agent,i18next
telecom-mas-agent,jest
telecom-mas-agent,jsonwebtoken
telecom-mas-agent,leaflet
telecom-mas-agent,lodash
telecom-mas-agent,moment
telecom-mas-agent,moment-timezone
telecom-mas-agent,mongoose
telecom-mas-agent,morgan
telecom-mas-agent,multer
telecom-mas-agent,node-fetch
telecom-mas-agent,node-schedule
telecom-mas-agent,nodemailer
telecom-mas-agent,oauth
telecom-mas-agent,paypal-rest-sdk
telecom-mas-agent,pdfkit
telecom-mas-agent,playwright
telecom-mas-agent,puppeteer
telecom-mas-agent,react
telecom-mas-agent,react-dom
telecom-mas-agent,redis
telecom-mas-agent,request
telecom-mas-agent,sequelize
telecom-mas-agent,sharp
telecom-mas-agent,stripe
telecom-mas-agent,svelte
telecom-mas-agent,telecom-mas-agent
telecom-mas-agent,three
telecom-mas-agent,twilio
telecom-mas-agent,uuid
telecom-mas-agent,validator
telecom-mas-agent,winston
telecom-mas-agent,xml2js
telecom-mas-agent,xmlbuilder
@types/parse-json,parse-json
@vitest/pretty-format,tinyrainbow
postcss-load-config,lilconfig
array.prototype.findlastindex,call-bind
array.prototype.findlastindex,call-bound
array.prototype.findlastindex,define-properties
array.prototype.findlastindex,es-abstract
array.prototype.findlastindex,es-errors
array.prototype.findlastindex,es-object-atoms
array.prototype.findlastindex,es-shim-unscopables
make-fetch-happen,@npmcli/agent
make-fetch-happen,cacache
make-fetch-happen,http-cache-semantics
make-fetch-happen,minipass
make-fetch-happen,minipass-fetch
make-fetch-happen,minipass-flush
make-fetch-happen,minipass-pipeline
make-fetch-happen,negotiator
make-fetch-happen,proc-log
make-fetch-happen,promise-retry
make-fetch-happen,ssri
react-dom,scheduler
@radix-ui/react-slot,@radix-ui/react-compose-refs
@radix-ui/react-primitive,@radix-ui/react-slot
@npmcli/fs,semver
jsonwebtoken,ms
jsonwebtoken,jws
jsonwebtoken,semver
jsonwebtoken,lodash.once
jsonwebtoken,lodash.includes
jsonwebtoken,lodash.isnumber
jsonwebtoken,lodash.isstring
jsonwebtoken,lodash.isboolean
jsonwebtoken,lodash.isinteger
jsonwebtoken,lodash.isplainobject
@babel/plugin-bugfix-v8-spread-parameters-in-optional-chaining,@babel/helper-plugin-utils
@babel/plugin-bugfix-v8-spread-parameters-in-optional-chaining,@babel/plugin-transform-optional-chaining
@babel/plugin-bugfix-v8-spread-parameters-in-optional-chaining,@babel/helper-skip-transparent-expression-wrappers
gaxios,extend
gaxios,https-proxy-agent
gaxios,node-fetch
gaxios,rimraf
cacheable,hookified
cacheable,keyv
cacheable,qified
cacheable,@cacheable/memory
cacheable,@cacheable/utils
@aws-sdk/xml-builder,@smithy/types
@aws-sdk/xml-builder,fast-xml-parser
@aws-sdk/xml-builder,tslib
@humanfs/node,@humanwhocodes/retry
@humanfs/node,@humanfs/core
@eslint/config-array,@eslint/object-schema
@eslint/config-array,debug
@eslint/config-array,minimatch
@eslint/config-helpers,@eslint/core
@aws-sdk/client-cloudformation,@aws-crypto/sha256-browser
@aws-sdk/client-cloudformation,@aws-crypto/sha256-js
@aws-sdk/client-cloudformation,@aws-sdk/core
@aws-sdk/client-cloudformation,@aws-sdk/credential-provider-node
@aws-sdk/client-cloudformation,@aws-sdk/middleware-host-header
@aws-sdk/client-cloudformation,@aws-sdk/middleware-logger
@aws-sdk/client-cloudformation,@aws-sdk/middleware-recursion-detection
@aws-sdk/client-cloudformation,@aws-sdk/middleware-user-agent
@aws-sdk/client-cloudformation,@aws-sdk/region-config-resolver
@aws-sdk/client-cloudformation,@aws-sdk/types
@aws-sdk/client-cloudformation,@aws-sdk/util-endpoints
@aws-sdk/client-cloudformation,@aws-sdk/util-user-agent-browser
@aws-sdk/client-cloudformation,@aws-sdk/util-user-agent-node
@aws-sdk/client-cloudformation,@smithy/config-resolver
@aws-sdk/client-cloudformation,@smithy/core
@aws-sdk/client-cloudformation,@smithy/fetch-http-handler
@aws-sdk/client-cloudformation,@smithy/hash-node
@aws-sdk/client-cloudformation,@smithy/invalid-dependency
@aws-sdk/client-cloudformation,@smithy/middleware-content-length
@aws-sdk/client-cloudformation,@smithy/middleware-endpoint
@aws-sdk/client-cloudformation,@smithy/middleware-retry
@aws-sdk/client-cloudformation,@smithy/middleware-serde
@aws-sdk/client-cloudformation,@smithy/middleware-stack
@aws-sdk/client-cloudformation,@smithy/node-config-provider
@aws-sdk/client-cloudformation,@smithy/node-http-handler
@aws-sdk/client-cloudformation,@smithy/protocol-http
@aws-sdk/client-cloudformation,@smithy/smithy-client
@aws-sdk/client-cloudformation,@smithy/types
@aws-sdk/client-cloudformation,@smithy/url-parser
@aws-sdk/client-cloudformation,@smithy/util-base64
@aws-sdk/client-cloudformation,@smithy/util-body-length-browser
@aws-sdk/client-cloudformation,@smithy/util-body-length-node
@aws-sdk/client-cloudformation,@smithy/util-defaults-mode-browser
@aws-sdk/client-cloudformation,@smithy/util-defaults-mode-node
@aws-sdk/client-cloudformation,@smithy/util-endpoints
@aws-sdk/client-cloudformation,@smithy/util-middleware
@aws-sdk/client-cloudformation,@smithy/util-retry
@aws-sdk/client-cloudformation,@smithy/util-utf8
@aws-sdk/client-cloudformation,@smithy/util-waiter
@aws-sdk/client-cloudformation,tslib
@aws-sdk/client-cloudfront,@aws-crypto/sha256-browser
@aws-sdk/client-cloudfront,@aws-crypto/sha256-js
@aws-sdk/client-cloudfront,@aws-sdk/core
@aws-sdk/client-cloudfront,@aws-sdk/credential-provider-node
@aws-sdk/client-cloudfront,@aws-sdk/middleware-host-header
@aws-sdk/client-cloudfront,@aws-sdk/middleware-logger
@aws-sdk/client-cloudfront,@aws-sdk/middleware-recursion-detection
@aws-sdk/client-cloudfront,@aws-sdk/middleware-user-agent
@aws-sdk/client-cloudfront,@aws-sdk/region-config-resolver
@aws-sdk/client-cloudfront,@aws-sdk/types
@aws-sdk/client-cloudfront,@aws-sdk/util-endpoints
@aws-sdk/client-cloudfront,@aws-sdk/util-user-agent-browser
@aws-sdk/client-cloudfront,@aws-sdk/util-user-agent-node
@aws-sdk/client-cloudfront,@smithy/config-resolver
@aws-sdk/client-cloudfront,@smithy/core
@aws-sdk/client-cloudfront,@smithy/fetch-http-handler
@aws-sdk/client-cloudfront,@smithy/hash-node
@aws-sdk/client-cloudfront,@smithy/invalid-dependency
@aws-sdk/client-cloudfront,@smithy/middleware-content-length
@aws-sdk/client-cloudfront,@smithy/middleware-endpoint
@aws-sdk/client-cloudfront,@smithy/middleware-retry
@aws-sdk/client-cloudfront,@smithy/middleware-serde
@aws-sdk/client-cloudfront,@smithy/middleware-stack
@aws-sdk/client-cloudfront,@smithy/node-config-provider
@aws-sdk/client-cloudfront,@smithy/node-http-handler
@aws-sdk/client-cloudfront,@smithy/protocol-http
@aws-sdk/client-cloudfront,@smithy/smithy-client
@aws-sdk/client-cloudfront,@smithy/types
@aws-sdk/client-cloudfront,@smithy/url-parser
@aws-sdk/client-cloudfront,@smithy/util-base64
@aws-sdk/client-cloudfront,@smithy/util-body-length-browser
@aws-sdk/client-cloudfront,@smithy/util-body-length-node
@aws-sdk/client-cloudfront,@smithy/util-defaults-mode-browser
@aws-sdk/client-cloudfront,@smithy/util-defaults-mode-node
@aws-sdk/client-cloudfront,@smithy/util-endpoints
@aws-sdk/client-cloudfront,@smithy/util-middleware
@aws-sdk/client-cloudfront,@smithy/util-retry
@aws-sdk/client-cloudfront,@smithy/util-stream
@aws-sdk/client-cloudfront,@smithy/util-utf8
@aws-sdk/client-cloudfront,@smithy/util-waiter
@aws-sdk/client-cloudfront,tslib
@aws-sdk/client-cloudhsm,@aws-crypto/sha256-browser
@aws-sdk/client-cloudhsm,@aws-crypto/sha256-js
@aws-sdk/client-cloudhsm,@aws-sdk/core
@aws-sdk/client-cloudhsm,@aws-sdk/credential-provider-node
@aws-sdk/client-cloudhsm,@aws-sdk/middleware-host-header
@aws-sdk/client-cloudhsm,@aws-sdk/middleware-logger
@aws-sdk/client-cloudhsm,@aws-sdk/middleware-recursion-detection
@aws-sdk/client-cloudhsm,@aws-sdk/middleware-user-agent
@aws-sdk/client-cloudhsm,@aws-sdk/region-config-resolver
@aws-sdk/client-cloudhsm,@aws-sdk/types
@aws-sdk/client-cloudhsm,@aws-sdk/util-endpoints
@aws-sdk/client-cloudhsm,@aws-sdk/util-user-agent-browser
@aws-sdk/client-cloudhsm,@aws-sdk/util-user-agent-node
@aws-sdk/client-cloudhsm,@smithy/config-resolver
@aws-sdk/client-cloudhsm,@smithy/core
@aws-sdk/client-cloudhsm,@smithy/fetch-http-handler
@aws-sdk/client-cloudhsm,@smithy/hash-node
@aws-sdk/client-cloudhsm,@smithy/invalid-dependency
@aws-sdk/client-cloudhsm,@smithy/middleware-content-length
@aws-sdk/client-cloudhsm,@smithy/middleware-endpoint
@aws-sdk/client-cloudhsm,@smithy/middleware-retry
@aws-sdk/client-cloudhsm,@smithy/middleware-serde
@aws-sdk/client-cloudhsm,@smithy/middleware-stack
@aws-sdk/client-cloudhsm,@smithy/node-config-provider
@aws-sdk/client-cloudhsm,@smithy/node-http-handler
@aws-sdk/client-cloudhsm,@smithy/protocol-http
@aws-sdk/client-cloudhsm,@smithy/smithy-client
@aws-sdk/client-cloudhsm,@smithy/types
@aws-sdk/client-cloudhsm,@smithy/url-parser
@aws-sdk/client-cloudhsm,@smithy/util-base64
@aws-sdk/client-cloudhsm,@smithy/util-body-length-browser
@aws-sdk/client-cloudhsm,@smithy/util-body-length-node
@aws-sdk/client-cloudhsm,@smithy/util-defaults-mode-browser
@aws-sdk/client-cloudhsm,@smithy/util-defaults-mode-node
@aws-sdk/client-cloudhsm,@smithy/util-endpoints
@aws-sdk/client-cloudhsm,@smithy/util-middleware
@aws-sdk/client-cloudhsm,@smithy/util-retry
@aws-sdk/client-cloudhsm,@smithy/util-utf8
@aws-sdk/client-cloudhsm,tslib
@aws-sdk/client-cloudsearch,@aws-crypto/sha256-browser
@aws-sdk/client-cloudsearch,@aws-crypto/sha256-js
@aws-sdk/client-cloudsearch,@aws-sdk/core
@aws-sdk/client-cloudsearch,@aws-sdk/credential-provider-node
@aws-sdk/client-cloudsearch,@aws-sdk/middleware-host-header
@aws-sdk/client-cloudsearch,@aws-sdk/middleware-logger
@aws-sdk/client-cloudsearch,@aws-sdk/middleware-recursion-detection
@aws-sdk/client-cloudsearch,@aws-sdk/middleware-user-agent
@aws-sdk/client-cloudsearch,@aws-sdk/region-config-resolver
@aws-sdk/client-cloudsearch,@aws-sdk/types
@aws-sdk/client-cloudsearch,@aws-sdk/util-endpoints
@aws-sdk/client-cloudsearch,@aws-sdk/util-user-agent-browser
@aws-sdk/client-cloudsearch,@aws-sdk/util-user-agent-node
@aws-sdk/client-cloudsearch,@smithy/config-resolver
@aws-sdk/client-cloudsearch,@smithy/core
@aws-sdk/client-cloudsearch,@smithy/fetch-http-handler
@aws-sdk/client-cloudsearch,@smithy/hash-node
@aws-sdk/client-cloudsearch,@smithy/invalid-dependency
@aws-sdk/client-cloudsearch,@smithy/middleware-content-length
@aws-sdk/client-cloudsearch,@smithy/middleware-endpoint
@aws-sdk/client-cloudsearch,@smithy/middleware-retry
@aws-sdk/client-cloudsearch,@smithy/middleware-serde
@aws-sdk/client-cloudsearch,@smithy/middleware-stack
@aws-sdk/client-cloudsearch,@smithy/node-config-provider
@aws-sdk/client-cloudsearch,@smithy/node-http-handler
