Source,Target,Type
779,166,Directed
779,1786,Directed
1200,1786,Directed
1200,39,Directed
1581,39,Directed
1376,39,Directed
1323,39,Directed
94,256,Directed
94,433,Directed
793,94,Directed
793,700,Directed
321,94,Directed
321,844,Directed
321,433,Directed
321,730,Directed
321,740,Directed
321,842,Directed
740,700,Directed
362,94,Directed
362,433,Directed
362,730,Directed
362,740,Directed
362,842,Directed
594,94,Directed
594,673,Directed
594,362,Directed
594,321,Directed
595,94,Directed
595,673,Directed
595,433,Directed
595,362,Directed
364,94,Directed
364,673,Directed
364,433,Directed
364,595,Directed
364,362,Directed
364,594,Directed
364,321,Directed
364,793,Directed
790,752,Directed
730,1188,Directed
958,10,Directed
958,91,Directed
1065,27,Directed
1086,166,Directed
1086,1786,Directed
1086,39,Directed
1317,139,Directed
1317,1661,Directed
174,163,Directed
821,1073,Directed
821,40,Directed
821,39,Directed
1232,40,Directed
179,713,Directed
179,298,Directed
591,193,Directed
591,934,Directed
591,26,Directed
591,218,Directed
875,2128,Directed
875,252,Directed
875,792,Directed
875,1286,Directed
810,1199,Directed
810,289,Directed
810,363,Directed
810,169,Directed
810,197,Directed
48,778,Directed
48,328,Directed
82,16,Directed
82,273,Directed
111,507,Directed
111,199,Directed
84,212,Directed
84,54,Directed
84,16,Directed
84,434,Directed
84,343,Directed
84,768,Directed
84,339,Directed
84,128,Directed
84,1522,Directed
84,43,Directed
84,1027,Directed
84,369,Directed
84,87,Directed
84,1704,Directed
84,1772,Directed
84,2059,Directed
84,179,Directed
84,833,Directed
84,2090,Directed
84,210,Directed
84,232,Directed
84,478,Directed
84,272,Directed
84,731,Directed
84,2085,Directed
84,216,Directed
84,2080,Directed
84,2081,Directed
84,301,Directed
84,2103,Directed
84,1046,Directed
84,742,Directed
84,992,Directed
84,861,Directed
1394,303,Directed
1408,43,Directed
1561,1513,Directed
1468,1168,Directed
1242,1854,Directed
131,807,Directed
131,197,Directed
475,522,Directed
475,483,Directed
517,2046,Directed
517,760,Directed
175,290,Directed
175,54,Directed
175,1204,Directed
175,258,Directed
175,1437,Directed
175,1104,Directed
175,128,Directed
175,1508,Directed
175,551,Directed
175,1208,Directed
175,1028,Directed
175,75,Directed
175,850,Directed
175,87,Directed
175,681,Directed
175,11,Directed
175,363,Directed
175,1166,Directed
175,1346,Directed
175,55,Directed
175,1408,Directed
175,1499,Directed
175,301,Directed
175,292,Directed
1016,987,Directed
1346,1104,Directed
1346,16,Directed
431,802,Directed
431,622,Directed
431,379,Directed
144,790,Directed
144,679,Directed
144,697,Directed
144,294,Directed
144,1762,Directed
292,55,Directed
292,54,Directed
292,547,Directed
292,23,Directed
292,377,Directed
292,234,Directed
292,464,Directed
292,43,Directed
292,1757,Directed
292,152,Directed
292,63,Directed
292,304,Directed
941,209,Directed
941,48,Directed
110,359,Directed
110,599,Directed
1127,609,Directed
1199,363,Directed
1199,1424,Directed
979,837,Directed
710,1566,Directed
622,32,Directed
622,1446,Directed
379,1011,Directed
379,32,Directed
379,1198,Directed
379,1062,Directed
973,32,Directed
323,4,Directed
323,1349,Directed
323,181,Directed
323,1230,Directed
323,182,Directed
323,235,Directed
323,1317,Directed
323,223,Directed
323,1466,Directed
323,445,Directed
323,1277,Directed
323,608,Directed
323,1407,Directed
323,306,Directed
457,20,Directed
457,71,Directed
457,1,Directed
457,435,Directed
802,32,Directed
802,973,Directed
369,522,Directed
369,849,Directed
369,749,Directed
369,483,Directed
369,475,Directed
369,710,Directed
262,20,Directed
262,35,Directed
262,71,Directed
262,1532,Directed
262,163,Directed
262,1690,Directed
1120,403,Directed
1120,1801,Directed
877,16,Directed
877,43,Directed
877,1059,Directed
630,35,Directed
630,211,Directed
630,3,Directed
184,273,Directed
184,16,Directed
1264,1120,Directed
95,1490,Directed
95,4,Directed
95,31,Directed
95,220,Directed
95,1471,Directed
95,805,Directed
95,1283,Directed
95,1912,Directed
95,1217,Directed
95,212,Directed
95,1010,Directed
95,354,Directed
95,234,Directed
95,29,Directed
95,139,Directed
95,721,Directed
95,701,Directed
95,197,Directed
95,875,Directed
95,1517,Directed
95,998,Directed
95,753,Directed
95,1165,Directed
95,1474,Directed
95,1259,Directed
95,201,Directed
95,1180,Directed
95,1108,Directed
95,1443,Directed
95,1101,Directed
95,1452,Directed
95,1142,Directed
95,706,Directed
95,907,Directed
95,1328,Directed
95,1527,Directed
95,1361,Directed
706,201,Directed
907,201,Directed
1101,201,Directed
1101,706,Directed
1101,907,Directed
1259,201,Directed
1165,1371,Directed
1165,201,Directed
1108,1165,Directed
1108,201,Directed
1108,706,Directed
1108,907,Directed
1452,201,Directed
1328,201,Directed
1328,706,Directed
1618,1604,Directed
1443,201,Directed
165,2156,Directed
165,2108,Directed
165,579,Directed
165,676,Directed
165,1192,Directed
165,797,Directed
165,184,Directed
165,82,Directed
165,1041,Directed
165,281,Directed
165,845,Directed
165,937,Directed
165,371,Directed
165,859,Directed
165,384,Directed
165,472,Directed
165,531,Directed
165,374,Directed
165,346,Directed
165,692,Directed
1390,304,Directed
1390,526,Directed
1044,129,Directed
225,20,Directed
225,35,Directed
225,71,Directed
225,1,Directed
225,211,Directed
225,1532,Directed
225,3,Directed
225,124,Directed
225,163,Directed
225,115,Directed
225,194,Directed
225,658,Directed
225,5,Directed
76,1260,Directed
76,417,Directed
76,533,Directed
76,84,Directed
76,63,Directed
76,169,Directed
76,551,Directed
76,173,Directed
76,330,Directed
76,234,Directed
76,728,Directed
76,245,Directed
76,9,Directed
76,329,Directed
76,4,Directed
76,927,Directed
76,965,Directed
76,1175,Directed
76,826,Directed
76,11,Directed
76,69,Directed
76,1037,Directed
76,535,Directed
76,950,Directed
76,1385,Directed
76,694,Directed
76,175,Directed
76,1397,Directed
76,1318,Directed
76,1330,Directed
76,38,Directed
76,986,Directed
76,810,Directed
76,125,Directed
76,603,Directed
76,718,Directed
76,1172,Directed
76,452,Directed
76,235,Directed
76,1493,Directed
76,1124,Directed
76,323,Directed
76,860,Directed
76,1390,Directed
76,946,Directed
76,1594,Directed
76,1336,Directed
76,819,Directed
235,4,Directed
235,827,Directed
235,803,Directed
235,864,Directed
235,944,Directed
235,751,Directed
235,1008,Directed
235,488,Directed
235,893,Directed
235,699,Directed
235,409,Directed
235,31,Directed
235,387,Directed
235,410,Directed
235,220,Directed
235,767,Directed
235,1541,Directed
539,672,Directed
539,2082,Directed
539,2062,Directed
731,539,Directed
16,217,Directed
1623,689,Directed
1623,1565,Directed
1623,169,Directed
473,55,Directed
473,220,Directed
473,1213,Directed
473,495,Directed
473,1148,Directed
473,1314,Directed
473,199,Directed
473,74,Directed
1144,1245,Directed
768,298,Directed
1124,354,Directed
1124,721,Directed
1124,753,Directed
1124,526,Directed
1124,95,Directed
276,1053,Directed
393,20,Directed
393,71,Directed
393,1,Directed
393,435,Directed
1330,1459,Directed
1743,678,Directed
1743,411,Directed
1779,853,Directed
1779,27,Directed
1105,1485,Directed
1105,1553,Directed
1105,707,Directed
552,339,Directed
1221,375,Directed
1620,461,Directed
1620,1658,Directed
798,340,Directed
650,340,Directed
650,544,Directed
590,372,Directed
590,340,Directed
590,63,Directed
1720,27,Directed
1720,91,Directed
434,228,Directed
434,1042,Directed
434,216,Directed
1606,1409,Directed
1606,592,Directed
948,245,Directed
948,1095,Directed
948,892,Directed
948,72,Directed
482,210,Directed
482,825,Directed
482,244,Directed
1375,1025,Directed
1375,339,Directed
1375,139,Directed
1375,766,Directed
718,195,Directed
718,54,Directed
718,236,Directed
718,81,Directed
718,135,Directed
718,207,Directed
718,75,Directed
986,1242,Directed
986,540,Directed
986,919,Directed
986,1156,Directed
986,383,Directed
986,460,Directed
1180,1371,Directed
1180,201,Directed
1474,201,Directed
1361,1504,Directed
1361,201,Directed
804,653,Directed
804,16,Directed
804,345,Directed
804,1289,Directed
804,498,Directed
804,1019,Directed
804,1256,Directed
374,503,Directed
374,384,Directed
1648,20,Directed
1648,71,Directed
1648,462,Directed
1660,20,Directed
1660,71,Directed
1660,335,Directed
1639,737,Directed
1639,370,Directed
145,2024,Directed
145,75,Directed
572,775,Directed
491,454,Directed
17,341,Directed
17,110,Directed
17,401,Directed
17,954,Directed
17,221,Directed
562,159,Directed
310,562,Directed
159,832,Directed
128,310,Directed
128,2019,Directed
212,1880,Directed
212,232,Directed
212,686,Directed
212,685,Directed
575,2024,Directed
1704,1522,Directed
1262,1826,Directed
221,168,Directed
189,709,Directed
60,266,Directed
60,334,Directed
60,1925,Directed
60,1890,Directed
60,1724,Directed
60,316,Directed
60,171,Directed
60,240,Directed
60,198,Directed
60,414,Directed
60,158,Directed
60,322,Directed
60,79,Directed
60,1269,Directed
60,247,Directed
60,213,Directed
60,268,Directed
60,203,Directed
60,1524,Directed
60,2001,Directed
60,1533,Directed
60,1917,Directed
60,1712,Directed
60,2016,Directed
60,1895,Directed
60,885,Directed
60,418,Directed
60,1734,Directed
60,1830,Directed
60,255,Directed
60,1918,Directed
60,1733,Directed
60,450,Directed
60,297,Directed
60,653,Directed
60,1872,Directed
60,1984,Directed
60,101,Directed
60,185,Directed
60,533,Directed
60,2003,Directed
60,100,Directed
60,1896,Directed
60,1362,Directed
60,1235,Directed
60,1855,Directed
60,274,Directed
60,1810,Directed
60,1975,Directed
60,1816,Directed
60,417,Directed
60,285,Directed
60,1929,Directed
60,139,Directed
60,834,Directed
60,1305,Directed
60,1176,Directed
60,1009,Directed
60,1110,Directed
60,123,Directed
60,1866,Directed
60,1742,Directed
60,1889,Directed
60,2052,Directed
60,1892,Directed
60,1913,Directed
60,1500,Directed
60,882,Directed
60,811,Directed
60,1548,Directed
60,200,Directed
60,604,Directed
60,1465,Directed
60,1871,Directed
60,1169,Directed
60,60,Directed
60,1915,Directed
60,1814,Directed
60,188,Directed
60,1195,Directed
60,525,Directed
60,769,Directed
60,722,Directed
32,2072,Directed
178,187,Directed
547,470,Directed
196,1983,Directed
196,87,Directed
196,382,Directed
196,214,Directed
196,727,Directed
196,497,Directed
196,260,Directed
196,280,Directed
196,1313,Directed
196,254,Directed
196,765,Directed
196,2046,Directed
1522,1841,Directed
280,490,Directed
280,2019,Directed
227,300,Directed
195,2045,Directed
209,328,Directed
209,48,Directed
58,871,Directed
58,2,Directed
249,348,Directed
249,230,Directed
249,505,Directed
249,286,Directed
249,605,Directed
418,582,Directed
418,237,Directed
418,791,Directed
2010,211,Directed
2010,300,Directed
342,244,Directed
342,514,Directed
2036,2010,Directed
2036,211,Directed
2036,124,Directed
1550,1228,Directed
55,427,Directed
55,199,Directed
55,425,Directed
581,192,Directed
581,129,Directed
25,12,Directed
25,2,Directed
1085,2036,Directed
1085,1532,Directed
360,211,Directed
360,3,Directed
360,174,Directed
360,227,Directed
739,192,Directed
12,2,Directed
1590,314,Directed
1590,575,Directed
1532,211,Directed
70,114,Directed
70,407,Directed
142,191,Directed
534,328,Directed
20,2010,Directed
20,2032,Directed
20,3,Directed
20,233,Directed
1438,87,Directed
1438,254,Directed
871,1414,Directed
871,2,Directed
391,1111,Directed
1414,2,Directed
161,1454,Directed
161,370,Directed
191,302,Directed
191,254,Directed
358,2149,Directed
35,2010,Directed
35,3,Directed
1813,232,Directed
1445,35,Directed
1445,124,Directed
1445,174,Directed
1445,227,Directed
324,2032,Directed
1878,1817,Directed
825,210,Directed
71,338,Directed
71,324,Directed
71,1690,Directed
1,670,Directed
1,536,Directed
1,265,Directed
1,20,Directed
1,35,Directed
1,2065,Directed
1,2070,Directed
1,2067,Directed
1,2032,Directed
1,211,Directed
1,1532,Directed
1,360,Directed
1,1083,Directed
1,257,Directed
1,3,Directed
1,1085,Directed
1,630,Directed
1,840,Directed
1,124,Directed
1,324,Directed
1,351,Directed
1,163,Directed
1,227,Directed
1,115,Directed
1,438,Directed
1,1746,Directed
1,56,Directed
1,960,Directed
1,1445,Directed
1,951,Directed
1,758,Directed
1,294,Directed
1,42,Directed
1,734,Directed
1,2056,Directed
1,325,Directed
1,1690,Directed
1,262,Directed
1,2077,Directed
1,194,Directed
1,287,Directed
1,2044,Directed
1,353,Directed
1,2058,Directed
1,967,Directed
1,530,Directed
1,335,Directed
1,462,Directed
1,909,Directed
1,637,Directed
1,90,Directed
1,83,Directed
1,113,Directed
1,41,Directed
41,265,Directed
41,20,Directed
41,35,Directed
41,264,Directed
41,1085,Directed
41,124,Directed
41,174,Directed
108,35,Directed
108,211,Directed
108,3,Directed
108,325,Directed
108,106,Directed
2068,211,Directed
2068,325,Directed
338,2032,Directed
338,211,Directed
338,124,Directed
784,899,Directed
784,288,Directed
742,216,Directed
370,509,Directed
42,41,Directed
265,2076,Directed
899,288,Directed
106,35,Directed
106,211,Directed
106,3,Directed
106,325,Directed
1762,35,Directed
1762,163,Directed
1762,353,Directed
1228,145,Directed
1228,2039,Directed
1228,75,Directed
1228,2022,Directed
1228,93,Directed
1228,2040,Directed
233,338,Directed
233,211,Directed
233,300,Directed
233,3,Directed
233,124,Directed
233,324,Directed
704,404,Directed
704,307,Directed
704,519,Directed
353,35,Directed
353,211,Directed
353,1445,Directed
264,1746,Directed
643,739,Directed
643,63,Directed
643,1891,Directed
1829,92,Directed
1829,304,Directed
382,760,Directed
1083,1746,Directed
1083,1747,Directed
1083,1762,Directed
701,210,Directed
1747,35,Directed
1747,174,Directed
294,35,Directed
294,174,Directed
895,212,Directed
758,35,Directed
972,1947,Directed
972,110,Directed
972,230,Directed
972,17,Directed
1825,1770,Directed
528,1174,Directed
528,643,Directed
528,37,Directed
528,72,Directed
528,2019,Directed
114,124,Directed
114,227,Directed
114,984,Directed
114,971,Directed
44,12,Directed
44,2,Directed
350,35,Directed
350,2107,Directed
350,1085,Directed
350,174,Directed
350,353,Directed
386,54,Directed
386,142,Directed
386,75,Directed
386,517,Directed
386,1092,Directed
386,145,Directed
386,1249,Directed
386,1921,Directed
386,760,Directed
734,35,Directed
303,269,Directed
303,742,Directed
303,347,Directed
303,222,Directed
351,2036,Directed
736,1671,Directed
816,1850,Directed
816,1822,Directed
816,1765,Directed
113,35,Directed
113,752,Directed
113,163,Directed
113,144,Directed
530,20,Directed
530,35,Directed
530,338,Directed
530,71,Directed
530,1,Directed
530,1532,Directed
530,324,Directed
277,12,Directed
277,2,Directed
438,20,Directed
438,35,Directed
438,3,Directed
909,35,Directed
909,211,Directed
909,42,Directed
99,65,Directed
99,25,Directed
99,112,Directed
99,186,Directed
99,44,Directed
99,12,Directed
99,2,Directed
670,35,Directed
670,438,Directed
257,20,Directed
257,35,Directed
257,71,Directed
257,918,Directed
257,227,Directed
257,1746,Directed
65,25,Directed
65,1128,Directed
65,186,Directed
65,66,Directed
65,277,Directed
65,44,Directed
65,501,Directed
65,78,Directed
65,12,Directed
65,85,Directed
65,89,Directed
65,58,Directed
65,2,Directed
840,71,Directed
840,124,Directed
83,20,Directed
83,264,Directed
83,124,Directed
83,42,Directed
83,2076,Directed
83,50,Directed
658,338,Directed
658,211,Directed
658,918,Directed
658,324,Directed
412,168,Directed
412,702,Directed
412,1282,Directed
287,20,Directed
287,35,Directed
287,3,Directed
287,163,Directed
287,246,Directed
891,1838,Directed
891,701,Directed
891,1146,Directed
891,169,Directed
891,244,Directed
891,2061,Directed
224,65,Directed
224,1154,Directed
224,1951,Directed
224,2084,Directed
224,1061,Directed
224,261,Directed
224,684,Directed
224,570,Directed
224,25,Directed
224,1501,Directed
224,277,Directed
224,711,Directed
224,12,Directed
224,2,Directed
536,670,Directed
536,20,Directed
536,71,Directed
536,1,Directed
536,211,Directed
536,3,Directed
536,438,Directed
98,25,Directed
98,12,Directed
98,1633,Directed
98,2,Directed
90,265,Directed
90,20,Directed
90,264,Directed
90,124,Directed
90,351,Directed
90,42,Directed
90,50,Directed
637,20,Directed
637,264,Directed
637,124,Directed
637,351,Directed
637,42,Directed
126,99,Directed
126,25,Directed
126,66,Directed
126,12,Directed
126,2,Directed
138,25,Directed
138,12,Directed
138,2,Directed
261,109,Directed
261,65,Directed
261,1327,Directed
261,25,Directed
261,277,Directed
261,711,Directed
261,12,Directed
261,2,Directed
1154,65,Directed
1154,25,Directed
1154,277,Directed
1154,12,Directed
1154,2,Directed
109,88,Directed
109,127,Directed
109,65,Directed
109,130,Directed
109,138,Directed
109,96,Directed
109,99,Directed
109,1331,Directed
109,25,Directed
109,112,Directed
109,98,Directed
109,126,Directed
109,119,Directed
109,186,Directed
109,86,Directed
109,154,Directed
109,170,Directed
109,162,Directed
109,104,Directed
109,97,Directed
109,146,Directed
109,157,Directed
109,66,Directed
109,73,Directed
109,44,Directed
109,78,Directed
109,12,Directed
109,103,Directed
109,85,Directed
109,164,Directed
109,180,Directed
109,153,Directed
109,120,Directed
109,597,Directed
109,89,Directed
109,140,Directed
109,58,Directed
109,2,Directed
130,25,Directed
130,44,Directed
130,12,Directed
130,2,Directed
96,25,Directed
96,2131,Directed
96,44,Directed
96,12,Directed
96,2,Directed
24,1154,Directed
24,1951,Directed
24,224,Directed
24,1061,Directed
24,261,Directed
24,684,Directed
24,25,Directed
24,1501,Directed
24,277,Directed
24,711,Directed
24,12,Directed
24,2,Directed
1121,35,Directed
1121,3,Directed
183,1152,Directed
183,951,Directed
183,1343,Directed
183,1121,Directed
1327,65,Directed
1327,570,Directed
1327,25,Directed
1327,277,Directed
1327,711,Directed
1327,12,Directed
1327,2,Directed
86,44,Directed
86,870,Directed
86,12,Directed
86,85,Directed
86,2,Directed
112,25,Directed
112,12,Directed
112,103,Directed
112,597,Directed
112,2,Directed
684,65,Directed
684,570,Directed
684,25,Directed
684,277,Directed
684,711,Directed
684,12,Directed
684,2,Directed
1237,17,Directed
2065,35,Directed
2065,211,Directed
2065,56,Directed
435,227,Directed
56,35,Directed
56,3,Directed
56,42,Directed
1882,2005,Directed
1882,528,Directed
1882,72,Directed
78,186,Directed
78,104,Directed
78,157,Directed
78,44,Directed
78,12,Directed
78,64,Directed
78,2,Directed
66,277,Directed
66,711,Directed
66,12,Directed
66,2,Directed
665,2071,Directed
665,994,Directed
665,1966,Directed
665,1802,Directed
665,904,Directed
665,1255,Directed
665,568,Directed
711,12,Directed
711,2,Directed
1198,32,Directed
1061,65,Directed
1061,25,Directed
1061,277,Directed
1061,711,Directed
1061,12,Directed
1061,2,Directed
2061,1838,Directed
2061,244,Directed
2067,35,Directed
2067,211,Directed
2067,56,Directed
1723,12,Directed
1723,2,Directed
870,12,Directed
870,1764,Directed
870,2,Directed
330,738,Directed
330,210,Directed
330,423,Directed
330,94,Directed
330,364,Directed
330,321,Directed
330,228,Directed
330,2134,Directed
330,11,Directed
330,1157,Directed
330,1829,Directed
330,1177,Directed
330,179,Directed
330,401,Directed
330,592,Directed
330,92,Directed
330,762,Directed
330,1000,Directed
330,137,Directed
330,624,Directed
330,152,Directed
330,304,Directed
330,452,Directed
330,715,Directed
330,526,Directed
668,230,Directed
668,449,Directed
668,350,Directed
668,42,Directed
668,41,Directed
1315,35,Directed
841,129,Directed
1043,10,Directed
611,2091,Directed
611,35,Directed
611,1085,Directed
611,174,Directed
611,353,Directed
295,1178,Directed
295,962,Directed
295,817,Directed
295,228,Directed
295,481,Directed
295,1141,Directed
295,1473,Directed
295,1558,Directed
295,1564,Directed
295,1560,Directed
295,1559,Directed
295,1600,Directed
295,275,Directed
500,273,Directed
500,16,Directed
500,863,Directed
182,2073,Directed
182,231,Directed
182,735,Directed
182,457,Directed
182,393,Directed
182,16,Directed
182,552,Directed
182,782,Directed
182,964,Directed
182,227,Directed
182,385,Directed
182,1522,Directed
182,43,Directed
182,367,Directed
182,1206,Directed
182,355,Directed
182,63,Directed
182,335,Directed
182,704,Directed
89,12,Directed
89,2,Directed
1951,65,Directed
1951,25,Directed
1951,86,Directed
1951,73,Directed
1951,277,Directed
1951,44,Directed
1951,78,Directed
1951,12,Directed
1951,64,Directed
1951,2,Directed
140,1778,Directed
140,12,Directed
140,2,Directed
103,1795,Directed
103,12,Directed
103,2,Directed
64,86,Directed
64,73,Directed
64,12,Directed
64,85,Directed
64,871,Directed
64,1627,Directed
64,58,Directed
64,2,Directed
1125,2026,Directed
675,1194,Directed
675,901,Directed
104,186,Directed
104,146,Directed
104,66,Directed
104,711,Directed
104,12,Directed
104,103,Directed
104,89,Directed
104,2,Directed
146,44,Directed
146,12,Directed
146,2,Directed
296,504,Directed
305,1319,Directed
305,620,Directed
305,29,Directed
305,192,Directed
305,129,Directed
305,1044,Directed
305,789,Directed
305,808,Directed
305,524,Directed
305,841,Directed
305,1153,Directed
964,16,Directed
1942,1739,Directed
452,48,Directed
452,102,Directed
452,152,Directed
452,629,Directed
452,47,Directed
504,1020,Directed
73,1723,Directed
73,44,Directed
73,870,Directed
73,12,Directed
73,2,Directed
1861,1825,Directed
1861,1770,Directed
85,871,Directed
85,58,Directed
85,2,Directed
2070,35,Directed
2070,211,Directed
2070,56,Directed
1627,2,Directed
2059,423,Directed
1883,675,Directed
1883,901,Directed
782,16,Directed
782,385,Directed
782,173,Directed
1231,2,Directed
50,20,Directed
50,71,Directed
50,1,Directed
50,211,Directed
50,1532,Directed
50,3,Directed
50,1085,Directed
50,52,Directed
1764,2,Directed
863,1836,Directed
863,1147,Directed
610,16,Directed
610,1832,Directed
610,269,Directed
610,303,Directed
610,222,Directed
160,209,Directed
160,48,Directed
501,1414,Directed
501,44,Directed
501,12,Directed
501,1627,Directed
501,89,Directed
501,1764,Directed
501,58,Directed
501,2,Directed
770,48,Directed
770,451,Directed
770,289,Directed
293,276,Directed
967,211,Directed
967,115,Directed
52,35,Directed
52,257,Directed
52,174,Directed
52,611,Directed
52,1747,Directed
52,1315,Directed
52,350,Directed
52,1445,Directed
52,734,Directed
52,246,Directed
52,144,Directed
52,183,Directed
52,41,Directed
21,489,Directed
21,1097,Directed
21,687,Directed
21,750,Directed
21,1043,Directed
21,872,Directed
21,485,Directed
21,593,Directed
21,516,Directed
21,527,Directed
21,465,Directed
21,474,Directed
21,520,Directed
21,729,Directed
21,634,Directed
157,12,Directed
157,2,Directed
1012,425,Directed
1012,54,Directed
1012,427,Directed
1012,199,Directed
97,66,Directed
97,44,Directed
97,1778,Directed
97,78,Directed
97,12,Directed
97,89,Directed
97,140,Directed
97,2121,Directed
97,2,Directed
1795,12,Directed
1795,2,Directed
1659,188,Directed
1331,25,Directed
1331,119,Directed
1331,66,Directed
1331,12,Directed
1331,2,Directed
120,119,Directed
120,1501,Directed
120,66,Directed
120,277,Directed
120,78,Directed
120,12,Directed
120,2,Directed
1776,1717,Directed
1190,337,Directed
186,146,Directed
186,44,Directed
186,12,Directed
186,85,Directed
186,164,Directed
186,89,Directed
186,64,Directed
186,58,Directed
186,2121,Directed
186,2,Directed
153,277,Directed
153,78,Directed
153,12,Directed
153,2,Directed
1058,2132,Directed
1058,1710,Directed
1058,317,Directed
1058,2048,Directed
2044,211,Directed
2044,246,Directed
1023,32,Directed
1501,66,Directed
1501,277,Directed
1501,12,Directed
1501,103,Directed
1501,2,Directed
162,44,Directed
162,12,Directed
162,2,Directed
1778,12,Directed
424,1403,Directed
424,1516,Directed
424,1512,Directed
424,1515,Directed
424,1312,Directed
424,1486,Directed
424,1365,Directed
424,1528,Directed
424,1511,Directed
424,1520,Directed
424,32,Directed
424,1250,Directed
1903,1942,Directed
1903,1906,Directed
1903,1820,Directed
7,193,Directed
7,934,Directed
7,156,Directed
7,26,Directed
7,32,Directed
7,54,Directed
7,812,Directed
7,1082,Directed
7,773,Directed
7,395,Directed
7,208,Directed
7,107,Directed
7,51,Directed
7,15,Directed
7,67,Directed
7,159,Directed
7,74,Directed
7,1735,Directed
7,135,Directed
7,327,Directed
2085,2059,Directed
2085,475,Directed
1891,1883,Directed
1891,675,Directed
1130,284,Directed
1130,74,Directed
206,412,Directed
206,168,Directed
164,2,Directed
320,1590,Directed
320,145,Directed
275,48,Directed
1752,1632,Directed
996,929,Directed
341,1337,Directed
119,66,Directed
119,12,Directed
119,1670,Directed
119,597,Directed
119,89,Directed
119,2,Directed
1848,2083,Directed
1848,2098,Directed
1241,784,Directed
1241,816,Directed
1629,1611,Directed
1629,1673,Directed
757,2,Directed
757,25,Directed
757,58,Directed
1393,2,Directed
34,807,Directed
34,230,Directed
34,17,Directed
34,1300,Directed
971,124,Directed
971,227,Directed
62,195,Directed
62,142,Directed
62,1590,Directed
62,75,Directed
62,93,Directed
553,1680,Directed
170,12,Directed
170,2,Directed
1238,1138,Directed
2058,2036,Directed
2058,211,Directed
2058,1532,Directed
180,2,Directed
2025,209,Directed
2025,48,Directed
934,284,Directed
934,15,Directed
2075,16,Directed
2075,269,Directed
2075,2089,Directed
154,12,Directed
154,871,Directed
154,58,Directed
154,2,Directed
1118,1772,Directed
18,1744,Directed
18,82,Directed
18,123,Directed
18,61,Directed
702,168,Directed
984,124,Directed
984,227,Directed
274,1189,Directed
274,2170,Directed
274,1684,Directed
274,499,Directed
274,996,Directed
274,1864,Directed
274,1607,Directed
274,358,Directed
274,925,Directed
274,1211,Directed
274,955,Directed
274,72,Directed
1026,320,Directed
1026,560,Directed
1026,422,Directed
1026,62,Directed
1026,1247,Directed
1026,93,Directed
769,299,Directed
769,722,Directed
1160,10,Directed
735,20,Directed
735,35,Directed
735,71,Directed
735,1,Directed
735,211,Directed
735,1532,Directed
735,435,Directed
127,2,Directed
127,25,Directed
127,757,Directed
1611,1673,Directed
1128,12,Directed
1128,736,Directed
1128,2,Directed
2077,3,Directed
2077,1690,Directed
2077,2044,Directed
2095,2,Directed
597,66,Directed
597,12,Directed
597,2,Directed
1886,168,Directed
285,206,Directed
285,1429,Directed
285,1402,Directed
285,1431,Directed
285,1433,Directed
285,1158,Directed
285,1276,Directed
285,1149,Directed
285,217,Directed
285,63,Directed
390,2057,Directed
390,305,Directed
390,898,Directed
390,129,Directed
390,1203,Directed
390,789,Directed
390,808,Directed
390,448,Directed
390,1586,Directed
390,1122,Directed
390,841,Directed
570,88,Directed
570,127,Directed
570,65,Directed
570,130,Directed
570,138,Directed
570,96,Directed
570,99,Directed
570,1331,Directed
570,25,Directed
570,112,Directed
570,98,Directed
570,126,Directed
570,119,Directed
570,186,Directed
570,86,Directed
570,154,Directed
570,170,Directed
570,162,Directed
570,104,Directed
570,97,Directed
570,146,Directed
570,157,Directed
570,66,Directed
570,73,Directed
570,44,Directed
570,78,Directed
570,12,Directed
570,103,Directed
570,85,Directed
570,164,Directed
570,180,Directed
570,153,Directed
570,120,Directed
570,597,Directed
570,89,Directed
570,140,Directed
570,58,Directed
570,2,Directed
746,307,Directed
746,624,Directed
746,197,Directed
746,914,Directed
746,924,Directed
1206,20,Directed
1206,71,Directed
1206,1,Directed
1006,10,Directed
1006,242,Directed
1670,2,Directed
1018,10,Directed
1030,1477,Directed
1030,884,Directed
1030,253,Directed
1030,492,Directed
884,161,Directed
884,352,Directed
1700,813,Directed
1150,1448,Directed
1150,70,Directed
1150,229,Directed
2097,10,Directed
2097,13,Directed
2112,10,Directed
1914,13,Directed
1914,10,Directed
1427,19,Directed
1427,10,Directed
1268,13,Directed
1268,10,Directed
1268,373,Directed
1373,10,Directed
1373,151,Directed
1411,10,Directed
1411,151,Directed
2101,10,Directed
2101,19,Directed
1412,10,Directed
2118,10,Directed
2118,361,Directed
1494,10,Directed
1383,10,Directed
1348,10,Directed
1354,10,Directed
1353,10,Directed
873,13,Directed
873,10,Directed
873,14,Directed
873,408,Directed
873,361,Directed
1487,10,Directed
1366,10,Directed
1366,151,Directed
1143,10,Directed
1143,91,Directed
1143,151,Directed
2104,10,Directed
2104,19,Directed
1248,10,Directed
1248,19,Directed
1391,10,Directed
1391,19,Directed
2114,129,Directed
464,1862,Directed
464,2042,Directed
464,2158,Directed
464,2011,Directed
464,2127,Directed
464,2,Directed
843,20,Directed
843,35,Directed
843,71,Directed
843,1,Directed
843,1568,Directed
843,211,Directed
