Id,Label,package,in_degree,out_degree,betweenness,risk_score,is_topN,dependents_count,downloads,rank,is_seed
503,@webassemblyjs/wasm-parser,@webassemblyjs/wasm-parser,3,6,0.000000,0.025327,True,1625124,122140735,1737,True
504,@webassemblyjs/wast-printer,@webassemblyjs/wast-printer,1,2,0.000000,0.008442,True,1625131,123587172,1731,True
505,@xtuc/ieee754,@xtuc/ieee754,1,0,0.000000,0.003623,False,0,0,0,False
506,@xtuc/long,@xtuc/long,3,0,0.000000,0.010870,True,1612951,110041560,1957,True
507,abab,abab,0,0,0.000000,0.000000,True,2273720,115668248,1905,True
508,abbrev,abbrev,1,0,0.000000,0.003623,True,3523128,159678491,1156,True
509,abort-controller,abort-controller,1,1,0.000000,0.006033,True,593406,120829905,1753,True
510,accepts,accepts,1,2,0.000000,0.008442,True,1717765,240760806,705,True
511,acorn,acorn,7,0,0.000000,0.025362,True,1121780,557365285,148,True
512,acorn-import-attributes,acorn-import-attributes,1,0,0.000000,0.003623,False,0,0,0,False
513,acorn-import-phases,acorn-import-phases,1,0,0.000000,0.003623,False,0,0,0,False
514,acorn-jsx,acorn-jsx,1,0,0.000000,0.003623,True,817417,229161959,735,True
515,acorn-walk,acorn-walk,1,1,0.000000,0.006033,True,2651754,238818610,710,True
516,agenda,agenda,1,6,0.000000,0.018081,False,0,0,0,False
517,agent-base,agent-base,6,0,0.000000,0.021739,True,1575522,471383955,165,True
518,agentkeepalive,agentkeepalive,1,1,0.000000,0.006033,False,0,0,0,False
519,aggregate-error,aggregate-error,0,2,0.000000,0.004819,True,1838394,136071232,1524,True
520,ajv,ajv,5,4,0.000000,0.027754,True,1087714,670664030,133,True
521,ajv-formats,ajv-formats,1,1,0.000000,0.006033,True,1124792,191934025,929,True
522,ajv-keywords,ajv-keywords,1,1,0.000000,0.006033,True,9177,254457618,574,True
523,amqplib,amqplib,1,2,0.000000,0.008442,False,0,0,0,False
524,ansi-colors,ansi-colors,1,0,0.000000,0.003623,True,3150703,153364741,1199,True
525,ansi-escapes,ansi-escapes,3,1,0.000000,0.013279,True,825237,315537190,364,True
526,ansi-regex,ansi-regex,1,0,0.000000,0.003623,True,1239008,1170402089,108,True
527,ansi-styles,ansi-styles,3,0,0.000000,0.010870,True,1274606,1847943178,101,True
528,any-promise,any-promise,0,0,0.000000,0.000000,True,841679,108813349,1972,True
529,anymatch,anymatch,1,2,0.000000,0.008442,True,1149091,295397727,396,True
530,append-field,append-field,1,0,0.000000,0.003623,False,0,0,0,False
531,arch,arch,1,0,0.000000,0.003623,False,0,0,0,False
532,arg,arg,1,0,0.000000,0.003623,True,1116241,229340276,733,True
533,argparse,argparse,1,0,0.000000,0.003623,True,1075818,585443950,142,True
534,aria-query,aria-query,2,0,0.000000,0.007246,True,2081790,210582199,780,True
535,array-buffer-byte-length,array-buffer-byte-length,2,2,0.000000,0.012066,True,556174,178865029,971,True
536,array-flatten,array-flatten,0,0,0.000000,0.000000,True,4097259,169801813,1109,True
537,array-includes,array-includes,3,8,0.000000,0.030147,True,1681276,165256096,1135,True
538,array-union,array-union,0,0,0.000000,0.000000,True,3770523,210682659,779,True
539,array.prototype.findlast,array.prototype.findlast,1,6,0.000000,0.018081,False,0,0,0,False
540,array.prototype.findlastindex,array.prototype.findlastindex,1,7,0.000000,0.020491,True,335321,107811215,1979,True
541,array.prototype.flat,array.prototype.flat,2,4,0.000000,0.016885,True,1494153,160416192,1153,True
542,array.prototype.flatmap,array.prototype.flatmap,2,4,0.000000,0.016885,True,1396604,146716886,1337,True
543,array.prototype.tosorted,array.prototype.tosorted,1,5,0.000000,0.015671,False,0,0,0,False
544,arraybuffer.prototype.slice,arraybuffer.prototype.slice,1,7,0.000000,0.020491,True,536531,160200533,1155,True
545,arrify,arrify,0,0,0.000000,0.000000,True,2398973,131870741,1551,True
546,asap,asap,1,0,0.000000,0.003623,True,2638377,105990904,1992,True
547,asn1,asn1,1,1,0.000000,0.006033,False,0,0,0,False
548,assert-plus,assert-plus,6,0,0.000000,0.021739,True,916223,109867492,1961,True
549,assertion-error,assertion-error,0,0,0.000000,0.000000,True,409244,106841455,1986,True
550,assign-symbols,assign-symbols,1,0,0.000000,0.003623,False,0,0,0,False
551,ast-types,ast-types,1,1,0.000000,0.006033,True,527185,130576658,1562,True
552,astral-regex,astral-regex,0,0,0.000000,0.000000,True,2279822,108357715,1977,True
553,async,async,1,0,0.000000,0.003623,True,926631,307059637,379,True
554,async-function,async-function,1,0,0.000000,0.003623,False,0,0,0,False
555,asynckit,asynckit,1,0,0.000000,0.003623,True,1640325,268157229,550,True
556,autoprefixer,autoprefixer,0,6,0.000000,0.014458,True,3254905,132356207,1549,True
557,available-typed-arrays,available-typed-arrays,3,1,0.000016,0.015206,True,895160,215224142,768,True
558,aws-sdk,aws-sdk,1,10,0.000000,0.027720,False,0,0,0,False
559,aws-sign2,aws-sign2,2,0,0.000000,0.007246,False,0,0,0,False
560,aws4,aws4,2,0,0.000000,0.007246,False,0,0,0,False
561,axios,axios,4,3,0.000000,0.021722,True,453457,309533630,376,True
562,axobject-query,axobject-query,1,0,0.000000,0.003623,False,0,0,0,False
563,b4a,b4a,2,0,0.000000,0.007246,False,0,0,0,False
564,babel-jest,babel-jest,1,7,0.000000,0.020491,True,2106569,147098859,1335,True
565,babel-plugin-istanbul,babel-plugin-istanbul,2,5,0.000000,0.019295,True,2192806,163202620,1143,True
566,babel-plugin-jest-hoist,babel-plugin-jest-hoist,1,1,0.000000,0.006033,True,2068177,154608508,1191,True
567,babel-plugin-polyfill-corejs2,babel-plugin-polyfill-corejs2,1,3,0.000000,0.010852,True,1375971,117027221,1791,True
568,babel-plugin-polyfill-corejs3,babel-plugin-polyfill-corejs3,1,2,0.000000,0.008442,True,1376235,134321688,1535,True
569,babel-plugin-polyfill-regenerator,babel-plugin-polyfill-regenerator,1,1,0.000000,0.006033,True,1376262,114878265,1918,True
570,babel-preset-current-node-syntax,babel-preset-current-node-syntax,2,15,0.000000,0.043391,True,1121475,136156107,1522,True
571,babel-preset-jest,babel-preset-jest,1,2,0.000000,0.008442,True,2070113,156192945,1181,True
572,balanced-match,balanced-match,1,0,0.000000,0.003623,True,1303263,358256844,325,True
573,bare-events,bare-events,1,0,0.000000,0.003623,False,0,0,0,False
574,base64-js,base64-js,5,0,0.000000,0.018116,True,1564057,263528528,564,True
575,baseline-browser-mapping,baseline-browser-mapping,1,0,0.000000,0.003623,True,0,126983169,1595,True
576,basic-auth,basic-auth,1,1,0.000000,0.006033,False,0,0,0,False
577,basic-ftp,basic-ftp,1,0,0.000000,0.003623,False,0,0,0,False
578,bcrypt-pbkdf,bcrypt-pbkdf,1,1,0.000000,0.006033,False,0,0,0,False
579,bcryptjs,bcryptjs,1,0,0.000000,0.003623,False,0,0,0,False
580,before-after-hook,before-after-hook,1,0,0.000000,0.003623,False,0,0,0,False
581,bidi-js,bidi-js,1,1,0.000000,0.006033,False,0,0,0,False
582,big.js,big.js,0,0,0.000000,0.000000,True,1267262,109340500,1966,True
583,bignumber.js,bignumber.js,2,0,0.000000,0.007246,False,0,0,0,False
584,binary-extensions,binary-extensions,1,0,0.000000,0.003623,True,1114196,246377240,594,True
585,bl,bl,0,4,0.000000,0.009639,True,506109,189029259,938,True
586,blob-util,blob-util,1,0,0.000000,0.003623,False,0,0,0,False
587,bluebird,bluebird,2,0,0.000000,0.007246,True,8603,140699038,1387,True
588,bn.js,bn.js,0,0,0.000000,0.000000,True,852411,192799169,926,True
589,body-parser,body-parser,2,9,0.000000,0.028933,True,1711280,229404433,732,True
590,boolbase,boolbase,3,0,0.000000,0.010870,True,3068155,124628581,1717,True
591,bowser,bowser,1,0,0.000000,0.003623,False,0,0,0,False
592,brace-expansion,brace-expansion,0,1,0.000000,0.002410,True,1303119,992937583,112,True
593,braces,braces,1,1,0.000000,0.006033,True,1237028,410156307,191,True
594,brotli,brotli,1,1,0.000000,0.006033,False,0,0,0,False
595,browserslist,browserslist,4,5,0.000000,0.026541,True,4076082,351481983,331,True
596,bser,bser,1,1,0.000000,0.006033,True,992341,140756042,1385,True
597,bson,bson,1,0,0.000000,0.003623,False,0,0,0,False
598,buffer,buffer,4,2,0.000000,0.019312,True,1513316,396873959,302,True
599,buffer-crc32,buffer-crc32,2,0,0.000000,0.007246,True,968951,142402548,1374,True
600,buffer-equal-constant-time,buffer-equal-constant-time,1,0,0.000000,0.003623,True,732467,109061047,1970,True
601,buffer-from,buffer-from,2,0,0.000000,0.007246,True,945125,245895329,596,True
602,buffer-more-ints,buffer-more-ints,1,0,0.000000,0.003623,False,0,0,0,False
603,bull,bull,1,7,0.000000,0.020491,False,0,0,0,False
604,bundle-name,bundle-name,1,1,0.000000,0.006033,False,0,0,0,False
605,busboy,busboy,1,1,0.000000,0.006033,False,0,0,0,False
606,byte-counter,byte-counter,1,0,0.000000,0.003623,False,0,0,0,False
607,bytes,bytes,3,0,0.000000,0.010870,True,1080038,273079250,540,True
608,cacache,cacache,1,11,0.000000,0.030129,True,918052,142271494,1375,True
609,cacheable,cacheable,1,5,0.000000,0.015671,False,0,0,0,False
610,cacheable-lookup,cacheable-lookup,1,0,0.000000,0.003623,False,0,0,0,False
611,cacheable-request,cacheable-request,1,7,0.000000,0.020491,False,0,0,0,False
612,cachedir,cachedir,1,0,0.000000,0.003623,False,0,0,0,False
613,call-bind,call-bind,27,4,0.000322,0.146009,True,909951,279195315,531,True
614,call-bind-apply-helpers,call-bind-apply-helpers,4,2,0.000016,0.021239,True,0,281741119,525,True
615,call-bound,call-bound,39,2,0.000131,0.161862,True,0,238621068,711,True
616,callsites,callsites,2,0,0.000000,0.007246,True,1012134,316645969,362,True
617,camelcase,camelcase,2,0,0.000000,0.007246,True,4809686,498161992,160,True
618,caniuse-lite,caniuse-lite,2,0,0.000000,0.007246,True,4039789,319333409,357,True
619,caseless,caseless,2,0,0.000000,0.007246,False,0,0,0,False
620,chai,chai,0,0,0.000000,0.000000,True,480962,125733720,1706,True
621,chalk,chalk,26,0,0.000000,0.094203,True,1291351,1487937440,103,True
622,char-regex,char-regex,0,0,0.000000,0.000000,True,948301,143544482,1362,True
623,chardet,chardet,1,0,0.000000,0.003623,True,538694,152050307,1308,True
624,chart.js,chart.js,1,1,0.000000,0.006033,False,0,0,0,False
625,check-error,check-error,0,0,0.000000,0.000000,True,328333,106273408,1988,True
626,cheerio,cheerio,1,11,0.000000,0.030129,False,0,0,0,False
627,cheerio-select,cheerio-select,1,6,0.000000,0.018081,False,0,0,0,False
628,chokidar,chokidar,0,1,0.000000,0.002410,True,1116315,399228854,198,True
629,chownr,chownr,1,0,0.000000,0.003623,True,3832022,253524725,578,True
630,chrome-trace-event,chrome-trace-event,1,0,0.000000,0.003623,True,1195361,115469312,1907,True
631,chromium-bidi,chromium-bidi,2,2,0.000000,0.012066,False,0,0,0,False
632,ci-info,ci-info,4,0,0.000000,0.014493,True,3193954,348648474,336,True
633,cjs-module-lexer,cjs-module-lexer,2,0,0.000000,0.007246,True,900252,185517308,952,True
634,clean-stack,clean-stack,1,2,0.000000,0.008442,True,1858195,153107209,1301,True
635,cli-cursor,cli-cursor,3,1,0.000000,0.013279,True,756236,255788140,571,True
636,cli-spinners,cli-spinners,1,0,0.000000,0.003623,True,1134662,145340057,1347,True
637,cli-table3,cli-table3,1,1,0.000000,0.006033,False,0,0,0,False
638,cli-truncate,cli-truncate,1,2,0.000000,0.008442,True,486971,132923677,1545,True
639,cli-width,cli-width,1,0,0.000000,0.003623,True,652796,163025981,1144,True
640,cliui,cliui,1,3,0.000000,0.010852,True,4471191,533389535,154,True
641,clone,clone,1,0,0.000000,0.003623,True,1981870,186061672,947,True
642,clsx,clsx,1,0,0.000000,0.003623,True,548105,154885903,1188,True
643,cluster-key-slot,cluster-key-slot,2,0,0.000000,0.007246,False,0,0,0,False
644,co,co,1,0,0.000000,0.003623,True,1566701,133285420,1543,True
645,collect-v8-coverage,collect-v8-coverage,3,0,0.000000,0.010870,True,1035389,123932277,1727,True
646,color,color,1,2,0.000000,0.008442,True,2379350,141449060,1381,True
647,color-convert,color-convert,1,1,0.000000,0.006033,True,1246711,919955979,119,True
648,color-name,color-name,2,0,0.000000,0.007246,True,1252925,927371925,118,True
649,color-string,color-string,1,1,0.000000,0.006033,True,2384106,128227660,1582,True
650,colorette,colorette,1,0,0.000000,0.003623,True,1727690,196009580,919,True
651,combined-stream,combined-stream,3,1,0.000032,0.017134,True,2188156,290439836,508,True
652,commander,commander,3,0,0.000000,0.010870,True,1082389,969616053,114,True
653,common-path-prefix,common-path-prefix,1,0,0.000000,0.003623,False,0,0,0,False
654,common-tags,common-tags,1,0,0.000000,0.003623,False,0,0,0,False
655,commondir,commondir,0,0,0.000000,0.000000,True,1447358,113449890,1931,True
656,compressible,compressible,1,1,0.000000,0.006033,False,0,0,0,False
657,compression,compression,1,7,0.000000,0.020491,False,0,0,0,False
658,concat-map,concat-map,0,0,0.000000,0.000000,True,1298661,320805691,354,True
659,concat-stream,concat-stream,1,4,0.000000,0.013262,True,1049268,119666353,1767,True
660,content-disposition,content-disposition,1,0,0.000000,0.003623,True,4222637,230887581,725,True
661,content-type,content-type,3,0,0.000000,0.010870,True,1866290,194036666,924,True
662,convert-source-map,convert-source-map,3,0,0.000000,0.010870,True,4241143,425800332,185,True
663,cookie,cookie,1,0,0.000000,0.003623,True,2444047,347834643,337,True
664,cookie-signature,cookie-signature,1,0,0.000000,0.003623,True,4104495,217968783,763,True
665,core-js,core-js,0,0,0.000000,0.000000,True,3461376,186789120,944,True
666,core-js-compat,core-js-compat,2,1,0.000000,0.009656,True,3132941,137164579,1516,True
667,core-util-is,core-util-is,1,0,0.000000,0.003623,True,1693704,254585579,572,True
668,cors,cors,1,2,0.000000,0.008442,False,0,0,0,False
669,cosmiconfig,cosmiconfig,1,4,0.000000,0.013262,True,3498872,320812978,353,True
670,create-require,create-require,1,0,0.000000,0.003623,True,397926,117655797,1784,True
671,cron,cron,1,2,0.000000,0.008442,False,0,0,0,False
672,cron-parser,cron-parser,3,1,0.000000,0.013279,False,0,0,0,False
673,cross-spawn,cross-spawn,3,3,0.000000,0.018098,True,1924489,470066630,167,True
674,crypto-js,crypto-js,1,0,0.000000,0.003623,False,0,0,0,False
675,css-select,css-select,1,5,0.000000,0.015671,True,3051138,167989123,1115,True
676,css-tree,css-tree,2,2,0.000000,0.012066,True,2569508,200842180,907,True
677,css-what,css-what,2,0,0.000000,0.007246,True,3053195,153653834,1197,True
678,cssesc,cssesc,1,0,0.000000,0.003623,True,3326249,168619919,1111,True
679,cssom,cssom,0,0,0.000000,0.000000,True,2147832,153749646,1196,True
680,cssstyle,cssstyle,1,3,0.000000,0.010852,True,2139294,146061130,1344,True
681,csstype,csstype,1,0,0.000000,0.003623,True,1653899,221438164,754,True
682,csv-parser,csv-parser,1,0,0.000000,0.003623,False,0,0,0,False
683,cypress,cypress,1,42,0.000000,0.104828,False,0,0,0,False
684,d3,d3,1,30,0.000000,0.075912,False,0,0,0,False
685,d3-array,d3-array,5,1,0.000000,0.020526,False,0,0,0,False
686,d3-axis,d3-axis,1,0,0.000000,0.003623,False,0,0,0,False
687,d3-brush,d3-brush,1,5,0.000000,0.015671,False,0,0,0,False
688,d3-chord,d3-chord,1,1,0.000000,0.006033,False,0,0,0,False
689,d3-color,d3-color,4,0,0.000000,0.014493,False,0,0,0,False
690,d3-contour,d3-contour,1,1,0.000000,0.006033,False,0,0,0,False
691,d3-delaunay,d3-delaunay,1,1,0.000000,0.006033,False,0,0,0,False
692,d3-dispatch,d3-dispatch,6,0,0.000000,0.021739,False,0,0,0,False
693,d3-drag,d3-drag,3,2,0.000000,0.015689,False,0,0,0,False
694,d3-dsv,d3-dsv,2,3,0.000000,0.014475,False,0,0,0,False
695,d3-ease,d3-ease,2,0,0.000000,0.007246,False,0,0,0,False
696,d3-fetch,d3-fetch,1,1,0.000000,0.006033,False,0,0,0,False
697,d3-force,d3-force,1,3,0.000000,0.010852,False,0,0,0,False
698,d3-format,d3-format,2,0,0.000000,0.007246,False,0,0,0,False
699,d3-geo,d3-geo,1,1,0.000000,0.006033,False,0,0,0,False
700,d3-hierarchy,d3-hierarchy,1,0,0.000000,0.003623,False,0,0,0,False
701,d3-interpolate,d3-interpolate,6,1,0.000000,0.024149,False,0,0,0,False
702,d3-path,d3-path,3,0,0.000000,0.010870,False,0,0,0,False
703,d3-polygon,d3-polygon,1,0,0.000000,0.003623,False,0,0,0,False
704,d3-quadtree,d3-quadtree,2,0,0.000000,0.007246,False,0,0,0,False
705,d3-random,d3-random,1,0,0.000000,0.003623,False,0,0,0,False
706,d3-scale,d3-scale,1,5,0.000000,0.015671,False,0,0,0,False
707,d3-scale-chromatic,d3-scale-chromatic,1,2,0.000000,0.008442,False,0,0,0,False
708,d3-selection,d3-selection,4,0,0.000000,0.014493,False,0,0,0,False
709,d3-shape,d3-shape,1,1,0.000000,0.006033,False,0,0,0,False
710,d3-time,d3-time,3,1,0.000000,0.013279,False,0,0,0,False
711,d3-time-format,d3-time-format,2,1,0.000000,0.009656,False,0,0,0,False
712,d3-timer,d3-timer,3,0,0.000000,0.010870,False,0,0,0,False
713,d3-transition,d3-transition,3,5,0.000000,0.022918,False,0,0,0,False
714,d3-zoom,d3-zoom,1,5,0.000000,0.015671,False,0,0,0,False
715,dashdash,dashdash,1,1,0.000000,0.006033,False,0,0,0,False
716,data-uri-to-buffer,data-uri-to-buffer,2,0,0.000000,0.007246,True,371709,139684492,1393,True
717,data-urls,data-urls,1,2,0.000000,0.008442,True,2055878,150223271,1318,True
718,data-view-buffer,data-view-buffer,1,3,0.000000,0.010852,True,0,147619999,1329,True
719,data-view-byte-length,data-view-byte-length,1,3,0.000000,0.010852,True,0,142247704,1376,True
720,data-view-byte-offset,data-view-byte-offset,1,3,0.000000,0.010852,True,0,155204853,1186,True
721,date-fns,date-fns,0,0,0.000000,0.000000,True,750093,156667115,1178,True
722,date.js,date.js,1,1,0.000000,0.006033,False,0,0,0,False
723,dayjs,dayjs,2,0,0.000000,0.007246,True,490144,122813086,1735,True
724,debug,debug,40,1,0.000032,0.151192,True,1419208,1769229017,102,True
725,decamelize,decamelize,0,0,0.000000,0.000000,True,3884987,183688539,958,True
726,decimal.js,decimal.js,1,0,0.000000,0.003623,True,957978,135557840,1527,True
727,decompress-response,decompress-response,1,1,0.000000,0.006033,True,1244414,119950445,1764,True
728,dedent,dedent,1,0,0.000000,0.003623,True,1040009,161280696,1150,True
729,deep-eql,deep-eql,0,0,0.000000,0.000000,True,425385,112740036,1941,True
730,deep-extend,deep-extend,0,0,0.000000,0.000000,True,2907130,109254897,1967,True
731,deep-is,deep-is,1,0,0.000000,0.003623,True,1547348,254102865,576,True
732,deepmerge,deepmerge,2,0,0.000000,0.007246,True,1558107,199839813,909,True
733,default-browser,default-browser,1,2,0.000000,0.008442,False,0,0,0,False
734,default-browser-id,default-browser-id,1,0,0.000000,0.003623,False,0,0,0,False
735,defaults,defaults,1,0,0.000000,0.003623,True,1174952,127454789,1589,True
736,define-data-property,define-data-property,5,3,0.000013,0.026951,True,381261,229811941,730,True
737,define-lazy-prop,define-lazy-prop,1,0,0.000000,0.003623,True,1174541,171722835,996,True
738,define-properties,define-properties,22,3,0.000174,0.107817,True,6903,240307273,707,True
739,define-property,define-property,0,2,0.000000,0.004819,True,968223,266588423,555,True
740,degenerator,degenerator,1,3,0.000000,0.010852,False,0,0,0,False
741,delaunator,delaunator,1,1,0.000000,0.006033,False,0,0,0,False
742,delayed-stream,delayed-stream,1,0,0.000000,0.003623,True,2188097,290831914,506,True
743,denque,denque,1,0,0.000000,0.003623,False,0,0,0,False
744,depd,depd,3,0,0.000000,0.010870,True,2556983,313478263,368,True
745,dequal,dequal,0,0,0.000000,0.000000,True,328554,120076721,1762,True
746,destroy,destroy,0,0,0.000000,0.000000,True,4522290,169830106,1108,True
747,detect-libc,detect-libc,1,0,0.000000,0.003623,True,2309281,235483086,716,True
748,detect-newline,detect-newline,1,0,0.000000,0.003623,True,2109804,149272335,1323,True
749,devtools-protocol,devtools-protocol,2,0,0.000000,0.007246,False,0,0,0,False
750,dezalgo,dezalgo,1,2,0.000000,0.008442,False,0,0,0,False
751,dfa,dfa,1,0,0.000000,0.003623,False,0,0,0,False
752,diff,diff,1,0,0.000000,0.003623,True,1554502,277694404,538,True
753,diff-sequences,diff-sequences,0,0,0.000000,0.000000,True,1907072,181391321,962,True
754,dir-glob,dir-glob,0,1,0.000000,0.002410,True,3220445,185465105,954,True
755,doctrine,doctrine,2,1,0.000000,0.009656,True,1377829,349124974,335,True
756,dom-accessibility-api,dom-accessibility-api,1,0,0.000000,0.003623,True,935172,153150118,1300,True
757,dom-serializer,dom-serializer,2,3,0.000000,0.014475,True,3228474,219521139,760,True
758,domelementtype,domelementtype,5,0,0.000000,0.018116,True,3231030,192142758,927,True
759,domhandler,domhandler,7,1,0.000000,0.027772,True,2836242,230413910,729,True
760,domutils,domutils,4,3,0.000000,0.021722,True,3228971,244060573,700,True
761,dot-prop,dot-prop,0,1,0.000000,0.002410,True,2793438,111585845,1952,True
762,dotenv,dotenv,1,0,0.000000,0.003623,True,1228719,292430919,504,True
763,dottie,dottie,1,0,0.000000,0.003623,False,0,0,0,False
764,dunder-proto,dunder-proto,3,3,0.000000,0.018098,True,0,302204912,385,True
765,eastasianwidth,eastasianwidth,0,0,0.000000,0.000000,True,130538,221722078,753,True
766,ecc-jsbn,ecc-jsbn,1,1,0.000000,0.006033,False,0,0,0,False
767,ecdsa-sig-formatter,ecdsa-sig-formatter,2,1,0.000000,0.009656,True,731001,115457800,1908,True
768,ee-first,ee-first,1,0,0.000000,0.003623,True,2438994,202083559,901,True
769,elasticsearch,elasticsearch,1,3,0.000000,0.010852,False,0,0,0,False
770,electron-to-chromium,electron-to-chromium,1,0,0.000000,0.003623,True,4040409,342550217,341,True
771,emittery,emittery,2,0,0.000000,0.007246,True,1127445,147050253,1336,True
772,emoji-regex,emoji-regex,0,0,0.000000,0.000000,True,4193583,978833230,113,True
773,enabled,enabled,1,0,0.000000,0.003623,False,0,0,0,False
774,encodeurl,encodeurl,4,0,0.000000,0.014493,True,2318351,343305904,340,True
775,encoding-sniffer,encoding-sniffer,1,2,0.000000,0.008442,False,0,0,0,False
776,end-of-stream,end-of-stream,1,1,0.000000,0.006033,True,1010795,219134240,761,True
777,enhanced-resolve,enhanced-resolve,1,2,0.000000,0.008442,True,5366,208369945,786,True
778,enquirer,enquirer,1,2,0.000000,0.008442,False,0,0,0,False
779,entities,entities,3,0,0.000000,0.010870,True,3284033,427708347,184,True
780,env-paths,env-paths,1,0,0.000000,0.003623,True,621208,134815637,1529,True
781,environment,environment,1,0,0.000000,0.003623,False,0,0,0,False
782,err-code,err-code,1,0,0.000000,0.003623,False,0,0,0,False
783,error-causes,error-causes,1,0,0.000000,0.003623,False,0,0,0,False
784,error-ex,error-ex,0,1,0.000000,0.002410,True,6821,236847732,715,True
785,es-abstract,es-abstract,14,54,0.002503,0.480845,True,6024,231903505,722,True
786,es-define-property,es-define-property,5,0,0.000000,0.018116,True,0,339164039,343,True
787,es-errors,es-errors,31,0,0.000000,0.112319,True,0,312294991,371,True
788,es-iterator-helpers,es-iterator-helpers,1,16,0.000000,0.042177,False,0,0,0,False
789,es-module-lexer,es-module-lexer,1,0,0.000000,0.003623,True,785030,166591403,1125,True
790,es-object-atoms,es-object-atoms,17,1,0.000000,0.064004,True,0,288885076,514,True
791,es-set-tostringtag,es-set-tostringtag,3,4,0.000346,0.061943,True,617921,264789126,561,True
792,es-shim-unscopables,es-shim-unscopables,5,1,0.000021,0.023095,True,910421,143385390,1365,True
793,es-to-primitive,es-to-primitive,1,3,0.000064,0.018561,True,5928,198728546,910,True
794,esbuild,esbuild,1,0,0.000000,0.003623,True,491246,309571345,375,True
795,escalade,escalade,2,0,0.000000,0.007246,True,2368706,340087210,342,True
796,escape-html,escape-html,4,0,0.000000,0.014493,True,2500873,205714593,792,True
797,escape-string-regexp,escape-string-regexp,3,0,0.000000,0.010870,True,2044639,746494839,126,True
798,escodegen,escodegen,1,4,0.000000,0.013262,True,2366133,171585969,998,True
799,eslint,eslint,0,34,0.000000,0.081928,True,1569244,287809753,517,True
800,eslint-config-prettier,eslint-config-prettier,0,0,0.000000,0.000000,True,777682,129121239,1575,True
801,eslint-import-resolver-node,eslint-import-resolver-node,1,3,0.000000,0.010852,True,1043128,130020483,1564,True
802,eslint-module-utils,eslint-module-utils,1,1,0.000000,0.006033,True,1202837,144826509,1351,True
803,eslint-plugin-import,eslint-plugin-import,0,19,0.000000,0.045783,True,1100517,148189997,1325,True
804,eslint-plugin-react,eslint-plugin-react,0,18,0.000000,0.043373,True,2003502,126788611,1596,True
805,eslint-scope,eslint-scope,2,2,0.000000,0.012066,True,1592057,430605098,180,True
806,eslint-visitor-keys,eslint-visitor-keys,5,0,0.000000,0.018116,True,1431349,603771380,140,True
807,esm-env,esm-env,1,0,0.000000,0.003623,False,0,0,0,False
808,espree,espree,2,3,0.000000,0.014475,True,1372452,310625048,373,True
809,esprima,esprima,2,0,0.000000,0.007246,True,1541066,294718229,398,True
810,esquery,esquery,1,1,0.000000,0.006033,True,1409814,239958238,708,True
811,esrap,esrap,1,1,0.000000,0.006033,False,0,0,0,False
812,esrecurse,esrecurse,1,1,0.000000,0.006033,True,1702132,247113774,593,True
813,estraverse,estraverse,5,0,0.000000,0.018116,True,1803046,496099891,161,True
814,estree-walker,estree-walker,1,1,0.000000,0.006033,True,1169599,220477418,759,True
815,esutils,esutils,4,0,0.000000,0.014493,True,1790196,280319272,527,True
816,etag,etag,2,0,0.000000,0.007246,True,4534857,195935698,920,True
817,event-target-shim,event-target-shim,1,0,0.000000,0.003623,True,637867,124402918,1722,True
818,eventemitter2,eventemitter2,1,0,0.000000,0.003623,False,0,0,0,False
819,eventemitter3,eventemitter3,3,0,0.000000,0.010870,True,1773097,234643729,718,True
820,events,events,5,0,0.000000,0.018116,True,1326229,211021898,777,True
821,events-universal,events-universal,1,1,0.000000,0.006033,False,0,0,0,False
822,execa,execa,2,12,0.000000,0.036162,True,932013,429617762,182,True
823,executable,executable,1,1,0.000000,0.006033,False,0,0,0,False
824,exit,exit,0,0,0.000000,0.000000,True,2586560,116043986,1903,True
825,exit-x,exit-x,4,0,0.000000,0.014493,False,0,0,0,False
826,expect,expect,3,6,0.000000,0.025327,True,2030888,182884935,960,True
827,express,express,1,27,0.000000,0.068683,True,1853938,225484542,744,True
828,express-validator,express-validator,1,2,0.000000,0.008442,False,0,0,0,False
829,extend,extend,4,0,0.000000,0.014493,True,6640,168328503,1113,True
830,extend-shallow,extend-shallow,0,2,0.000000,0.004819,True,931824,278814402,533,True
831,extract-zip,extract-zip,2,4,0.000000,0.016885,False,0,0,0,False
832,extsprintf,extsprintf,2,0,0.000000,0.007246,True,6246,112476309,1944,True
833,farmhash-modern,farmhash-modern,1,0,0.000000,0.003623,False,0,0,0,False
834,fast-content-type-parse,fast-content-type-parse,1,0,0.000000,0.003623,False,0,0,0,False
835,fast-deep-equal,fast-deep-equal,5,0,0.000000,0.018116,True,4968905,350162413,334,True
836,fast-fifo,fast-fifo,2,0,0.000000,0.007246,False,0,0,0,False
837,fast-glob,fast-glob,2,5,0.000000,0.019295,True,3211568,339027273,344,True
838,fast-json-stable-stringify,fast-json-stable-stringify,1,0,0.000000,0.003623,True,4957551,289585652,512,True
839,fast-levenshtein,fast-levenshtein,1,1,0.000000,0.006033,True,1506124,254193931,575,True
840,fast-uri,fast-uri,1,0,0.000000,0.003623,True,8302,154382362,1193,True
841,fast-xml-parser,fast-xml-parser,2,1,0.000000,0.009656,True,157710,190792252,932,True
