Id,Label,package,in_degree,out_degree,betweenness,risk_score,is_topN,dependents_count,downloads,rank,is_seed
225,@firebase/database-types,@firebase/database-types,2,2,0.000000,0.012066,False,0,0,0,False
226,@firebase/logger,@firebase/logger,2,1,0.000000,0.009656,False,0,0,0,False
227,@firebase/util,@firebase/util,4,1,0.000000,0.016902,False,0,0,0,False
228,@floating-ui/core,@floating-ui/core,1,1,0.000000,0.006033,True,125465,112377761,1946,True
229,@floating-ui/dom,@floating-ui/dom,0,2,0.000000,0.004819,True,126362,114674418,1921,True
230,@floating-ui/utils,@floating-ui/utils,2,0,0.000000,0.007246,False,0,0,0,False
231,@humanfs/core,@humanfs/core,1,0,0.000000,0.003623,False,0,0,0,False
232,@humanfs/node,@humanfs/node,1,2,0.000000,0.008442,False,0,0,0,False
233,@humanwhocodes/config-array,@humanwhocodes/config-array,0,3,0.000000,0.007229,True,1468908,129224161,1574,True
234,@humanwhocodes/module-importer,@humanwhocodes/module-importer,1,0,0.000000,0.003623,True,1124195,196081680,917,True
235,@humanwhocodes/object-schema,@humanwhocodes/object-schema,1,0,0.000000,0.003623,True,1469092,128133986,1583,True
236,@humanwhocodes/retry,@humanwhocodes/retry,2,0,0.000000,0.007246,True,0,168415967,1112,True
237,@img/colour,@img/colour,1,0,0.000000,0.003623,False,0,0,0,False
238,@img/sharp-libvips-linuxmusl-x64,@img/sharp-libvips-linuxmusl-x64,0,0,0.000000,0.000000,True,1,124732612,1716,True
239,@img/sharp-linuxmusl-x64,@img/sharp-linuxmusl-x64,0,0,0.000000,0.000000,True,1,141884465,1378,True
240,@inquirer/ansi,@inquirer/ansi,5,0,0.000000,0.018116,False,0,0,0,False
241,@inquirer/checkbox,@inquirer/checkbox,1,4,0.000000,0.013262,False,0,0,0,False
242,@inquirer/confirm,@inquirer/confirm,1,2,0.000000,0.008442,False,0,0,0,False
243,@inquirer/core,@inquirer/core,11,7,0.000000,0.056723,False,0,0,0,False
244,@inquirer/editor,@inquirer/editor,1,3,0.000000,0.010852,False,0,0,0,False
245,@inquirer/expand,@inquirer/expand,1,2,0.000000,0.008442,False,0,0,0,False
246,@inquirer/external-editor,@inquirer/external-editor,1,2,0.000000,0.008442,False,0,0,0,False
247,@inquirer/figures,@inquirer/figures,4,0,0.000000,0.014493,False,0,0,0,False
248,@inquirer/input,@inquirer/input,1,2,0.000000,0.008442,False,0,0,0,False
249,@inquirer/number,@inquirer/number,1,2,0.000000,0.008442,False,0,0,0,False
250,@inquirer/password,@inquirer/password,1,3,0.000000,0.010852,False,0,0,0,False
251,@inquirer/prompts,@inquirer/prompts,1,10,0.000000,0.027720,False,0,0,0,False
252,@inquirer/rawlist,@inquirer/rawlist,1,2,0.000000,0.008442,False,0,0,0,False
253,@inquirer/search,@inquirer/search,1,3,0.000000,0.010852,False,0,0,0,False
254,@inquirer/select,@inquirer/select,1,4,0.000000,0.013262,False,0,0,0,False
255,@inquirer/type,@inquirer/type,12,0,0.000000,0.043478,False,0,0,0,False
256,@ioredis/commands,@ioredis/commands,1,0,0.000000,0.003623,False,0,0,0,False
257,@isaacs/balanced-match,@isaacs/balanced-match,1,0,0.000000,0.003623,False,0,0,0,False
258,@isaacs/brace-expansion,@isaacs/brace-expansion,1,1,0.000000,0.006033,False,0,0,0,False
259,@isaacs/cliui,@isaacs/cliui,1,6,0.000000,0.018081,True,55307,212691810,772,True
260,@isaacs/fs-minipass,@isaacs/fs-minipass,1,1,0.000000,0.006033,False,0,0,0,False
261,@istanbuljs/load-nyc-config,@istanbuljs/load-nyc-config,1,5,0.000000,0.015671,True,1817306,133339672,1542,True
262,@istanbuljs/schema,@istanbuljs/schema,3,0,0.000000,0.010870,True,2069262,160975237,1151,True
263,@jest/console,@jest/console,4,6,0.000000,0.028951,True,2661388,166883427,1121,True
264,@jest/core,@jest/core,2,28,0.000000,0.074716,True,2595866,130688603,1560,True
265,@jest/diff-sequences,@jest/diff-sequences,1,0,0.000000,0.003623,False,0,0,0,False
266,@jest/environment,@jest/environment,5,4,0.000000,0.027754,True,2600984,170343345,1106,True
267,@jest/expect,@jest/expect,2,2,0.000000,0.012066,True,128522,113870037,1928,True
268,@jest/expect-utils,@jest/expect-utils,2,1,0.000000,0.009656,True,403713,140868502,1384,True
269,@jest/fake-timers,@jest/fake-timers,3,6,0.000000,0.025327,True,2662823,156633837,1179,True
270,@jest/get-type,@jest/get-type,9,0,0.000000,0.032609,False,0,0,0,False
271,@jest/globals,@jest/globals,1,4,0.000000,0.013262,True,1588225,134458155,1533,True
272,@jest/pattern,@jest/pattern,3,2,0.000000,0.015689,False,0,0,0,False
273,@jest/reporters,@jest/reporters,1,23,0.000000,0.059045,True,2596799,142244219,1377,True
274,@jest/schemas,@jest/schemas,2,1,0.000000,0.009656,True,674904,278684045,534,True
275,@jest/snapshot-utils,@jest/snapshot-utils,1,4,0.000000,0.013262,False,0,0,0,False
276,@jest/source-map,@jest/source-map,1,3,0.000000,0.010852,True,2660717,150852785,1315,True
277,@jest/test-result,@jest/test-result,8,4,0.000000,0.038624,True,2661321,173477439,989,True
278,@jest/test-sequencer,@jest/test-sequencer,1,4,0.000000,0.013262,True,2592542,134051391,1538,True
279,@jest/transform,@jest/transform,6,15,0.000000,0.057884,True,2626228,170572915,1104,True
280,@jest/types,@jest/types,24,7,0.000000,0.103824,True,2802343,398192879,300,True
281,@jridgewell/gen-mapping,@jridgewell/gen-mapping,4,2,0.000000,0.019312,True,1278783,317207095,361,True
282,@jridgewell/remapping,@jridgewell/remapping,2,2,0.000000,0.012066,False,0,0,0,False
283,@jridgewell/resolve-uri,@jridgewell/resolve-uri,1,0,0.000000,0.003623,True,1611961,273210552,539,True
284,@jridgewell/set-array,@jridgewell/set-array,0,0,0.000000,0.000000,True,1278647,131639008,1553,True
285,@jridgewell/source-map,@jridgewell/source-map,1,2,0.000000,0.008442,True,823706,131443821,1556,True
286,@jridgewell/sourcemap-codec,@jridgewell/sourcemap-codec,5,0,0.000000,0.018116,True,1575125,326863573,350,True
287,@jridgewell/trace-mapping,@jridgewell/trace-mapping,12,2,0.000000,0.048298,True,1577545,450043708,174,True
288,@keyv/bigmap,@keyv/bigmap,1,2,0.000000,0.008442,False,0,0,0,False
289,@keyv/serialize,@keyv/serialize,1,0,0.000000,0.003623,False,0,0,0,False
290,@kurkle/color,@kurkle/color,1,0,0.000000,0.003623,False,0,0,0,False
291,@microsoft/microsoft-graph-client,@microsoft/microsoft-graph-client,1,2,0.000000,0.008442,False,0,0,0,False
292,@mongodb-js/saslprep,@mongodb-js/saslprep,1,1,0.000000,0.006033,False,0,0,0,False
293,@noble/hashes,@noble/hashes,1,0,0.000000,0.003623,False,0,0,0,False
294,@nodelib/fs.scandir,@nodelib/fs.scandir,1,2,0.000000,0.008442,True,2383299,247116992,592,True
295,@nodelib/fs.stat,@nodelib/fs.stat,2,0,0.000000,0.007246,True,3630379,260724310,566,True
296,@nodelib/fs.walk,@nodelib/fs.walk,1,2,0.000000,0.008442,True,2383015,241348510,703,True
297,@npmcli/agent,@npmcli/agent,1,5,0.000000,0.015671,False,0,0,0,False
298,@npmcli/fs,@npmcli/fs,1,1,0.000000,0.006033,True,512638,105522964,1995,True
299,@octokit/auth-token,@octokit/auth-token,1,0,0.000000,0.003623,False,0,0,0,False
300,@octokit/core,@octokit/core,1,7,0.000000,0.020491,False,0,0,0,False
301,@octokit/endpoint,@octokit/endpoint,1,2,0.000000,0.008442,False,0,0,0,False
302,@octokit/graphql,@octokit/graphql,1,3,0.000000,0.010852,False,0,0,0,False
303,@octokit/openapi-types,@octokit/openapi-types,1,0,0.000000,0.003623,False,0,0,0,False
304,@octokit/plugin-paginate-rest,@octokit/plugin-paginate-rest,1,1,0.000000,0.006033,False,0,0,0,False
305,@octokit/plugin-request-log,@octokit/plugin-request-log,1,0,0.000000,0.003623,False,0,0,0,False
306,@octokit/plugin-rest-endpoint-methods,@octokit/plugin-rest-endpoint-methods,1,1,0.000000,0.006033,False,0,0,0,False
307,@octokit/request,@octokit/request,2,5,0.000000,0.019295,False,0,0,0,False
308,@octokit/request-error,@octokit/request-error,2,1,0.000000,0.009656,False,0,0,0,False
309,@octokit/rest,@octokit/rest,1,4,0.000000,0.013262,False,0,0,0,False
310,@octokit/types,@octokit/types,7,1,0.000000,0.027772,True,180229,118881518,1773,True
311,@opentelemetry/api,@opentelemetry/api,1,0,0.000000,0.003623,False,0,0,0,False
312,@opentelemetry/api-logs,@opentelemetry/api-logs,1,1,0.000000,0.006033,True,1598,139936774,1390,True
313,@opentelemetry/core,@opentelemetry/core,1,1,0.000000,0.006033,True,8946,196030567,918,True
314,@opentelemetry/instrumentation,@opentelemetry/instrumentation,0,3,0.000000,0.007229,True,3823,125311196,1709,True
315,@opentelemetry/resources,@opentelemetry/resources,0,2,0.000000,0.004819,True,9126,119001081,1771,True
316,@opentelemetry/semantic-conventions,@opentelemetry/semantic-conventions,2,0,0.000000,0.007246,True,14588,201499698,905,True
317,@paralleldrive/cuid2,@paralleldrive/cuid2,1,3,0.000000,0.010852,False,0,0,0,False
318,@pkgjs/parseargs,@pkgjs/parseargs,0,0,0.000000,0.000000,True,65894,185489539,953,True
319,@pkgr/core,@pkgr/core,1,0,0.000000,0.003623,False,0,0,0,False
320,@protobufjs/aspromise,@protobufjs/aspromise,2,0,0.000000,0.007246,False,0,0,0,False
321,@protobufjs/base64,@protobufjs/base64,1,0,0.000000,0.003623,False,0,0,0,False
322,@protobufjs/codegen,@protobufjs/codegen,1,0,0.000000,0.003623,False,0,0,0,False
323,@protobufjs/eventemitter,@protobufjs/eventemitter,1,0,0.000000,0.003623,False,0,0,0,False
324,@protobufjs/fetch,@protobufjs/fetch,1,2,0.000000,0.008442,False,0,0,0,False
325,@protobufjs/float,@protobufjs/float,1,0,0.000000,0.003623,True,390575,111970440,1949,True
326,@protobufjs/inquire,@protobufjs/inquire,2,0,0.000000,0.007246,False,0,0,0,False
327,@protobufjs/path,@protobufjs/path,1,0,0.000000,0.003623,False,0,0,0,False
328,@protobufjs/pool,@protobufjs/pool,1,0,0.000000,0.003623,False,0,0,0,False
329,@protobufjs/utf8,@protobufjs/utf8,1,0,0.000000,0.003623,False,0,0,0,False
330,@puppeteer/browsers,@puppeteer/browsers,2,7,0.000000,0.024114,False,0,0,0,False
331,@radix-ui/react-compose-refs,@radix-ui/react-compose-refs,1,0,0.000000,0.003623,False,0,0,0,False
332,@radix-ui/react-primitive,@radix-ui/react-primitive,0,1,0.000000,0.002410,True,46792,105706383,1993,True
333,@radix-ui/react-slot,@radix-ui/react-slot,1,1,0.000000,0.006033,True,60185,106044289,1991,True
334,@redis/bloom,@redis/bloom,1,0,0.000000,0.003623,False,0,0,0,False
335,@redis/client,@redis/client,1,1,0.000000,0.006033,False,0,0,0,False
336,@redis/json,@redis/json,1,0,0.000000,0.003623,False,0,0,0,False
337,@redis/search,@redis/search,1,0,0.000000,0.003623,False,0,0,0,False
338,@redis/time-series,@redis/time-series,1,0,0.000000,0.003623,False,0,0,0,False
339,@rollup/pluginutils,@rollup/pluginutils,0,3,0.000000,0.007229,True,1363194,115906360,1904,True
340,@rollup/rollup-linux-x64-gnu,@rollup/rollup-linux-x64-gnu,0,0,0.000000,0.000000,True,36144,135503255,1528,True
341,@rollup/rollup-linux-x64-musl,@rollup/rollup-linux-x64-musl,0,0,0.000000,0.000000,True,32265,247658569,589,True
342,@rtsao/scc,@rtsao/scc,1,0,0.000000,0.003623,False,0,0,0,False
343,@sec-ant/readable-stream,@sec-ant/readable-stream,1,0,0.000000,0.003623,False,0,0,0,False
344,@sendgrid/client,@sendgrid/client,1,2,0.000000,0.008442,False,0,0,0,False
345,@sendgrid/helpers,@sendgrid/helpers,2,1,0.000000,0.009656,False,0,0,0,False
346,@sendgrid/mail,@sendgrid/mail,1,2,0.000000,0.008442,False,0,0,0,False
347,@sinclair/typebox,@sinclair/typebox,1,0,0.000000,0.003623,True,707802,234760430,717,True
348,@sindresorhus/is,@sindresorhus/is,1,0,0.000000,0.003623,True,1059702,114262607,1924,True
349,@sindresorhus/merge-streams,@sindresorhus/merge-streams,2,0,0.000000,0.007246,False,0,0,0,False
350,@sinonjs/commons,@sinonjs/commons,1,1,0.000000,0.006033,True,1806144,164342136,1137,True
351,@sinonjs/fake-timers,@sinonjs/fake-timers,1,1,0.000000,0.006033,True,1659283,196848432,913,True
352,@slack/logger,@slack/logger,1,1,0.000000,0.006033,False,0,0,0,False
353,@slack/types,@slack/types,1,0,0.000000,0.003623,False,0,0,0,False
354,@slack/web-api,@slack/web-api,1,12,0.000000,0.032539,False,0,0,0,False
355,@smithy/abort-controller,@smithy/abort-controller,2,2,0.000000,0.012066,True,14659,157276743,1174,True
356,@smithy/chunked-blob-reader,@smithy/chunked-blob-reader,1,1,0.000000,0.006033,False,0,0,0,False
357,@smithy/chunked-blob-reader-native,@smithy/chunked-blob-reader-native,1,2,0.000000,0.008442,False,0,0,0,False
358,@smithy/config-resolver,@smithy/config-resolver,22,6,0.000000,0.094168,True,14597,131543768,1554,True
359,@smithy/core,@smithy/core,26,10,0.000000,0.118299,True,1,129493112,1568,True
360,@smithy/credential-provider-imds,@smithy/credential-provider-imds,3,5,0.000000,0.022918,True,14593,118287862,1779,True
361,@smithy/eventstream-codec,@smithy/eventstream-codec,1,4,0.000000,0.013262,False,0,0,0,False
362,@smithy/eventstream-serde-browser,@smithy/eventstream-serde-browser,2,3,0.000000,0.014475,False,0,0,0,False
363,@smithy/eventstream-serde-config-resolver,@smithy/eventstream-serde-config-resolver,2,2,0.000000,0.012066,False,0,0,0,False
364,@smithy/eventstream-serde-node,@smithy/eventstream-serde-node,2,3,0.000000,0.014475,False,0,0,0,False
365,@smithy/eventstream-serde-universal,@smithy/eventstream-serde-universal,2,3,0.000000,0.014475,False,0,0,0,False
366,@smithy/fetch-http-handler,@smithy/fetch-http-handler,22,5,0.000000,0.091758,True,14661,156440981,1180,True
367,@smithy/hash-blob-browser,@smithy/hash-blob-browser,2,4,0.000000,0.016885,False,0,0,0,False
368,@smithy/hash-node,@smithy/hash-node,20,4,0.000000,0.082102,True,14598,117589935,1786,True
369,@smithy/hash-stream-node,@smithy/hash-stream-node,2,3,0.000000,0.014475,False,0,0,0,False
370,@smithy/invalid-dependency,@smithy/invalid-dependency,20,2,0.000000,0.077283,True,14599,118693506,1774,True
371,@smithy/is-array-buffer,@smithy/is-array-buffer,5,1,0.000000,0.020526,True,14671,267995443,551,True
372,@smithy/md5-js,@smithy/md5-js,3,3,0.000000,0.018098,False,0,0,0,False
373,@smithy/middleware-apply-body-checksum,@smithy/middleware-apply-body-checksum,1,4,0.000000,0.013262,False,0,0,0,False
374,@smithy/middleware-compression,@smithy/middleware-compression,1,10,0.000000,0.027720,False,0,0,0,False
375,@smithy/middleware-content-length,@smithy/middleware-content-length,20,3,0.000000,0.079693,True,14597,127971429,1584,True
376,@smithy/middleware-endpoint,@smithy/middleware-endpoint,23,8,0.000000,0.102610,True,7810,144600157,1353,True
377,@smithy/middleware-retry,@smithy/middleware-retry,20,9,0.000000,0.094151,True,14597,134637805,1530,True
378,@smithy/middleware-serde,@smithy/middleware-serde,22,3,0.000000,0.086939,True,14640,138148382,1506,True
379,@smithy/middleware-stack,@smithy/middleware-stack,21,2,0.000000,0.080906,True,14660,128444778,1581,True
380,@smithy/node-config-provider,@smithy/node-config-provider,34,4,0.000000,0.132827,True,14602,154181049,1194,True
381,@smithy/node-http-handler,@smithy/node-http-handler,22,5,0.000000,0.091758,True,14684,143091320,1367,True
382,@smithy/property-provider,@smithy/property-provider,14,2,0.000000,0.055544,True,14599,181319311,963,True
383,@smithy/protocol-http,@smithy/protocol-http,45,2,0.000000,0.167863,True,18142,181031807,965,True
384,@smithy/querystring-builder,@smithy/querystring-builder,3,3,0.000000,0.018098,True,14653,145404046,1346,True
385,@smithy/querystring-parser,@smithy/querystring-parser,1,2,0.000000,0.008442,True,14638,137566540,1510,True
386,@smithy/service-error-classification,@smithy/service-error-classification,2,1,0.000000,0.009656,True,14612,127057083,1594,True
387,@smithy/shared-ini-file-loader,@smithy/shared-ini-file-loader,9,2,0.000000,0.037428,True,14599,143506976,1364,True
388,@smithy/signature-v4,@smithy/signature-v4,5,8,0.000000,0.037393,True,14632,126298380,1598,True
389,@smithy/smithy-client,@smithy/smithy-client,28,7,0.000000,0.118317,True,14665,143024416,1368,True
390,@smithy/types,@smithy/types,93,1,0.000000,0.339366,True,19741,290825840,507,True
391,@smithy/url-parser,@smithy/url-parser,23,3,0.000000,0.090562,True,14646,137968457,1507,True
392,@smithy/util-base64,@smithy/util-base64,25,3,0.000000,0.097809,True,14669,142903786,1369,True
393,@smithy/util-body-length-browser,@smithy/util-body-length-browser,21,1,0.000000,0.078497,True,14597,122052247,1739,True
394,@smithy/util-body-length-node,@smithy/util-body-length-node,20,1,0.000000,0.074873,True,14597,115190004,1911,True
395,@smithy/util-buffer-from,@smithy/util-buffer-from,4,2,0.000000,0.019312,True,14671,272856757,541,True
396,@smithy/util-config-provider,@smithy/util-config-provider,4,1,0.000000,0.016902,True,14592,109432712,1965,True
397,@smithy/util-defaults-mode-browser,@smithy/util-defaults-mode-browser,20,4,0.000000,0.082102,True,14597,127354844,1590,True
398,@smithy/util-defaults-mode-node,@smithy/util-defaults-mode-node,20,7,0.000000,0.089331,True,14597,121704747,1745,True
399,@smithy/util-endpoints,@smithy/util-endpoints,23,3,0.000000,0.090562,True,4,111615099,1951,True
400,@smithy/util-hex-encoding,@smithy/util-hex-encoding,4,1,0.000000,0.016902,True,14663,145189919,1348,True
401,@smithy/util-middleware,@smithy/util-middleware,29,2,0.000000,0.109892,True,14643,156163364,1182,True
402,@smithy/util-retry,@smithy/util-retry,21,3,0.000000,0.083316,True,14603,140731117,1386,True
403,@smithy/util-stream,@smithy/util-stream,8,8,0.000000,0.048263,True,14655,142589181,1372,True
404,@smithy/util-uri-escape,@smithy/util-uri-escape,2,1,0.000000,0.009656,True,14659,140217756,1389,True
405,@smithy/util-utf8,@smithy/util-utf8,35,2,0.000000,0.131631,True,14686,319547475,356,True
406,@smithy/util-waiter,@smithy/util-waiter,10,3,0.000000,0.043461,False,0,0,0,False
407,@smithy/uuid,@smithy/uuid,2,1,0.000000,0.009656,False,0,0,0,False
408,@so-ric/colorspace,@so-ric/colorspace,1,2,0.000000,0.008442,False,0,0,0,False
409,@sveltejs/acorn-typescript,@sveltejs/acorn-typescript,1,0,0.000000,0.003623,False,0,0,0,False
410,@swc/helpers,@swc/helpers,1,1,0.000000,0.006033,True,360974,115420566,1910,True
411,@tailwindcss/oxide-linux-x64-musl,@tailwindcss/oxide-linux-x64-musl,0,0,0.000000,0.000000,True,4,151624908,1311,True
412,@testing-library/dom,@testing-library/dom,0,8,0.000000,0.019277,True,1412044,108999591,1971,True
413,@tokenizer/inflate,@tokenizer/inflate,1,2,0.000000,0.008442,False,0,0,0,False
414,@tokenizer/token,@tokenizer/token,2,0,0.000000,0.007246,False,0,0,0,False
415,@tootallnate/once,@tootallnate/once,0,0,0.000000,0.000000,True,1584397,144184905,1359,True
416,@tootallnate/quickjs-emscripten,@tootallnate/quickjs-emscripten,1,0,0.000000,0.003623,False,0,0,0,False
417,@tsconfig/node10,@tsconfig/node10,1,0,0.000000,0.003623,True,239884,117393364,1789,True
418,@tsconfig/node12,@tsconfig/node12,1,0,0.000000,0.003623,True,241263,114769471,1920,True
419,@tsconfig/node14,@tsconfig/node14,1,0,0.000000,0.003623,True,243806,120793749,1754,True
420,@tsconfig/node16,@tsconfig/node16,1,0,0.000000,0.003623,True,242326,119619678,1768,True
421,@types/aria-query,@types/aria-query,1,0,0.000000,0.003623,False,0,0,0,False
422,@types/babel__core,@types/babel__core,2,5,0.000000,0.019295,True,1905481,171255579,1101,True
423,@types/babel__generator,@types/babel__generator,1,1,0.000000,0.006033,True,1904638,177967653,973,True
424,@types/babel__template,@types/babel__template,1,2,0.000000,0.008442,True,1904343,171672741,997,True
425,@types/babel__traverse,@types/babel__traverse,1,1,0.000000,0.006033,True,1905607,176246772,978,True
426,@types/body-parser,@types/body-parser,1,2,0.000000,0.008442,True,1492415,133109792,1544,True
427,@types/connect,@types/connect,1,1,0.000000,0.006033,True,1498356,109908397,1960,True
428,@types/debug,@types/debug,1,1,0.000000,0.006033,False,0,0,0,False
429,@types/eslint,@types/eslint,1,2,0.000000,0.008442,True,1741976,113374649,1933,True
430,@types/eslint-scope,@types/eslint-scope,1,4,0.000000,0.013262,False,0,0,0,False
431,@types/esrecurse,@types/esrecurse,1,0,0.000000,0.003623,False,0,0,0,False
432,@types/estree,@types/estree,9,0,0.000000,0.032609,True,1849638,331538814,346,True
433,@types/express,@types/express,1,3,0.000000,0.010852,True,1528059,151008766,1313,True
434,@types/express-serve-static-core,@types/express-serve-static-core,1,4,0.000000,0.013262,True,1503898,173229922,990,True
435,@types/graceful-fs,@types/graceful-fs,0,1,0.000000,0.002410,True,1747353,117422963,1788,True
436,@types/http-cache-semantics,@types/http-cache-semantics,1,0,0.000000,0.003623,False,0,0,0,False
437,@types/http-errors,@types/http-errors,1,0,0.000000,0.003623,True,473594,109972059,1959,True
438,@types/istanbul-lib-coverage,@types/istanbul-lib-coverage,4,0,0.000000,0.014493,True,1996416,144905198,1350,True
439,@types/istanbul-lib-report,@types/istanbul-lib-report,1,1,0.000000,0.006033,True,1972820,153103738,1302,True
440,@types/istanbul-reports,@types/istanbul-reports,1,1,0.000000,0.006033,True,1972747,175281056,982,True
441,@types/jest,@types/jest,0,2,0.000000,0.004819,True,1050250,125744488,1705,True
442,@types/json-schema,@types/json-schema,4,0,0.000000,0.014493,True,1742087,252179781,583,True
443,@types/json5,@types/json5,0,1,0.000000,0.002410,True,1794713,131832855,1552,True
444,@types/jsonwebtoken,@types/jsonwebtoken,1,2,0.000000,0.008442,False,0,0,0,False
445,@types/lodash,@types/lodash,0,0,0.000000,0.000000,True,549653,127743834,1586,True
446,@types/luxon,@types/luxon,1,0,0.000000,0.003623,False,0,0,0,False
447,@types/mime,@types/mime,0,1,0.000000,0.002410,True,1509678,127467979,1588,True
448,@types/ms,@types/ms,2,0,0.000000,0.007246,False,0,0,0,False
449,@types/node,@types/node,31,1,0.000000,0.114728,True,1060374,569923996,147,True
450,@types/normalize-package-data,@types/normalize-package-data,1,0,0.000000,0.003623,False,0,0,0,False
451,@types/parse-json,@types/parse-json,0,1,0.000000,0.002410,True,1793430,108693072,1974,True
452,@types/prop-types,@types/prop-types,0,0,0.000000,0.000000,True,1478506,116654672,1797,True
453,@types/qs,@types/qs,1,0,0.000000,0.003623,True,1515716,138214277,1505,True
454,@types/range-parser,@types/range-parser,1,0,0.000000,0.003623,True,1490192,121048564,1751,True
455,@types/react,@types/react,0,1,0.000000,0.002410,True,1507685,202959097,900,True
456,@types/react-dom,@types/react-dom,0,0,0.000000,0.000000,True,1025605,150076845,1319,True
457,@types/readable-stream,@types/readable-stream,1,1,0.000000,0.006033,False,0,0,0,False
458,@types/retry,@types/retry,1,0,0.000000,0.003623,False,0,0,0,False
459,@types/semver,@types/semver,0,0,0.000000,0.000000,True,777193,105624123,1994,True
460,@types/send,@types/send,1,1,0.000000,0.006033,True,542240,146303193,1340,True
461,@types/serve-static,@types/serve-static,1,2,0.000000,0.008442,True,1504467,139851849,1392,True
462,@types/sinonjs__fake-timers,@types/sinonjs__fake-timers,1,0,0.000000,0.003623,False,0,0,0,False
463,@types/sizzle,@types/sizzle,1,0,0.000000,0.003623,False,0,0,0,False
464,@types/stack-utils,@types/stack-utils,1,0,0.000000,0.003623,True,1905659,151236268,1312,True
465,@types/tmp,@types/tmp,1,0,0.000000,0.003623,False,0,0,0,False
466,@types/triple-beam,@types/triple-beam,1,0,0.000000,0.003623,False,0,0,0,False
467,@types/unist,@types/unist,0,0,0.000000,0.000000,True,482650,144334563,1354,True
468,@types/uuid,@types/uuid,0,1,0.000000,0.002410,True,137530,133375924,1541,True
469,@types/validator,@types/validator,1,0,0.000000,0.003623,False,0,0,0,False
470,@types/webidl-conversions,@types/webidl-conversions,1,0,0.000000,0.003623,False,0,0,0,False
471,@types/whatwg-url,@types/whatwg-url,1,1,0.000000,0.006033,False,0,0,0,False
472,@types/ws,@types/ws,0,1,0.000000,0.002410,True,1097014,125505043,1708,True
473,@types/yargs,@types/yargs,1,1,0.000000,0.006033,True,2009672,305048458,384,True
474,@types/yargs-parser,@types/yargs-parser,1,0,0.000000,0.003623,True,1836231,158084062,1168,True
475,@types/yauzl,@types/yauzl,1,1,0.000000,0.006033,False,0,0,0,False
476,@typescript-eslint/eslint-plugin,@typescript-eslint/eslint-plugin,0,9,0.000000,0.021687,True,1823066,153836780,1195,True
477,@typescript-eslint/parser,@typescript-eslint/parser,0,5,0.000000,0.012048,True,1907734,167009127,1120,True
478,@typescript-eslint/project-service,@typescript-eslint/project-service,1,3,0.000000,0.010852,True,0,123111952,1732,True
479,@typescript-eslint/scope-manager,@typescript-eslint/scope-manager,3,2,0.000000,0.015689,True,1714452,225717826,743,True
480,@typescript-eslint/tsconfig-utils,@typescript-eslint/tsconfig-utils,2,0,0.000000,0.007246,True,0,123739271,1730,True
481,@typescript-eslint/type-utils,@typescript-eslint/type-utils,1,5,0.000000,0.015671,True,941724,139419676,1397,True
482,@typescript-eslint/types,@typescript-eslint/types,7,0,0.000000,0.025362,True,1779331,244529630,598,True
483,@typescript-eslint/typescript-estree,@typescript-eslint/typescript-estree,3,10,0.000000,0.034966,True,1892157,249382358,587,True
484,@typescript-eslint/utils,@typescript-eslint/utils,2,4,0.000000,0.016885,True,944853,188166951,939,True
485,@typescript-eslint/visitor-keys,@typescript-eslint/visitor-keys,4,2,0.000000,0.019312,True,1779288,240784576,704,True
486,@typespec/ts-http-runtime,@typespec/ts-http-runtime,3,3,0.000000,0.018098,False,0,0,0,False
487,@ungap/structured-clone,@ungap/structured-clone,1,0,0.000000,0.003623,True,2802,139486708,1396,True
488,@vitest/pretty-format,@vitest/pretty-format,1,1,0.000000,0.006033,True,0,108496169,1976,True
489,@vitest/utils,@vitest/utils,0,2,0.000000,0.004819,True,11953,122079132,1738,True
490,@webassemblyjs/ast,@webassemblyjs/ast,7,2,0.000000,0.030182,True,1625157,128473423,1580,True
491,@webassemblyjs/floating-point-hex-parser,@webassemblyjs/floating-point-hex-parser,1,0,0.000000,0.003623,True,1625137,124133247,1725,True
492,@webassemblyjs/helper-api-error,@webassemblyjs/helper-api-error,2,0,0.000000,0.007246,True,1619368,125837308,1703,True
493,@webassemblyjs/helper-buffer,@webassemblyjs/helper-buffer,3,0,0.000000,0.010870,True,1625093,125182557,1712,True
494,@webassemblyjs/helper-numbers,@webassemblyjs/helper-numbers,1,3,0.000000,0.010852,False,0,0,0,False
495,@webassemblyjs/helper-wasm-bytecode,@webassemblyjs/helper-wasm-bytecode,5,0,0.000000,0.018116,True,1625136,117877581,1782,True
496,@webassemblyjs/helper-wasm-section,@webassemblyjs/helper-wasm-section,1,4,0.000000,0.013262,True,1625091,121016106,1752,True
497,@webassemblyjs/ieee754,@webassemblyjs/ieee754,2,1,0.000000,0.009656,True,1619342,120188446,1761,True
498,@webassemblyjs/leb128,@webassemblyjs/leb128,2,1,0.000000,0.009656,True,1625112,121642149,1746,True
499,@webassemblyjs/utf8,@webassemblyjs/utf8,2,0,0.000000,0.007246,True,1619061,121526251,1749,True
500,@webassemblyjs/wasm-edit,@webassemblyjs/wasm-edit,1,8,0.000000,0.022900,True,1624870,124562154,1718,True
501,@webassemblyjs/wasm-gen,@webassemblyjs/wasm-gen,3,5,0.000000,0.022918,True,1625095,124875688,1713,True
502,@webassemblyjs/wasm-opt,@webassemblyjs/wasm-opt,1,4,0.000000,0.013262,True,1625092,119561091,1769,True
