package,risk_score,in_degree,out_degree,betweenness,is_topN
dequal,0.000000,0,0,0.000000,True
astral-regex,0.000000,0,0,0.000000,True
utils-merge,0.000000,0,0,0.000000,True
kind-of,0.000000,0,0,0.000000,True
destroy,0.000000,0,0,0.000000,True
eslint-config-prettier,0.000000,0,0,0.000000,True
prettier,0.000000,0,0,0.000000,True
text-table,0.000000,0,0,0.000000,True
lower-case,0.000000,0,0,0.000000,True
jsonc-parser,0.000000,0,0,0.000000,True
deep-eql,0.000000,0,0,0.000000,True
assertion-error,0.000000,0,0,0.000000,True
diff-sequences,0.000000,0,0,0.000000,True
chai,0.000000,0,0,0.000000,True
path-exists,0.000000,0,0,0.000000,True
which-module,0.000000,0,0,0.000000,True
meow,0.000000,0,0,0.000000,True
yaml,0.000000,0,0,0.000000,True
@jridgewell/set-array,0.000000,0,0,0.000000,True
shell-quote,0.000000,0,0,0.000000,True
loader-utils,0.000000,0,0,0.000000,True
@types/react-dom,0.000000,0,0,0.000000,True
@rollup/rollup-linux-x64-musl,0.000000,0,0,0.000000,True
path-is-absolute,0.000000,0,0,0.000000,True
require-directory,0.000000,0,0,0.000000,True
@dataform/core,0.000000,0,0,0.000000,True
object-hash,0.000000,0,0,0.000000,True
pathe,0.000000,0,0,0.000000,True
sprintf-js,0.000000,0,0,0.000000,True
min-indent,0.000000,0,0,0.000000,True
pnpm,0.000000,0,0,0.000000,True
set-blocking,0.000000,0,0,0.000000,True
is-windows,0.000000,0,0,0.000000,True
big.js,0.000000,0,0,0.000000,True
methods,0.000000,0,0,0.000000,True
@tootallnate/once,0.000000,0,0,0.000000,True
@types/semver,0.000000,0,0,0.000000,True
mimic-fn,0.000000,0,0,0.000000,True
tinyexec,0.000000,0,0,0.000000,True
jiti,0.000000,0,0,0.000000,True
typescript,0.000000,0,0,0.000000,True
fs.realpath,0.000000,0,0,0.000000,True
p-try,0.000000,0,0,0.000000,True
pathval,0.000000,0,0,0.000000,True
resolve.exports,0.000000,0,0,0.000000,True
is-obj,0.000000,0,0,0.000000,True
node-addon-api,0.000000,0,0,0.000000,True
bn.js,0.000000,0,0,0.000000,True
array-union,0.000000,0,0,0.000000,True
no-case,0.000000,0,0,0.000000,True
@types/prop-types,0.000000,0,0,0.000000,True
nwsapi,0.000000,0,0,0.000000,True
json-buffer,0.000000,0,0,0.000000,True
split2,0.000000,0,0,0.000000,True
@types/lodash,0.000000,0,0,0.000000,True
lines-and-columns,0.000000,0,0,0.000000,True
regenerator-runtime,0.000000,0,0,0.000000,True
array-flatten,0.000000,0,0,0.000000,True
deep-extend,0.000000,0,0,0.000000,True
through,0.000000,0,0,0.000000,True
concat-map,0.000000,0,0,0.000000,True
decamelize,0.000000,0,0,0.000000,True
has-flag,0.000000,0,0,0.000000,True
immutable,0.000000,0,0,0.000000,True
char-regex,0.000000,0,0,0.000000,True
@esbuild/linux-x64,0.000000,0,0,0.000000,True
jest-get-type,0.000000,0,0,0.000000,True
@tailwindcss/oxide-linux-x64-musl,0.000000,0,0,0.000000,True
check-error,0.000000,0,0,0.000000,True
@img/sharp-linuxmusl-x64,0.000000,0,0,0.000000,True
commondir,0.000000,0,0,0.000000,True
emoji-regex,0.000000,0,0,0.000000,True
map-obj,0.000000,0,0,0.000000,True
arrify,0.000000,0,0,0.000000,True
interpret,0.000000,0,0,0.000000,True
date-fns,0.000000,0,0,0.000000,True
cssom,0.000000,0,0,0.000000,True
lightningcss-linux-x64-musl,0.000000,0,0,0.000000,True
is-buffer,0.000000,0,0,0.000000,True
core-js,0.000000,0,0,0.000000,True
tailwindcss,0.000000,0,0,0.000000,True
he,0.000000,0,0,0.000000,True
lodash.memoize,0.000000,0,0,0.000000,True
@types/unist,0.000000,0,0,0.000000,True
process-nextick-args,0.000000,0,0,0.000000,True
@pkgjs/parseargs,0.000000,0,0,0.000000,True
any-promise,0.000000,0,0,0.000000,True
require-main-filename,0.000000,0,0,0.000000,True
@rollup/rollup-linux-x64-gnu,0.000000,0,0,0.000000,True
exit,0.000000,0,0,0.000000,True
eastasianwidth,0.000000,0,0,0.000000,True
abab,0.000000,0,0,0.000000,True
