package,risk_score
@aws-sdk/client-sqs,0.2488383684005899
anymatch,0.2488011759620205
react-is,0.2486894800624539
emoji-regex,0.2486649682939253
globby,0.2486598599865994
deepmerge,0.2486425151005357
@aws-sdk/client-iam,0.2486376689665961
@eslint/eslintrc,0.2486307513965672
@aws-sdk/middleware-host-header,0.2484468211714707
object-assign,0.2483782544829317
@csstools/css-color-parser,0.2483748849391965
babel-preset-jest,0.2482639769360931
jsesc,0.2481083464114694
@sinonjs/fake-timers,0.2480842613311014
es-shim-unscopables,0.248042953206885
stringify-object,0.248003410544656
file-entry-cache,0.2479834204537825
parent-module,0.2479764656174302
gauge,0.2478887944570652
proxy-addr,0.2478883975420886
cookie,0.2478840059297044
json5,0.2478462919808587
vary,0.2477854768153373
istanbul-lib-instrument,0.2476482203803413
regjsparser,0.2476360265761268
mkdirp,0.2476126376100718
tr46,0.2476097640115461
proxy-agent,0.2476010840417764
@nodelib/fs.scandir,0.2475624258490059
normalize-package-data,0.2475381845106008
@nodelib/fs.walk,0.2474904245042056
http-proxy-middleware,0.2474483563715101
eslint-config-react-app,0.247372051601181
jest-watcher,0.2473113203467011
shebang-command,0.2473026733413646
@webassemblyjs/helper-numbers,0.2472786481275757
has-symbols,0.2472770705271426
webpack,0.2472610158231417
yargs-parser,0.2472240446438489
js-tokens,0.2472179138005796
strip-json-comments,0.247211818720911
get-stream,0.2472025034263869
color-convert,0.2469101133856241
@aws-sdk/client-ses,0.2469100752883783
ini,0.2467125175334283
negotiator,0.2467087902335162
@smithy/middleware-stack,0.2466879020196397
color-name,0.2466284147455691
pkg-dir,0.2465348495129336
resolve-from,0.2464758418835441
regenerator-runtime,0.2464409887619201
body-parser,0.2464367270164381
loose-envify,0.2463763898094075
source-map-resolve,0.2463737201573891
ipaddr.js,0.2463263923825863
mime-db,0.2463236017171186
fast-xml-parser,0.2462573324733471
readdirp,0.2462285502012131
tapable,0.2461915316201079
onetime,0.2461511795404222
@babel/plugin-transform-runtime,0.2461258882728913
stylehacks,0.246121520425169
natural-compare,0.246112446572555
@nodelib/fs.stat,0.2460722551565981
socks,0.2460717556168259
path-to-regexp,0.24596955433081
sequelize,0.2459482706333473
cli-cursor,0.245936724172213
path-key,0.2459071832746691
puppeteer,0.2458633411765879
@aws-sdk/util-user-agent-node,0.245804365422002
@rollup/plugin-node-resolve,0.2457986800114654
aria-query,0.2457754456241235
@smithy/middleware-content-length,0.2457511378724023
string_decoder,0.2457010190968776
is-plain-obj,0.2456741564409141
object.values,0.2456623391095906
setprototypeof,0.245561636837147
escalade,0.2455262316439264
is-plain-object,0.2455111140429084
npm-run-path,0.245502760938224
ansi-regex,0.2454958979151881
normalize-path,0.2454955414015875
rc,0.2454792454507302
@webassemblyjs/ieee754,0.2454710359007483
makeerror,0.245431078024489
electron-to-chromium,0.245404454091627
strip-bom,0.245386558284363
p-map,0.2453350442152019
webpack-sources,0.245315642022529
indent-string,0.2452736425029945
is-generator-function,0.2452018833667392
svelte,0.2451661407114941
get-caller-file,0.2451378001288963
rxjs,0.245132567753443
@aws-sdk/client-ec2,0.2451044576737677
core-js,0.2450658685235458
prop-types,0.245063272374276
@sinonjs/commons,0.2450385955955685
@cypress/request,0.2449930080888755
on-finished,0.2449795554927284
protobufjs,0.2449644522267938
serve-index,0.2449603814123245
chokidar,0.2449569522789574
doctrine,0.2449283601372199
bser,0.2449090295559361
node-releases,0.2448543716468822
object.entries,0.2448096008685977
hasown,0.2447235186517833
retry,0.2446773194639765
eslint-scope,0.2446741016923982
find-cache-dir,0.2446169647900549
array.prototype.flatmap,0.2445875326144009
buffer,0.2445187887985852
brace-expansion,0.2445183130905435
@typescript-eslint/eslint-plugin,0.2445138422181955
callsites,0.2445065956958861
unpipe,0.2444929195833177
is-fullwidth-code-point,0.2444913622912144
content-disposition,0.2444630940307994
no-case,0.2444598246309249
chownr,0.2444459173891113
commander,0.2444371262358321
once,0.2444323612817707
cheerio,0.2444067678540501
resolve-cwd,0.2443960614551593
follow-redirects,0.2443896921755616
source-map-js,0.2443774528466711
uri-js,0.2443603949966039
parse5,0.244355344883082
detect-libc,0.2443303981064697
fastq,0.2442560532291712
jest-leak-detector,0.2441990392092499
run-parallel,0.2441749439968167
is-extendable,0.2441503192760382
restore-cursor,0.2441496791551265
@webassemblyjs/leb128,0.2441463750199463
ora,0.2441108675037241
async,0.2440880136189295
cookie-signature,0.244061395895199
estraverse,0.244044253962183
sax,0.2440357532724966
toidentifier,0.2440313367315829
nanoid,0.2440221655835262
merge-descriptors,0.2440080350240023
mime,0.2439908794634094
on-headers,0.2439326348653906
read-pkg,0.243850616415978
babel-plugin-polyfill-regenerator,0.2438354124422925
has-value,0.2438075596297177
concat-stream,0.2437770586668298
neo-async,0.2437447551484201
nopt,0.2437352928903227
fs.realpath,0.2437248101601467
yallist,0.2437137399924459
fast-levenshtein,0.2436828018810587
serialize-javascript,0.2436718435144669
autoprefixer,0.2436193719939352
@babel/plugin-syntax-top-level-await,0.243615081343727
path-type,0.2435714101595115
leven,0.243570648176039
@rollup/pluginutils,0.2435701488822428
shebang-regex,0.2435629289050722
@testing-library/dom,0.2435400662226856
p-retry,0.2435125215338097
set-value,0.2434712920543927
forwarded,0.2434608355189989
merge2,0.2434428581914074
hosted-git-info,0.2434039090222831
@aws-sdk/client-secrets-manager,0.2433845464075322
multer,0.2433225446924213
rollup,0.2432840818668861
multicast-dns,0.2432686016497473
make-dir,0.2432646993518421
array-flatten,0.2432560839724366
flatted,0.2431920496062352
has-values,0.243118452902657
is-boolean-object,0.2430330037396462
shell-quote,0.2430202981227486
function.prototype.name,0.2430198877868807
@babel/plugin-syntax-class-properties,0.2430037337500423
require-directory,0.2430006136507579
url,0.2429901809929249
json-schema-traverse,0.2429766256859523
require-from-string,0.242975902916619
util-deprecate,0.2429680596423675
mongoose,0.2429632635475823
cssnano,0.2429499762803859
y18n,0.242940484090016
color-string,0.2428822703316559
delayed-stream,0.2428543605473182
is-number-object,0.242820463305126
has-flag,0.2428133227589245
@xtuc/long,0.242802117797332
es-set-tostringtag,0.2427616725217562
pify,0.2427414527820391
tsconfig-paths,0.2427398167915702
gensync,0.242727263528419
ioredis,0.2427095061571044
reusify,0.2426952288265562
argparse,0.242688175609753
flat-cache,0.2426684392054997
tempy,0.2426670533774303
clean-stack,0.2426625873688844
abbrev,0.2426171834732684
compressible,0.2425870556779896
globals,0.242576420000777
define-property,0.2425315012467527
@aws-sdk/client-cloudformation,0.2425127556187409
path-parse,0.2425112674756677
asap,0.2424759734953242
human-signals,0.2424637900986913
fsevents,0.2424626899883863
set-blocking,0.2424439571393461
for-in,0.2424026391149245
cacheable-request,0.2423848316053046
queue-microtask,0.2423741257701196
is-bigint,0.2423303576969998
esquery,0.2422902619286635
saxes,0.2422600170504331
websocket-driver,0.2422558463193073
ansi-colors,0.2422483047429065
handlebars,0.2422339131889639
mdn-data,0.2422289252530639
word-wrap,0.2422241286618554
has-bigints,0.2422060596731648
har-validator,0.2422055067788229
ee-first,0.2421611169411912
babel-plugin-jest-hoist,0.2421293469814006
react-dom,0.2421232638689416
normalize-url,0.2421166551216517
json-parse-even-better-errors,0.242105077038178
strip-final-newline,0.2420493205824574
to-fast-properties,0.2420472791930091
dir-glob,0.242013350720556
@babel/plugin-proposal-class-properties,0.2420085871219489
is-generator-fn,0.2419905538292119
balanced-match,0.2419805045306344
html-minifier-terser,0.2419742250234038
requires-port,0.2419607970583854
asynckit,0.2419508120964887
@jridgewell/resolve-uri,0.2419410253084084
@webassemblyjs/wasm-parser,0.2419306849486531
@aws-sdk/client-sns,0.2419114955236953
utils-merge,0.2419070730718345
@types/istanbul-lib-report,0.2418875615673632
postcss-modules-scope,0.2418856945858032
merge-stream,0.2418637711795774
core-util-is,0.2418469333861688
proxy-from-env,0.241793028603863
is-obj,0.2417889453968788
object.fromentries,0.2417822053800435
mimic-fn,0.2417799535071099
destroy,0.2417744497860272
http-signature,0.2417511726601012
prettier,0.2417444449838261
unicode-match-property-value-ecmascript,0.2417183286874996
@smithy/middleware-serde,0.2416927767039332
array-union,0.2416923061429157
strip-indent,0.2416421562195504
buffer-from,0.2416373789331879
extend-shallow,0.2416152161383238
co,0.2416121416352995
is-docker,0.2416075482095266
selfsigned,0.2416009191997924
is-binary-path,0.2415928854215346
array.prototype.flat,0.2415841086825675
diff,0.2415756370432482
unicode-canonical-property-names-ecmascript,0.2415681627692826
@pmmmwh/react-refresh-webpack-plugin,0.2415621314377324
media-typer,0.2415499329175949
decamelize,0.2415269952368717
babel-loader,0.2415144663145915
pac-proxy-agent,0.2415054585581593
regjsgen,0.2415035621981435
postcss-merge-longhand,0.2414978921105084
axobject-query,0.241496046871007
loader-utils,0.2414910850248455
camel-case,0.2414757773427158
yocto-queue,0.2414704131229196
degenerator,0.2414319441501419
optionator,0.2414270067613285
lodash.merge,0.2414028963118762
clean-css,0.2413975307382186
@babel/plugin-transform-react-jsx,0.2413867979282508
pirates,0.2413847960036436
kleur,0.2413726446899991
csstype,0.241364678805185
clone,0.2413534233590037
@webassemblyjs/utf8,0.2412811971847212
postcss-custom-properties,0.2412731542155301
@webassemblyjs/helper-api-error,0.2412704984007859
@types/express,0.2412387794532387
unicode-property-aliases-ecmascript,0.2412365390768226
postcss-calc,0.2412331295999996
deep-is,0.2412152247528564
text-table,0.2412135357203986
normalize-range,0.2411949862639584
yaml,0.2411887257335298
is-arguments,0.2411834144957339
param-case,0.2411817852619633
tar-stream,0.2411724660060754
lilconfig,0.2411697714582343
aproba,0.241140685873145
methods,0.2411392025315257
mini-css-extract-plugin,0.2410919377696386
ejs,0.2410832744640283
json-stable-stringify-without-jsonify,0.2410776584556956
promise,0.2410683611116644
node-forge,0.2410496027489496
array-includes,0.2410397786991873
@babel/plugin-syntax-import-meta,0.2410050568437896
lodash.memoize,0.2409900746221351
morgan,0.240956753204253
@humanwhocodes/config-array,0.2409473056515754
json-schema,0.2409296644891133
react,0.2409274799981507
redent,0.2409147234337552
typescript,0.240894311210659
lines-and-columns,0.2408898444828464
@babel/helper-split-export-declaration,0.2408826988632488
supports-preserve-symlinks-flag,0.2408671869694417
formidable,0.2408658095691699
quick-lru,0.240818569683139
@aws-sdk/client-cloudwatch,0.240809351502871
deep-extend,0.2408058308242812
html-escaper,0.2407853501468966
snapdragon-util,0.2407704954098187
http-cache-semantics,0.24076458742258
jake,0.2407540133438288
@octokit/rest,0.2407243397288995
detect-newline,0.2407149802058661
http-proxy,0.2406752656541774
node-pre-gyp,0.2406629146717174
html-entities,0.2406399245660395
cjs-module-lexer,0.2406276620710572
dns-packet,0.2406222180021209
path-exists,0.2406030510595642
object.assign,0.2405990459246323
wordwrap,0.2405946399752266
aggregate-error,0.2405829038874498
functions-have-names,0.2405751232641874
@babel/helper-environment-visitor,0.2405653230834401
sisteransi,0.2405344573028426
@types/yargs-parser,0.2405145140937764
path-is-absolute,0.2405140125681528
crypto-random-string,0.2405009664158315
uglify-js,0.2404858858075733
global-prefix,0.240466366042554
file-loader,0.2404584073642883
events,0.2404334546480445
mimic-response,0.2404254209522571
querystringify,0.2404235449647956
@aws-sdk/client-rds,0.2404202029942884
webpack-dev-middleware,0.2404161206493825
@types/stack-utils,0.2404132794166666
fragment-cache,0.240412229287185
jest-validate,0.2403883939325697
binary-extensions,0.2403579019225248
ast-types,0.2403009657140723
scheduler,0.2402986302918817
@svgr/hast-util-to-babel-ast,0.2402952832950021
ignore-walk,0.2402781816336444
symbol-tree,0.2402715650163633
node-notifier,0.2402589582074442
xtend,0.2402547637298838
are-we-there-yet,0.2402427809352344
dot-prop,0.2401700565724732
camelcase-keys,0.2401447238986551
websocket-extensions,0.2401230469998933
postcss-custom-media,0.2401206658722494
is-set,0.2401190755428186
process,0.240112029041304
postcss-modules-extract-imports,0.2400808130395423
postcss-load-config,0.2400598836983849
unique-string,0.2400554496979194
buffer-crc32,0.2400534676645685
@babel/plugin-proposal-private-methods,0.2400462643662406
is-negative-zero,0.2400332785238185
arg,0.2400243855732658
http-parser-js,0.2400112990521729
sass-loader,0.2400038320077674
eventsource,0.2399704733710068
query-string,0.2399663386537114
npm-packlist,0.2399431083067866
type-detect,0.2399406690282099
postcss-discard-comments,0.2399299291303623
is-installed-globally,0.2399294235494457
decompress-response,0.239906277841322
union-value,0.2398838351275703
postcss-custom-selectors,0.239872552705902
spdy-transport,0.2398715635732605
sprintf-js,0.2398690217501712
detect-node,0.2398585609953004
cacache,0.2398551114562001
lodash.uniq,0.2398503412609413
@types/react,0.2398490460638672
spdy,0.2398456985408247
enquirer,0.2398416696048333
jest-pnp-resolver,0.2398341325294562
@bcoe/v8-coverage,0.2398188170785906
postcss-unique-selectors,0.2398045085030319
randombytes,0.2397907550838703
react-app-polyfill,0.2397606239999867
@babel/helper-validator-identifier,0.2397282618968824
postcss-normalize-url,0.2396930573528746
xmlchars,0.2396861266423403
jest-get-type,0.2396817826993258
postcss-minify-font-values,0.2396810150199898
@humanwhocodes/module-importer,0.239672253304112
is-typed-array,0.2396710929726646
@svgr/plugin-svgo,0.239654590847948
css-loader,0.2396504060412776
p-try,0.2396252476019134
loader-runner,0.2396156591903178
concat-map,0.2396144031436491
require-main-filename,0.2396011466141792
postcss-reduce-transforms,0.2395989757843142
listr2,0.2395878447981894
unset-value,0.2395755239293364
postcss-nesting,0.2395506451109637
convert-source-map,0.2395446031362011
common-tags,0.2395396885366778
@types/qs,0.2395203589185631
react-router,0.239516109729265
@babel/highlight,0.2394964458311355
connect-history-api-fallback,0.2394856924469261
node-int64,0.2394373019174655
@babel/template,0.239420211616466
tmp,0.2394010850147035
@types/ws,0.239399102754441
which-module,0.2393902122202611
babel-runtime,0.2393857759056054
@eslint/js,0.2393749396278951
gzip-size,0.2393748925205621
process-nextick-args,0.2393638454879724
postcss-normalize-whitespace,0.239354007102363
jest-resolve,0.239315438836581
batch,0.2393091435442719
needle,0.2393038830299205
core-js-pure,0.239291047130162
@aws-sdk/client-cloudfront,0.2392899718244632
style-loader,0.2392880550121237
abort-controller,0.2392772322635221
define-lazy-prop,0.2392729956326576
@types/json5,0.2392716322217654
@babel/helper-string-parser,0.2392678255465467
postcss-normalize-string,0.23923911510232
acorn-jsx,0.2392269508154257
postcss-normalize-positions,0.239226915864129
@types/express-serve-static-core,0.2392076526839329
@eslint-community/regexpp,0.239206406955127
eslint-utils,0.2392057766232552
workbox-core,0.2392049573339507
has-unicode,0.2392015509163472
repeat-string,0.2391951648977144
@webassemblyjs/floating-point-hex-parser,0.2391862418855852
postcss-normalize-repeat-style,0.2391858089680033
regenerator-transform,0.2391795902942218
tar,0.2391787573144767
tmpl,0.2391695840449098
use,0.2391640365025577
dom-converter,0.2391437411762593
@humanwhocodes/object-schema,0.2391432963567001
invariant,0.2391413131127037
postcss-normalize-display-values,0.2391313521484906
@types/range-parser,0.2391088476234882
expect,0.2390980267166427
postcss-normalize-timing-functions,0.239079794384503
snapdragon-node,0.2390601250373537
html-webpack-plugin,0.2390530530060632
diff-sequences,0.2390392404219375
he,0.2390203852260615
cssom,0.2390145115416406
arrify,0.2390066208301968
@dabh/diagnostics,0.2389852928489396
@csstools/selector-specificity,0.2389715798048144
bonjour,0.2389649464692827
select-hose,0.2389548469945168
is-ci,0.2389511798537801
duplexer,0.2389449946385498
damerau-levenshtein,0.2389400524840323
ret,0.2389378795555754
@svgr/webpack,0.2389356174154595
@babel/preset-typescript,0.2389220237512316
dedent,0.2388949921860408
handle-thing,0.2388731311212366
default-gateway,0.2388635419223533
simple-swizzle,0.2388378791880293
http-deceiver,0.2387969685450047
@types/graceful-fs,0.2387766060772835
@babel/plugin-syntax-bigint,0.2387638463387949
cli-spinners,0.2387597662343204
ast-types-flow,0.2387579940982385
lower-case,0.2387576144785455
map-obj,0.2387393207051518
tsutils,0.2387329728114247
exit,0.2387246113130384
renderkid,0.2387221227523759
thunky,0.2387090246482597
webpack-merge,0.2386708382450011
get-value,0.238657122741974
postcss-discard-duplicates,0.2386417371734643
@babel/plugin-transform-classes,0.2386415670263436
babel-plugin-macros,0.2386042751367439
to-object-path,0.2385953922265712
@sinclair/typebox,0.238579973551127
postcss-discard-empty,0.2385720497289095
@types/parse-json,0.2385478149243242
is-path-cwd,0.2385394388850079
minimalistic-assert,0.238538143767658
postcss-discard-overridden,0.2385325109644258
postcss-normalize-charset,0.2385267374419199
unique-slug,0.238525193167381
promise-retry,0.2385025871416249
css-has-pseudo,0.2384940828816828
decode-uri-component,0.2384787310627305
@types/mime,0.2384752802050561
@types/jest,0.2384409908193352
jiti,0.2383914586036097
relateurl,0.2383836122144998
del,0.238382591956885
cli-truncate,0.2383820903961109
lodash.debounce,0.2383609420892106
defaults,0.2383557587361784
memfs,0.2383268756141184
get-package-type,0.2383166436133578
make-error,0.2383099759138823
whatwg-url,0.2382872057214476
error-stack-parser,0.2382414906244777
graphemer,0.238240565601861
esbuild,0.2382389522808664
smart-buffer,0.2382296718567356
dom-accessibility-api,0.2382138213556598
lodash.once,0.2382096971642541
domexception,0.2382015743031769
is-map,0.2381970985221426
unique-filename,0.238188756552766
language-tags,0.2381429531255385
whatwg-fetch,0.2381392426195354
agentkeepalive,0.2381287202338149
chrome-trace-event,0.2381254923952185
lodash.isplainobject,0.2380979837458887
json-buffer,0.2380965196036825
nwsapi,0.2380704004946331
astral-regex,0.2380695330295511
pako,0.2380342232132211
css-declaration-sorter,0.2380243100363936
global-modules,0.2380186252504041
prepend-http,0.2379921852164498
object-hash,0.237975646354496
@types/minimatch,0.2379743582057216
eslint-webpack-plugin,0.2379647605964524
@types/normalize-package-data,0.2379590320754454
tailwindcss,0.2379355859982176
@svgr/core,0.2379294613745369
es-module-lexer,0.2379105132612674
yn,0.237889607872873
map-cache,0.2378425584981714
sockjs-client,0.2378310435352347
portfinder,0.2378252383173577
@tootallnate/once,0.2378121942520059
fraction.js,0.2377976488436327
axe-core,0.2377934514839312
@xtuc/ieee754,0.2377824730309541
@types/babel__core,0.237777385206559
@sindresorhus/is,0.2377401877790527
psl,0.2377398666821129
decimal.js,0.2377297881963878
@rollup/plugin-replace,0.2377249467318144
@babel/plugin-transform-react-jsx-source,0.2377193443658654
spdx-exceptions,0.2377177881222875
@types/http-proxy,0.2376970993449161
raf,0.2376923640601621
define-data-property,0.2376674502460408
repeat-element,0.2376168111267967
immer,0.2375993337428918
coa,0.2375830564665081
filesize,0.2375747749433107
lcid,0.2375370639143921
filelist,0.237536859835996
delegates,0.237497471692758
p-cancelable,0.2374866160393269
source-map-url,0.2374836300447671
@types/aria-query,0.2374809939197696
resolve-url,0.2374645380397116
ip-regex,0.2374608882296792
urix,0.2374591626464315
split-string,0.2374544795840567
abab,0.2374531517828532
hoist-non-react-statics,0.2374169379937415
jest-serializer,0.2373893717616963
@types/glob,0.2373784136264475
dayjs,0.2373582858305429
utila,0.2373572131888763
google-auth-library,0.2373550754949033
engine.io,0.2373319224089989
postcss-color-rebeccapurple,0.2372972246018944
@babel/eslint-parser,0.2372915697746897
make-fetch-happen,0.2372904066627686
postcss-color-hex-alpha,0.2372738145654436
tree-kill,0.2372636398384744
through2,0.2372282626781331
wcwidth,0.2372277713265942
component-emitter,0.2372165214232753
cli-width,0.2372144515560389
postcss-image-set-function,0.2371878154354345
is-color-stop,0.2371824745970187
colord,0.2371815331280889
stackframe,0.2371669613972719
npmlog,0.2371521780681049
@babel/plugin-transform-react-constant-elements,0.2371483304023426
rfdc,0.2371191099335972
ignore,0.2371147628927147
is-interactive,0.2371062293745831
long,0.2370752226020978
has,0.2370709220261583
interpret,0.237020013947864
browser-process-hrtime,0.2370140174319005
run-async,0.2369934539829871
@types/prop-types,0.2369819342875499
import-from,0.2369658862639523
bfj,0.2369561054583241
npm-bundled,0.2369276457008085
data-uri-to-buffer,0.2369146437017176
react-router-dom,0.2369054021919424
jest-jasmine2,0.2368930946554051
